## 政生公司法說會逐字稿。**主持人:**。* 介紹一下。* 有張耀元副總經理。* 各位天氣好。* 有洪國志老師。

* 還有陳淑慧副總。* 還有呂天耀永市長。* 我們都知道。* 公司首頁的slogan上面是寫著。* Look colors on token * 公司各系列的產品應用範圍。* 涵蓋在運動相關的器材。

* 還有我們日常生活的用品。* 讓原本生硬的物件。* 變得多彩多姿也更加有趣。* 我們現在就是請洪董事先致辭。* 好 謝謝。* 感謝主持人。

* 同時我在這邊也歡迎。* 各位嘉賓的蒞臨這次。* 政生公司的一個法說會。* 同時祝福各位身體健康。* 好。* 政生公司一直以來。
* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。*
