[0.00-5.58] 各位投资先进大家午安
[164.06-166.30] 那加工厂是生产螺杆
[166.30-168.54] 螺丝热处理
[168.54-173.02] 那除冷厂就是已经获得台南市政府及各局处
[173.02-175.36] 那经济部台电的核准
[175.36-178.08] 目前土木工程建置中
[178.08-179.34] 那预计大概在
[179.34-180.98] 2026年会完工
[180.98-188.42] 这个简介是主要是在向各位说明
[188.42-190.90] 我们上下游的架构
[190.90-192.54] 从我们的压缸厂
[192.54-194.22] 那也就是最上游
[194.22-196.68] 那买进小钢胚
[196.68-200.46] 那做成我们的压缸厂的成品盘源
[200.46-201.98] 那等于是麻豆厂
[201.98-204.18] 还有我们加工厂的原料
[204.18-205.98] 那送到麻豆厂跟加工厂
[205.98-208.50] 生产成各项的产品
[208.50-209.22] 那包括球化鞋
[209.22-210.22] 生抽线
[210.22-210.86] 黑铁丝
[210.86-211.38] 钝线
[211.38-212.78] 镀锌线
[212.78-214.14] 那加工厂就是螺杆
[214.14-214.78] 螺丝
[214.78-217.46] 还有热处理
[217.46-222.94] 接下来向大家介绍我们的关田厂区的压缸厂
[222.94-225.88] 压缸厂我们成立于1995年
[225.88-227.94] 距今大概30年
[227.94-231.66] 那我们的设备产能一年大概可以到40万吨
[231.66-235.96] 也就是说一个月大概是在3.3万吨的设备产能
[235.96-237.36] 那目前的状况
[237.36-239.06] 目前的状况大概是在从2028年到2035年
[239.22-241.06] 2020年起
[241.06-243.98] 大约大概接近4年多前
[243.98-250.06] 就租赁给台湾钢铁集团旗下的益生钢铁服务有限公司
[250.06-252.14] 那租期大概10年
[252.14-255.42] 那租期大概到2030年了
[255.42-257.30] 2030年了
[257.30-263.02] 那关田厂他主要的就是将我们购买进来的原料
[263.02-265.42] 也就是俗称的小钢胚
[265.42-268.26] 然后压制成各尺寸的盘圆
[268.26-270.86] 然后再送至下游的加工
[270.86-275.58] 抽制成客户所需要的各种尺寸线材
[275.58-279.10] 作为螺丝或者是五金产品的原料
[279.10-284.30] 那这是我们压制出来的成品
[284.30-286.22] 从小钢胚压制出来的成品
[286.22-288.02] 也就是说线材盘圆
[288.02-289.54] 那跟钢筋盘圆
[289.54-294.14] 那这两个的不同最主要的原因是在于买进的原料
[294.14-298.10] 那线材盘圆可能是属于做一些五金产品螺丝
[298.26-303.38] 那钢筋就是建筑用的这些所谓的钢筋原料
[303.38-307.66] 接下来向各位介绍我们的麻豆厂
[307.66-310.90] 麻豆厂建厂大概在1989年
[310.90-312.46] 距今大概36年
[312.46-315.46] 那我们的员工人数大约130人
[315.46-319.30] 我们的设备产能一年可以到达12万吨
[319.30-322.42] 也就是一个月有一万吨的设备产能量
[322.42-328.22] 那最主要就是生产两个主要的产品
[328.26-330.30] 第一个是镀锌线材
[330.30-337.22] 那镀锌线材就是接收由关田厂压盐压制成盘圆的这些五金产品
[337.22-340.02] 材质的五金产品这些盘圆
[340.02-342.66] 然后我们将它加工成
[342.66-345.46] 主要为供应为
[345.46-349.50] 农业畜牧业所使用的围篱
[349.50-351.06] 还有果园
[351.06-352.22] 挖盆架
[352.22-354.74] 那到建筑用的鹰架
[354.74-355.90] 板模
[355.90-357.82] 钢筋等捆板用
[357.82-363.02] 那这些都是属于比较建筑用的五金材料
[363.02-366.14] 另一个就是球袜线材
[366.14-367.74] 那这一项产品
[367.74-372.14] 那最主要就是将我们关田厂压制成各尺寸的盘圆
[372.14-376.90] 再加工抽制成客户所需要的各尺寸
[376.90-381.10] 也就是说由比较大的尺寸
[381.10-383.74] 抽制成比较细小的尺寸
[383.74-387.78] 那送到各螺丝加工厂加工成线
[387.82-390.86] 加工成螺丝
[390.86-394.62] 那另一个就是接受客户的委托代工
[394.62-397.66] 那这些代工的盘圆
[397.66-399.34] 有中钢中融
[399.34-401.82] 就是国内的龙头钢厂
[401.82-404.34] 或者是一些进口的盘圆
[404.34-406.70] 然后送到我们麻豆厂
[406.70-411.58] 我们帮他代工加工成客户所需要的球袜线材
[411.58-416.74] 然后再送至各螺丝加工厂加工成螺丝
[417.82-422.62] 接下来向大家介绍我们关田厂区的加工厂
[422.62-425.02] 那我们关田厂区的加工厂
[425.02-427.78] 大概建厂于2019年
[427.78-429.22] 距今大概6年
[429.22-431.58] 员工人数大约100人
[431.58-435.58] 那目前的产能设备产能的话
[435.58-439.26] 在螺杆厂一年大概是2.4万吨
[439.26-441.82] 也就是一个月相当于大概2000吨
[441.82-446.30] 那螺丝厂一年的设备产能大概是1.4万吨
[446.30-447.66] 一个月大概1200吨
[447.82-452.54] 那热处理厂大概也是一年1.4万吨
[452.54-454.46] 一个月大概也是1200吨
[454.46-463.82] 那主要就是我们这个厂区是跟一般整个螺丝工厂
[463.82-465.70] 比较差异性比较大的
[465.70-470.14] 就是说我们对于整个设厂的过程中
[470.14-473.82] 都符合环保局所要求的空水柜
[473.82-476.98] 包括我们采取最先进的集成设备
[476.98-477.66] 让在这些环保局所要求的空水柜的开放和开放中
[477.82-479.82] 让在这些环保局所要求的空水柜的开放和开放中
[479.82-482.94] 对于他们的身体健康还有附近的居民
[482.94-487.10] 不会造成任何违背危害健康的影响
[487.10-493.90] 那我们这个厂加工厂里面生产的螺杆大概分为有两种
[493.90-497.14] 一种是尖牙螺杆一种是猪牙螺杆
[497.14-502.02] 那螺杆它也有一个那个俗名叫做牙条
[502.02-507.66] 那尖牙螺杆跟猪牙螺杆或称为尖牙牙条或是
[507.82-514.02] 猪牙牙条那最主要的差异是尖牙它是使用工制的一个规
[514.02-518.14] 一个一个一个制制作的一个规范
[518.14-522.30] 那猪牙的话它是采取所谓的英制
[522.30-527.06] 那这些大部分都是使用所谓的建筑物精类
[527.06-536.10] 那另外在螺丝厂那就是生产各头型尺寸的螺丝
[536.10-536.98] 在螺杆方面哦
[536.98-537.58] 在螺杆方面哦
[537.58-537.62] 在螺杆方面哦
[537.62-543.82] 最主要是使用在于我们目前所看到的这些厂房
[543.82-546.38] 那还有一些三半大楼
[546.38-547.58] 这些空调啊
[547.58-548.58] 消防啊
[548.58-550.02] 污水管路
[550.02-553.38] 它的整个吊挂锁固用
[553.38-557.10] 那在猪牙螺杆的部分
[557.10-560.86] 最主要是使用于建筑工地
[560.86-562.78] 我们一般的建筑工地
[562.78-566.90] 那最主要是做在板模的一个锁固用
[566.90-567.38] 那螺丝的部分
[567.38-572.90] 我们螺丝厂也是生产各种尺寸的木螺丝
[572.90-577.98] 那所谓木螺丝就是用于所固于木质家具
[577.98-579.66] 木罩房设等等
[579.66-583.30] 那这些主要都是外销到欧美国家
[583.30-586.54] 那各种尺寸的制工螺丝
[586.54-590.46] 那制工螺丝最主要是用于工厂的镀心钢板
[590.46-591.66] 围理
[591.66-596.50] 那屋顶等等的这些所谓的镀心钢板的所固
[597.38-603.38] 那这些固件 Mrarta就都是从她们对面去套通
[603.38-604.70] 那因为这些柠桑呢
[604.70-607.42] 都蛮醒目的
[607.42-608.90] 那那这个又是他们的ね
[608.90-613.14] 这主要的制工的方式
[613.14-615.10] 对于更新 searching
[615.10-617.74] bannu 他就有171 Mol before
[617.74-618.86] 也就是说
[619.22-624.54] 其实需要有这种固定的制工
[624.54-625.82] 医师居住的 Mi工作人员
[625.82-626.98] 就 roller 退退 Huang B congratulate you
[626.98-630.94] 我們的資產總計增加了大概11.5%
[630.94-633.48] 增加的部分大概13億
[633.48-639.14] 資產總計增加變化的主要項目是在流動資產
[639.14-641.64] 還有非流動資產都有增加
[641.64-643.64] 流動資產大概增加2%
[643.64-646.14] 非流動資產大概增加16.5%
[646.14-647.82] 所謂流動資產
[647.82-653.64] 主要就是我們一些原料成品的庫存的部分購買所增加
[653.64-656.78] 另外在非流動資產的部分
[656.98-661.48] 這部分包括我們的業外收益
[661.48-664.98] 還有包括我們的一些設備
[664.98-667.48] 最主要這次的費用增加
[667.48-670.74] 非流動資產增加主要是我們的儲能廠
[670.74-676.48] 儲能廠的部分我們是向台達電購買一些高壓變電器
[676.48-679.98] 還有包括我們的第三物的土建
[679.98-681.98] 這些費用的認列
[681.98-685.48] 所以在我們的非流動資產的話有這些變化
[685.48-686.98] 在流動資產的部分
[686.98-693.98] 在負債總計總共是63億3065萬3000
[693.98-696.98] 跟去年同期比較47億
[696.98-699.98] 那這部分也是增加大概33.7%
[699.98-705.48] 那負債總計的部分增加最主要就是說
[705.48-708.48] 我們對於整個短期借款
[708.48-710.98] 包括流動負債的短期借款
[710.98-713.98] 還有包括非流動負債的長期借款
[713.98-714.98] 那這部分都有增加
[714.98-716.98] 那非流動負債
[716.98-718.98] 增加的比例比較多
[718.98-720.98] 那大概48%
[720.98-724.98] 那主要就是我們有連帶款的一些使用認列
[724.98-726.98] 那所造成的這些數據的變化
[726.98-734.98] 接下來我向大家報告目前
[734.98-738.98] 可能大家最關心的就是合併綜合損利表
[738.98-740.98] 那這部分也就是我們的營運狀況
[740.98-744.98] 那這個合併綜合損利表主要的來源是大概三個
[744.98-745.98] 三個地方
[745.98-748.98] 第一個就是我們本業我們關田剛
[748.98-750.98] 那第二個就是下都
[750.98-753.98] 還有包括我們投資的下都富良
[753.98-755.98] 最主要的這一些的合併
[755.98-757.98] 因為它是屬於合併綜合損利表
[757.98-760.98] 那我們看我們的營業收入淨額的方面
[760.98-765.98] 在今年第一季跟去年第一季同期比較
[765.98-767.98] 大概金額相差不大
[767.98-770.98] 大概都是在7億3千多萬7億2千多萬
[770.98-773.98] 那這部分增加不到1%
[773.98-774.98] 那營業毛利的部分喔
[774.98-778.98] 那變化比較大營業毛利去年是大概在6800萬
[778.98-780.98] 今年大概剩下2100萬
[780.98-784.98] 那這個營業毛利的變化最主要是大概有兩個原因
[784.98-786.98] 一個是我們庫存成本
[786.98-788.98] 庫存成本所造成的影響
[788.98-790.98] 第二個就是市場售價的變化
[790.98-793.98] 就是說你庫存成本如果價格比較高
[793.98-797.98] 那市場有跌價或者是有一些變化
[797.98-802.98] 那就會造成整個營業毛利的一個增加或減少
[802.98-803.98] 那在營業淨利的部分的話呢
[803.98-808.98] 大概是負的7739萬5千
[808.98-810.98] 跟去年同期比喔
[810.98-812.98] 大概也有差異性也相當大
[812.98-815.98] 那這部分在營業淨利方面就是最主要就是因為
[815.98-817.98] 在整個銷售方面喔
[817.98-818.98] 大概有虧損
[818.98-820.98] 那虧損就是因為整個市場的變化
[820.98-823.98] 還有包括整個鋼鐵喔
[823.98-825.98] 包括國際市場的一些
[825.98-831.98] 還有包括關稅還有包括這些所謂的巫惡戰爭等等造成的影響
[831.98-832.98] 那到
[833.98-835.98] 我們的稅前淨利的話喔
[835.98-840.98] 那大概是負的6774萬1千
[840.98-842.98] 那稅前淨利的部分喔
[842.98-847.98] 那最主要就是說有包括我們這一些跟營業淨利的落差
[847.98-850.98] 大概是減少了大概將近1千萬
[850.98-852.98] 那最主要是因為我們有認列喔
[852.98-854.98] 我們一些轉投資的認列
[854.98-858.98] 譬如說我們有認列台泥跟鳳盛喔
[858.98-863.98] 跟我們關田剛合資的一間公司叫做台泥喔
[863.98-865.98] 那個鳳盛水泥
[865.98-866.98] 那這些有一些喔
[866.98-869.98] 那因為建築業在去年喔
[869.98-873.98] 到今年第一季都應該還算是還可以的喔
[873.98-875.98] 所以我們這邊有一些獲利
[875.98-878.98] 那這些獲利的認列
[878.98-881.98] 所以大概有差異大概將近1千萬
[881.98-883.98] 最主要的原因是這樣子
[883.98-885.98] 那在本期綜合損利的總額喔
[885.98-889.98] 我們是負的1109萬3千
[889.98-892.98] 跟去年正的比相比這個落差也是相當大
[892.98-894.98] 那這個最主要原因就是因為
[894.98-895.98] 所謂的喔
[895.98-899.98] 我們持有就是投資股票波動的原因
[899.98-902.98] 那這部分的站面上的變化就是說
[902.98-904.98] 我們必須依照法定規規則
[904.98-908.98] 必須先提列站面上未實現的損失
[908.98-910.98] 那所以才有這些差異
[910.98-915.98] 那這部分就是我們整個財務資訊的部分
[915.98-918.98] 那接下來我們的財務資訊還有一個就是說
[918.98-920.98] 向大家報告我們的營收來源
[920.98-922.98] 那我們的營收來源
[922.98-924.98] 大概有8乘2喔
[924.98-925.98] 82%喔
[925.98-928.98] 是屬於我們的本業鋼鐵燃料
[928.98-930.98] 那另外大概在1乘8
[930.98-932.98] 大概18%喔
[932.98-934.98] 是屬於我們的投資
[934.98-936.98] 那投資大概就是下渡的部分喔
[936.98-938.98] 還有下渡富饒這些部分
[938.98-942.98] 那跟去年第四季比較的話喔
[942.98-945.98] 那增加減少的幅度不大
[945.98-947.98] 大概在1、2%
[947.98-949.98] 那另外一個是我們的內外銷比例
[949.98-951.98] 那我們內外銷比例在今年第一季的話
[951.98-953.98] 大概也接近8乘喔
[953.98-954.98] 是內銷
[954.98-956.98] 那大概有2乘多喔
[956.98-958.98] 是屬於外銷
[958.98-959.98] 那外銷的部分呢
[959.98-960.98] 我們在之前的話
[960.98-962.98] 所以大概也要向大家做報告喔
[962.98-964.98] 因為我們是屬於所謂盤圓再加工
[964.98-966.98] 那做成螺絲喔
[966.98-967.98] 那外銷
[967.98-971.98] 那這部分從113年的第二季喔
[971.98-974.98] 那大概5%到9%
[974.98-975.98] 第三季的9%
[975.98-976.98] 到第四季的11%
[976.98-978.98] 到今年的22%喔
[978.98-980.98] 所以我們在整個螺絲喔
[980.98-981.98] 外銷的出口量喔
[981.98-983.98] 是有逐年增加
[983.98-985.98] 那我們未來的發展方向喔
[985.98-987.98] 大概在一開始
[987.98-988.98] 把說之前
[988.98-990.98] 像各位投資先進
[990.98-992.98] 還有關心我們關田鋼鐵喔
[992.98-994.98] 營運的這些好朋友
[994.98-995.98] 大概有報告我過了喔
[995.98-996.98] 就是說
[996.98-998.98] 那對於整個
[998.98-1001.98] 那原本銷售
[1001.98-1004.98] 大概以原料為大宗的關田鋼鐵喔
[1004.98-1006.98] 就是主要銷售盤圓
[1006.98-1008.98] 那這部分因為整個盤圓喔
[1008.98-1009.98] 它本身的一個
[1009.98-1010.98] 那本身的一個
[1010.98-1012.98] 市場上喔
[1012.98-1015.98] 大概對於市場上的一些進口
[1015.98-1017.98] 和一些盤圓喔
[1017.98-1020.98] 沒有辦法跟它做一些比較正面上的競爭
[1020.98-1023.98] 所以我們大概轉向所謂的再加工
[1023.98-1026.98] 就是直接到生產到消費者使用末端
[1026.98-1028.98] 那在這個過程中
[1028.98-1030.98] 我們也提供了大量的人力需求
[1030.98-1032.98] 工作機會等等
[1032.98-1034.98] 來善盡我們的企業社會責任喔
[1034.98-1037.98] 那以上是我對
[1037.98-1039.98] 大家所做的報告
[1039.98-1041.98] 那最後我留一些時間喔
[1041.98-1045.98] 給這些關心我們關田鋼鐵營運的好朋友
[1045.98-1047.98] 及各位投資先進喔
[1047.98-1049.98] 那看有沒有
[1049.98-1052.98] 那想對我們公司再做進一步了解的喔
[1052.98-1054.98] 那提出
[1054.98-1056.98] 那我再做一些回覆
[1056.98-1058.98] 好謝謝
[1058.98-1060.98] 謝謝謝謝總經理的分享
[1060.98-1063.98] 那現在進入第二階段的Q&A
[1063.98-1065.98] 線上也會先進
[1065.98-1067.98] 大家如果有任何想法或是問題
[1067.98-1068.98] 想要跟總經理這邊交流的
[1068.98-1070.98] 都歡迎知行解除菁英提問
[1070.98-1071.98] 謝謝
[1082.98-1084.98] 請大家不要客氣喔
[1084.98-1087.98] 如果有需要想做更進一步的了解
[1087.98-1090.98] 營運狀況或者市場的一些狀況的話喔
[1090.98-1092.98] 那我會盡量
[1092.98-1094.98] 那提供我所了解的
[1094.98-1096.98] 讓大家作為參考
[1098.98-1117.98] 那如果大家沒有特別的問題
[1117.98-1119.98] 我也向大家做一些喔
[1119.98-1122.98] 那為什麼我們會從盤圓的一些
[1122.98-1125.98] 銷售轉向所謂的盤圓再加工
[1125.98-1126.98] 那如果按照
[1126.98-1128.98] 那我們剛剛提到的
[1128.98-1130.98] 我們國內的龍頭中鋼所統計的
[1130.98-1133.98] 這一些所謂的資訊來看
[1133.98-1135.98] 那在去年的話
[1135.98-1137.98] 去年的進口
[1137.98-1141.98] 進口量就是這些所謂的盤圓
[1141.98-1143.98] 棒跟線的部分
[1143.98-1146.98] 那大概有73萬噸左右
[1146.98-1149.98] 那我們國內的龍頭鋼廠中鋼
[1149.98-1151.98] 大概一年的銷售量
[1151.98-1154.98] 大概是在30萬噸棒線的部分
[1154.98-1156.98] 也就是說合計起來大概在100萬噸
[1156.98-1161.98] 那100萬噸裡面就是有7成是進口進來的
[1161.98-1166.98] 大概3成是屬於我們國內中鋼它所生產的
[1166.98-1172.98] 那一年我們大概所謂的出口螺絲
[1172.98-1173.98] 螺蟒喔
[1173.98-1175.98] 那這一些的數量大概一年
[1175.98-1180.98] 大概在130萬噸到150萬噸左右
[1180.98-1182.98] 那這裡面的落差30萬噸50萬噸
[1182.98-1184.98] 大概就是國內的其他鋼廠
[1184.98-1185.98] 比如說明天的大廠
[1185.98-1187.98] 弓芯
[1187.98-1189.98] 還有我們關田
[1189.98-1191.98] 還有包括夜芯
[1191.98-1196.98] 還有包括這些所謂的比較沒有上市櫃的明天廠龍慶
[1196.98-1200.98] 等等這些鋼廠他們所做成的盤圓
[1200.98-1204.98] 然後再給提供給下游的這些加工工廠
[1204.98-1208.98] 然後做成所謂的鋼鐵釘或者是螺絲
[1208.98-1211.98] 那所以這個差距大概是這樣子
[1211.98-1214.98] 那為什麼進口量會有大概70幾萬噸
[1214.98-1219.98] 那如果以說以最好的150萬噸來說接近一半
[1219.98-1224.98] 那如果以說比較最近比較差的就是螺絲螺帽出口
[1224.98-1227.98] 大概在130萬噸左右
[1227.98-1231.98] 那也相當大的一個比例
[1231.98-1234.98] 最主要還是在於競爭力的問題
[1234.98-1239.98] 那競爭力問題就是因為國內的這些所謂的盤圓的一個生產成本
[1239.98-1242.98] 還有進口原料的這些成本
[1242.98-1248.98] 那如果以現在的一個市場上銷售可以接受的價格來說是比較沒有競爭力
[1248.98-1253.98] 那我們觀察這幾年來一直都是有這樣子的一個趨勢
[1253.98-1256.98] 到目前我們來看來
[1256.98-1261.98] 那我們所盤圓再加工這個方向是完全正確的
[1261.98-1265.98] 那最起碼我們的整個營業額還有包括整個虧損
[1265.98-1268.98] 還有獲利比較不會那麼不穩定
[1268.98-1270.98] 比較不會造成更大的虧損
[1270.98-1272.98] 那即使是有虧損
[1272.98-1276.98] 那我們也可以在整個再加工的過程中
[1276.98-1278.98] 那就是跟大家報告的
[1278.98-1279.98] 我們還是必須
[1279.98-1283.98] 那顧我們本公司現有的大概300個員工
[1283.98-1286.98] 其他們背後家庭的這一些社會責任
[1286.98-1289.98] 那我想這部分還是相當重要的
[1291.98-1293.98] 那如果是以掌腕
[1293.98-1296.98] 不好意思主持人請講
[1296.98-1297.98] 沒事沒事
[1297.98-1300.98] 總之那個聊天室常有投資先進提問到
[1300.98-1301.98] 他想問
[1301.98-1305.98] 在2025年第二季本業虧損的情況有可能改善嗎
[1305.98-1306.98] 謝謝
[1306.98-1310.98] 這一點我向大家做一下報告
[1310.98-1312.98] 如果以第二季
[1312.98-1315.98] 第二季來說現在已經六月了
[1315.98-1317.98] 那六月初了
[1317.98-1322.98] 目前看來今年要改變虧損的狀況是不太可能
[1322.98-1325.98] 那我們只能盡量讓虧損減少
[1325.98-1326.98] 為什麼呢
[1326.98-1329.98] 因為所謂的這些烏鴉戰爭
[1329.98-1332.98] 在去年年底的話
[1332.98-1334.98] 那我們是預計跟中鋼一樣
[1334.98-1337.98] 大家都預計大概烏鴉戰爭會停止
[1337.98-1341.98] 那因為烏鴉戰爭目前沒有停止的跡象
[1341.98-1344.98] 有在談但是沒有停止的跡象
[1344.98-1349.98] 那第二個就是所謂的美國的一些不確定因素
[1349.98-1350.98] 那這些不確定因素
[1350.98-1354.98] 因為在全球經濟的GDP裡面來說
[1354.98-1357.98] 那如果以全球一估的話
[1357.98-1358.98] 那大概是在今年度
[1358.98-1362.98] 大概是在3.3%的成長
[1362.98-1364.98] 那美國大概是佔比較大
[1364.98-1366.98] 大概是2.7%
[1366.98-1368.98] 那中國大概4.6%
[1368.98-1374.98] 那大家也都知道現在美中之間的一些這些關稅戰
[1374.98-1380.98] 那影響直接或間接的都影響到全世界的整個消費
[1380.98-1382.98] 那所以這部分來說
[1382.98-1383.98] 短期間之內
[1383.98-1387.98] 我個人的見解看來是不太容易改變這個虧損的狀況
[1387.98-1390.98] 只能盡量保守去應應
[1395.98-1396.98] 好謝謝
[1396.98-1398.98] 感謝總經理的回覆
[1399.98-1401.98] 那看看線上也會先進
[1401.98-1404.98] 大家還有沒有想要跟總經理這邊提問交流的
[1417.98-1419.98] 好那如果都沒有的話
[1419.98-1423.98] 我們今天關田剛的線上法人說明會就到這邊告一個段落
[1423.98-1424.98] 那再次感謝總經理
[1424.98-1426.98] 那也謝謝各位議會的投資先進
[1426.98-1427.98] 謝謝大家
[1427.98-1429.98] 好謝謝主持人
[1429.98-1435.98] 以及謝謝各位投資先進和線上關心我們關田剛鐵法說會的各位好朋友
[1435.98-1436.98] 謝謝
