[0.00-2.12] 各位投资先进大家午安
[418.38-420.38] 但是这个毛利率出来的部分是因为产品组合
[420.38-422.38] 还是因为汇率的帮忙
[422.38-424.38] 那今年是不是有机会
[424.38-429.38] 毛利率可以可能迈向比如说什么30%
[429.38-432.38] 有可能会在单季或是整年度可以看到这样的状况
[432.38-433.38] 谢谢
[433.38-436.38] 我先回复你毛利率的部分
[436.38-439.38] 那至于营收的部分的话
[439.38-443.38] 那待会我们请执行副总Simon跟你回答
[443.38-448.38] 那其实毛利率去年第四季能够达到30%以下
[448.38-453.38] 当然最主要还是来自于产品组合的改善
[453.38-457.38] 因为目前来讲的话就是Server
[457.38-460.38] 不管是General Server或者是AI Server的话
[460.38-465.38] 这两大类都是属于比较高毛利的
[465.38-471.38] 其实它个别的毛利率的话都有高过于工资的平均
[471.38-474.38] 所以如果销售着重在这两块的话
[474.38-477.38] 它是会对整体的毛利率是有所改善的
[477.38-481.38] 所以这部分我们可以归纳说
[481.38-485.38] 它是因为产品组合的改善而提升的
[485.38-488.38] 那至于未来的延长的趋势来
[488.38-491.38] 今年的趋势来讲的话
[491.38-495.38] 我们预期这样的改善趋势还是可以再持续下去
[495.38-497.38] 因为目前来讲的话
[497.38-503.38] 可能拉货动能比较强的还是聚焦在AI Server的这个领域
[503.38-507.38] 所以这个领域的话就是
[507.38-511.38] 一则是因为它的进入的障碍比较高
[511.38-517.38] 所以价格也比较能够维持在一个额率的价格
[517.38-520.38] 所以这个在毛利率的维持上面的话
[520.38-523.38] 是相对是有正面帮助的
[523.38-527.38] 那二月的营收的因素以及
[527.38-532.38] 这个我们就请Simon来跟各位投资人说明
[532.38-534.38] 好 各位投资人好
[534.38-537.38] 那关于营收的部分我想
[537.38-542.38] 在不止二月应该是说第一季应该还是蛮乐观的
[542.38-547.38] 那在QoQ的部分我想应该是成长的
[547.38-551.38] 那尤其在YOY的部分我想在整个
[551.38-553.38] 因为二月份的成绩也出现了嘛
[553.38-559.38] 那一二月的成绩其实在对比去年的YOY成长都是还蛮乐观的
[559.38-563.38] 那所以整个第一季的YOY我想也是没有什么大问题的
[563.38-566.38] 那未来的趋势的话
[566.38-572.38] 我想Q2这边的订单量目前看起来还是蛮稳定的
[572.38-575.38] 那所以整个趋势是蛮正向的
[575.38-584.38] 那关于说Q2以后我想各位投资人也相信WiFi 7也逐渐在成型
[584.38-586.38] 大家市场上也都在谈
[586.38-592.38] 那这一块市场以往也是我们在这里面也深耕蛮久的
[592.38-596.38] 那这一个换季潮或持续未来的Q3
[596.38-600.38] 能不能延续下去我想这边也蛮期待的
[600.38-606.38] 那这是整个目前公司这边的发展跟Q1的部分
[606.38-608.38] 你可以再做一个补充
[608.38-614.38] 就是原来我们可能在去年底在展望今年第一季的时候
[614.38-619.38] QoQ我们看法是比较相对是稍微一些保守的
[619.38-626.38] 但是现在刚才执行部总也说明到就是现在看起来QoQ这个成长性是绝对没问题的
[626.38-630.38] 那这边转为一个比较乐观的预期
[630.38-638.38] 那想问一下这个转为乐观的预期主要也是就是server这边带动吗
[638.38-643.38] 还是哪一块还是因为Deep-seek这个还是什么原因呢谢谢
[643.38-648.38] 我们简单从数字上来看的确是server相关的
[648.38-651.38] 那也没错AI server的部分
[651.38-656.38] 那其实应该新闻上大家也提到所谓Deep-seek
[656.38-659.38] 或者是原本的GPT
[659.38-664.38] 那这边我相信应用越来越多那市场就会越来越广
[664.38-669.38] 那目前的发展以及目前的拉货都是非常的正向
[669.38-673.38] 所以的确是AI相关的部分
[673.38-676.38] 了解谢谢谢谢
[686.38-690.38] KGI Chancellor
[690.38-698.38] 现在可以发言了
[698.38-709.38] 好
[709.38-715.38] 你再试试看打开你的麦克风
[716.38-728.38] Angela,麥克風沒開
[728.38-746.38] 我們還是沒有聽到你的聲音
[746.38-756.38] 我先
[756.38-757.38] 我先
[757.38-758.38] 我先
[758.38-759.38] 我先讓那個
[759.38-766.38] 魏權的吳先生發言
[766.38-769.38] 副總好
[769.38-770.38] 吳先生你好
[770.38-771.38] 是是
[771.38-772.38] 我想請問一下
[772.38-773.38] 因為我們第四季的費用
[773.38-775.38] 看起來絕對只是有比較多的狀況
[775.38-777.38] 那今年的話
[777.38-781.38] 每一個季度會是以這樣的基準下去做預估嗎
[781.38-782.38] 還是說今年的費用
[782.38-783.38] 還會有一些改善的空間
[783.38-786.38] 謝謝
[786.38-787.38] 費用增加比較主要的原因
[787.38-788.38] 是因為我們現在的股價增加了很多
[788.38-791.38] 那就是在一些研發的投入
[791.38-798.38] 因為我們在各種散熱的解決方案的話
[798.38-800.38] 我們當然我們有扩及到一些
[800.38-804.38] 跟傳統不一樣的類型的解熱方案的投入
[804.38-808.38] 所以這部分的研發人員等等
[808.38-810.38] 薪資的投入是比較大的
[810.38-814.38] 所以大概這個短期間之內
[814.38-817.38] 這種投入的強度是不太會變的
[817.38-818.38] 謝謝
[818.38-831.12] 可以看Angela看看
[831.12-838.94] Angela你这边再试试看打开你的麦克风
[838.94-852.34] 那我们先让Kank来进行发问
[852.34-858.64] Kank你可以解除你的麦克风进行提问
[868.94-873.14] Kank我们这里没有听到你的声音
[873.14-892.28] Kank你那边的麦克风是静音的
[892.28-895.52] 你试试把你的麦克风解除静音看看
[898.94-913.14] 那我们先让Samantha来进行提问
[913.14-917.72] Samantha你现在可以解除静音
[917.72-920.44] 副总您好
[920.44-922.02] 我是Morgan Stanley的Samantha
[922.02-923.98] 对就是我这边想follow up一下
[923.98-927.18] 就是我们在AI伺服器这边的成长
[927.18-928.92] 那可以帮忙breakthrough
[928.92-930.64] 那你能不能介绍一下说
[930.64-932.58] 在AI伺服器这边的成长
[932.58-936.56] 主要是来自GP GPU还是ASIC
[936.56-939.20] 那分别在今年的成长率
[939.20-941.58] 大概我们是怎么看这个方向性
[941.58-943.94] 对谢谢
[943.94-946.52] 好Samantha这边由我来回答你
[946.52-949.62] 假如依照目前一二月的成绩来看
[949.62-953.56] 目前主要来自于是ASIC的部分
[953.56-955.42] 当然你说整个大蔚来
[955.42-958.36] 因为目前在GPU的部分200
[958.36-960.60] 未来300个部分会持续去呈现
[960.60-962.96] 那这个比例会不会后续
[962.96-965.02] 在近几个月做一些变化
[965.02-967.50] 这个我没有办法现在跟你预测
[967.50-969.46] 可是假如以目前的成绩来看
[969.46-972.32] AI伺服器目前我们的出货
[972.32-973.58] 是以ASIC为主
[973.58-977.98] 那比例大概是
[977.98-983.20] 八成二成左右的一个比例原则
[983.20-988.00] 好 刘姐 谢谢Simon 谢谢
[988.00-1005.20] Hank 你这边再试试看
[1005.20-1006.84] 解除金体温看看
[1018.00-1042.62] 如果有其他投资人想要举手发言的话
[1042.62-1043.86] 请按下举手钮
[1043.86-1047.86] 我们会帮你进行解除麦克风的动作
[1048.00-1059.64] Hank 你现在我们有听到你声音了
[1059.64-1061.80] 可以进行提问发言
[1061.80-1064.50] 好的 不好意思
[1064.50-1072.50] Hank 你好像又按到静音了
[1072.50-1074.38] 我们现在没有听到声音
[1074.38-1076.52] 请问这样子可以吗
[1076.52-1077.12] 可以
[1078.00-1079.96] 好 是 谢谢各位
[1079.96-1081.80] 第一个问题是车用跟伺服器
[1081.80-1085.16] 是2024年的一个比较主要的成长动能
[1085.16-1087.50] 那在2025年上我们怎么看待
[1087.50-1092.04] 就是说其他三个项目的一个应用上
[1092.04-1094.96] 他们的状况以及存货去化
[1094.96-1096.88] 可能会需要的一个时间
[1096.88-1099.58] 或者换句话说
[1099.58-1103.68] 他们会不会有比较在今年的高阶段
[1103.68-1106.52] 有一个回升的一个机会
[1106.52-1107.84] 就是可能在下半年的时间之内
[1108.00-1109.00] 也许是
[1109.00-1113.12] 好 这边我来跟您做一个回复
[1113.12-1115.12] 首先我们在经销商的部分
[1115.12-1117.96] 其实在我们的一二月这边
[1117.96-1120.62] 有看到有一些比较回温的
[1120.62-1123.38] 尤其是在美国的部分
[1123.38-1127.50] 那所以这部分我想持续来看
[1127.50-1130.20] 应该会有比较回温的现象在
[1130.20-1131.96] 这是经销商的部分
[1131.96-1134.00] 那第二个领域应该是
[1134.00-1135.12] 你说到三个领域
[1135.12-1137.70] 第二个领域应该是在汽车的部分
[1138.00-1140.00] 其实汽车您有看到
[1140.00-1142.76] 我们其实成长的力道是蛮强劲的
[1142.76-1143.88] 成长不较迷戚
[1143.88-1147.38] 说应该是33%来到了11%的占比
[1147.38-1150.84] 那这部分其实在整个车用市场
[1150.84-1153.30] 目前是蛮萎缩的
[1153.30-1155.76] 但我们的应该是说
[1155.76-1157.42] 去年我也有报告过
[1157.42-1159.76] 就是我们目前在汽车的占比
[1159.76-1161.58] 我们是在拓展期
[1161.58-1167.96] 所以相信在我们目前的接单的客户数来说
[1168.00-1171.88] 我们这一块应该还是会持续成长的部分
[1171.88-1173.50] 就算是市场比较萎靡
[1173.50-1175.38] 我们在客户数的增加这部分
[1175.38-1177.24] 我相信也是会成长的
[1177.24-1180.50] 那最后一个应该是在notebook的部分
[1180.50-1183.80] 就是原本的笔电的部分
[1183.80-1187.04] 那大家也从市场上看到说
[1187.04-1190.34] 在DeepSick或者是Chad的出现之后
[1190.34-1194.42] 大家所期待的AIPC会有一个换机槽
[1194.42-1197.84] 那目前来说的确在
[1198.00-1202.50] 一个客户上这部分大家都有在提所谓的AIPC
[1202.50-1204.30] 但这个换机槽
[1204.30-1208.88] 我们目前的接单来看的确都是AI的PC为主
[1208.88-1210.54] 但这边的换机槽
[1210.54-1214.12] 我们就期待在Windows这边的更换系统
[1214.12-1216.50] 以及这个AI的股片性
[1216.50-1219.84] 我们会跟着市场上的改变
[1219.84-1221.80] 回来做一个成长的部分
[1221.80-1225.46] 那目前各家
[1225.46-1227.92] 评比上并没有那么的强劲
[1227.92-1232.80] 所以这部分可能接单有增加
[1232.80-1235.54] 但就期待市场上这边的改变
[1235.54-1237.88] 不晓得这有回答到您吗
[1237.88-1240.80] 很清楚的谢谢
[1240.80-1242.30] 那我最接下来一个问题是
[1242.30-1244.04] 我们目前在看就是说
[1244.04-1248.92] 以目前的一个国际贸易的一个状况上
[1248.92-1251.26] 越南厂的一个capacity expansion
[1251.26-1252.62] 是否会加快
[1252.62-1254.92] 然后推升今年的一个资本支出
[1254.92-1256.50] 不好意思
[1256.50-1257.80] 这边跟您报告一下
[1257.92-1261.54] 我们现在选择的是在菲律宾厂
[1261.54-1264.30] 那目前菲律宾厂的进度
[1264.30-1267.96] 我们的确有在加紧整个进度方面
[1267.96-1270.34] 那从我们3月份
[1270.34-1273.26] 目前本来的接单量大概是50万
[1273.26-1276.16] 那来到了4月份
[1276.16-1279.50] 我们这边的接单量来到了100万台
[1279.50-1283.22] 那5月份每一个月都会持续的去成长
[1283.22-1286.76] 那我们年度的目标到了今年年底
[1286.76-1287.76] 大概是200万台
[1287.92-1290.34] 所以是呈现一个成长的趋势
[1290.34-1293.04] 那我们自己要建构的厂区
[1293.04-1294.84] 也在6月份会发包
[1294.84-1297.50] 预计在明年的年底会完成
[1297.50-1300.50] 所以到时候我们就会有成租的厂
[1300.50-1302.04] 以及我们自购的
[1302.04-1303.54] 我们自建的厂
[1303.54-1310.16] 两个厂区来承担着多出来的产能
[1310.16-1314.58] 所以进度上是的确有在加快
[1314.58-1316.30] 了解 谢谢您
[1316.30-1317.92] 我再想请问一下就是
[1317.92-1321.22] 说在目前一个传输应用上
[1321.22-1323.62] 纯风扇跟Liquid2Air
[1323.62-1325.76] 有没有一个大概的营收比重
[1325.76-1330.04] 或是我们在就是今年的一个成长性上
[1330.04-1332.58] 可以拆分一下大概是一个怎么样的水平
[1332.58-1334.26] 谢谢
[1334.26-1338.04] OK 这部分目前以见准来说
[1338.04-1341.50] 目前我们仍然是以风扇为主轴
[1341.50-1345.62] 那Liquid2Air的部分就包括我们刚才
[1345.62-1346.72] 部长也有报告嘛
[1346.72-1347.88] 我们在
[1347.92-1350.16] 费用的部分为什么近期
[1350.16-1351.68] 尤其在Q4会那么高
[1351.68-1353.58] 就是我们正在投入
[1353.58-1357.08] 那的确目前有跟几家
[1357.08-1360.80] 比较熟识的客户端正在谈论
[1360.80-1364.22] 下一世代的导入以及承认的部分
[1364.22-1365.62] 所以你说占比的部分
[1365.62-1368.72] 目前现阶段的业绩仍然是以风扇为主
[1372.30-1373.34] 了解 谢谢各位
[1377.92-1383.50] 好 Angela你这边再试试看
[1383.50-1386.68] 剪除你的麦克风进行提问
[1399.00-1401.04] 喂 请问听得到我的声音了吗
[1402.30-1402.92] 有
[1404.30-1405.76] 好的 谢谢 谢谢
[1405.76-1407.68] 我想跟
[1407.92-1412.92] 总经理这边就是在follow up一个问题
[1412.92-1414.92] 刚刚提到那个AI
[1414.92-1417.50] 我知道说AI现在还是以ASIC为主
[1417.50-1420.84] 那可不可以再进一步跟我们讲一下
[1420.84-1426.80] 我们现在的ASIC这一块的主要客户区域别
[1426.80-1432.30] 是哪系中系还是这都有
[1432.30-1435.30] 这个可能比较
[1435.30-1437.30] 我应该是说
[1437.92-1441.22] 所有的客户群只要目前在风扇
[1441.22-1446.50] 在高风量高风压以及高performance的要求下
[1446.50-1450.68] 目前各个客户应该都可以看得到我们
[1450.68-1453.38] 那你说假如提到国家
[1453.38-1457.80] 我可能比较敏感一些
[1457.80-1460.80] 可是你应该看得到
[1460.80-1461.76] 是 理解
[1461.76-1464.22] 那就是说今年本来
[1464.22-1466.92] 就本来是觉得说今年应该在GPU上
[1466.92-1467.92] 是 理解 那就是说今年本来本来是觉得说今年应该在GPU上
[1467.92-1468.92] 这个方案
[1468.92-1471.76] 随着就是GBR这边的放量
[1471.76-1475.34] 应该是会有开始比较高的贡献
[1475.34-1477.12] 那请问一下
[1477.12-1479.42] 就说这个想法现在还是维持吗
[1479.42-1482.76] 还是说它有一点点往后递延
[1482.76-1487.12] 目前来看GB不管是200或300
[1487.12-1491.38] 或许是热度没有像以往
[1491.38-1494.92] 这么的一直被提出来
[1494.92-1496.92] 但还没有GB200跟300
[1496.92-1497.92] 但还没有GB200跟300
[1497.92-1502.42] 的部分目前我们在Q1呈现的业绩已经是这个状况
[1502.42-1505.92] 那所以说我相信假如
[1505.92-1507.92] 不管是200或300的加入
[1507.92-1509.92] 或者是更蓬勃发展的话
[1509.92-1516.92] 我相信未来的展望是更加让我们所期待的
[1516.92-1518.38] 那请问一下
[1518.38-1520.26] 我们这边看到订单的状况
[1520.26-1525.88] 预计会开始有比较大的量进来贡献的时间点
[1525.88-1527.42] 大概是在什么时候
[1527.92-1530.42] 您说的是200 300的部分吗
[1530.42-1531.92] 对是
[1531.92-1533.92] 其实目前就已经有看到了
[1533.92-1539.92] 那你说要真的何谓大量或者是爆发性
[1539.92-1543.42] 这个部分我可能没有办法做一个比对
[1543.42-1546.92] 可是目前的确是已经有正在进行的
[1546.92-1548.92] OK好理解
[1548.92-1555.92] 那不晓得说这个GB的跟ASIC对我们风扇的毛利率来看的话会有差吗
[1555.92-1556.92] 你说的是200跟300吗
[1556.92-1560.92] 不是ASIC跟GB
[1560.92-1564.92] OK毛利率的话其实不会有什么差别
[1564.92-1566.92] 应该是看风扇的performance
[1566.92-1570.92] 那其实目前所用的风扇其实是差不多的
[1570.92-1572.92] OK了解
[1572.92-1578.92] 好所以这个应该都是高过我们的平均的状况
[1578.92-1582.92] 对对对都是之前财务长说的双风扇的部分
[1582.92-1586.92] 就是提高我们目前毛利率的风扇
[1586.92-1589.92] OK所以大概就是server大于平均
[1589.92-1591.92] 然后AIServer大于server平均
[1591.92-1592.92] 是
[1592.92-1593.92] OK了解
[1593.92-1601.92] 那刚才财务长提到的就是说我们的后续的一些新产品研发这些量体
[1601.92-1605.92] 可能会让这个我们的费用会有一些增加
[1605.92-1610.92] 那我不知道说这个数字应该在今年
[1610.92-1613.92] 去年第四季的数字是可以沿用到今年
[1613.92-1615.92] 全年来当做一个benchmark吗
[1616.92-1621.92] 还是会有再增加一些
[1621.92-1631.92] 因为大概就是说目前的一个在华南的一个水冷的新厂
[1631.92-1637.92] 现在也逐步在扩张一些研发的动能跟人员跟设备等等
[1637.92-1639.92] 这些都开始了
[1639.92-1644.92] 所以但现在是还在送样
[1644.92-1646.92] 跟客户客户协商规则
[1646.92-1647.92] 这个的阶段
[1647.92-1651.92] 所以这部分的研发投入是免不了的
[1651.92-1657.92] 所以大概会会再上来一些
[1657.92-1661.92] 那我不知道可以带给我们一个指引吗
[1661.92-1665.92] 比如说你现在可能一季跳到7以上
[1665.92-1669.92] 那我们之后在今年度来看是应该用一个ratio来看
[1669.92-1672.92] 还是用一个金额来看比较客观一点
[1672.92-1675.92] Ratio来看会比较客观
[1675.92-1678.92] 因为我们现在大概在16点多
[1678.92-1683.92] 会尽量还是控制在16点多
[1683.92-1686.92] 不过随着营收金额在增长的话
[1686.92-1689.92] 这个研发费用的金额也是会上来的
[1689.92-1691.92] 但是ratio的来讲的话
[1691.92-1695.92] 我们尽量控制到不要跟去年有太大的差异
[1695.92-1701.92] 就是还是以去年这个16点多作为一个指标
[1701.92-1704.92] OK 好的理解
[1705.92-1709.92] 那我们也有提到就是第一季的想法相对比较乐观
[1709.92-1713.92] 那除了刚刚提到这个server这个business
[1713.92-1717.92] 可能第一季来讲有比较一些upside导致的
[1717.92-1720.92] 那可不可以顺便大概跟我们提一下
[1720.92-1722.92] 每一个事业部在第一季
[1722.92-1724.92] 还有就是顺便讲一下2025
[1724.92-1725.92] 刚刚有讲了一部分
[1725.92-1728.92] 就是大概我们今年的想法
[1728.92-1731.92] 大概成长弧度可以大概暗示一下吗
[1731.92-1734.92] 不好意思
[1734.92-1737.92] 先第一季开始2025
[1737.92-1739.92] 成长弧度的话
[1739.92-1742.92] 我先以区域来说好了
[1742.92-1744.92] 假如以我们的各区来说
[1744.92-1749.92] 其实相对来说不止server
[1749.92-1753.92] 其他的都成长力度都高于我们的预期
[1753.92-1758.92] 那你假如说以各个应用别来看的话
[1758.92-1761.92] 比较期待的就像我刚刚所说的
[1761.92-1764.92] 可能在第二季第三季这边的相关的
[1764.92-1769.92] WiFi7或者是相对应未来的通讯
[1769.92-1771.92] 广通的部分这边的接手
[1771.92-1773.92] 这部分是期待的
[1773.92-1774.92] 那刚也说了嘛
[1774.92-1776.92] 汽车的部分
[1776.92-1778.92] 汽车的部分我们仍然有期待
[1778.92-1780.92] 虽然整个大市场不好
[1780.92-1781.92] 可是我们仍然有期待
[1781.92-1784.92] 是因为我们是一个在一个扩张期
[1784.92-1787.92] 所以客户比我们会持续增加
[1787.92-1790.92] 所以我相信这个部分
[1790.92-1794.92] 整年度来看在我们的预估的预期
[1794.92-1797.92] 在我们的预估的预期内我们应该会达标
[1797.92-1800.92] 在我们对汽车的预估的预期内会达标
[1800.92-1803.92] 那当然还有其他一些工具机
[1803.92-1806.92] 或者是工业用品
[1806.92-1810.92] 这部分我们会摆在我们经销商这边比较多
[1810.92-1813.92] 那经销商刚刚也有跟HANK所报告了
[1813.92-1816.92] 目前在欧美
[1816.92-1818.92] 尤其是在美国
[1818.92-1821.92] 看下来它有比较回温的状况
[1821.92-1824.92] 所以各个领域来看目前
[1824.92-1827.92] 假如我看到第二季还是蛮正向的
[1827.92-1830.92] 那第二季第三季的接手
[1830.92-1833.92] 就像我说的可能我们会比较期待于
[1833.92-1836.92] 在通信以及在WiFi 7的部分
[1836.92-1839.92] 好理解
[1839.92-1842.92] 意思是说2025年我们每一个事业部
[1842.92-1845.92] 都会觉得是一个正的成长是这个意思吗
[1845.92-1848.92] 目前基本上我们都还是蛮正向去看待
[1848.92-1850.92] OK了解
[1850.92-1853.92] 那第一季来看的话除了Server的这个
[1854.92-1858.92] 正面其他的事业部QonQ的状况
[1858.92-1860.92] 是比较像是什么样的样貌
[1860.92-1862.92] 有正的有负的
[1862.92-1865.92] 假如以YOY来看
[1865.92-1869.92] 因为QonQ不好意思我可能没去注意到
[1869.92-1871.92] 那假如YOY来看
[1871.92-1875.92] 假如YOY来看有比较持平或比较萎靡的
[1875.92-1878.92] 可能就是在Notebook的部分
[1878.92-1882.92] 那假如YOY来看都已经萎靡了
[1882.92-1884.92] 那它针对于QonQ来看
[1884.92-1888.92] 我相信应该也是可能没有达到我们的预期
[1888.92-1891.92] 所以那可能就是Notebook
[1891.92-1895.92] 那这个应该也是符合到市场上目前看到的状况
[1895.92-1900.92] 好所以我可以讲说YOY的角度来讲
[1900.92-1904.92] 大概除了Notebook以外其他都是正成长的意思吗
[1904.92-1906.92] 是是的
[1906.92-1909.92] 然后以Server这边的成长力道相对是比较强的吗
[1909.92-1910.92] 是的
[1910.92-1914.92] 好那最后Server里面的AI比重
[1914.92-1917.92] 可以更新一下这个数字
[1917.92-1923.92] 是有大概去年整年的方向大概是多少
[1923.92-1928.92] 这个部分我看一下稍等一下我看一下
[1928.92-1929.92] 好
[1931.92-1935.92] 如果以去年一整年的资料来讲的话
[1935.92-1942.92] 大概AI Server是占了占了全部的Server的52%
[1942.92-1943.92] 那General Server的52%是占了全部的Server的52%
[1944.92-1947.92] 那Segment的话是48%
[1947.92-1948.92] 是的
[1948.92-1955.92] 那今年整体的各个Segment的毛利率
[1955.92-1959.92] 会有一些什么样的structure change吗
[1959.92-1962.92] 除了刚才Server就是AI带动一些
[1962.92-1968.92] 那剩下的会有一些什么margin上面的不同的状况吗
[1968.92-1971.92] 比如说汽车是不是有一些改善
[1971.92-1973.92] 那通路或者是Industrial我不知道这段是不是有改善
[1973.92-1979.92] 在Cell上面也可能看到什么不同的方向
[1979.92-1987.92] 毛利率的部分确实就是之前五六个季度
[1987.92-1993.92] 那时候大概汽车的毛利率是处在比较不利的位置
[1993.92-1998.92] 不过很幸运的这一部分通过我们一些设计的改良
[1998.92-2001.92] 跟一些现场效率的改善的话
[2001.92-2002.92] 其实汽车的毛利率是有所改善的
[2002.92-2007.92] 其实汽车的毛利率提升的速度也都有符合我们的预期
[2007.92-2011.92] 所以大概汽车这一块的毛利率的话
[2011.92-2013.92] 有回到一个比较好的水准
[2013.92-2016.92] 虽然它还是比Copper Average低一些
[2016.92-2021.92] 但是已经相较于以前比较低水位的毛利率水准的话
[2021.92-2023.92] 有一个蛮大程度的一个改善
[2023.92-2032.92] 那我们预期汽车的毛利率的话是还会在持续改善
[2032.92-2035.92] 那其他的板块的毛利率的话
[2035.92-2040.92] 相应还是给予一个比较正向的期待
[2040.92-2044.92] 因为过往两个年度来讲的话
[2044.92-2053.92] 包括像是经销商或者是工业跟医疗设备这一块
[2053.92-2054.92] 还有家电这一块
[2054.92-2056.92] 需求是比较弱的
[2056.92-2061.92] 所以它的生产规模效益的话也比较难发挥出来
[2062.92-2067.92] 但25年的话这一块的展望是会比之前还要来得好
[2067.92-2069.92] 所以我们相信这一块的话
[2069.92-2073.92] 就是它的毛利的展望的话
[2073.92-2077.92] 也会在比24年或23年再改善一些
[2080.92-2083.92] 好的 所以看起来今年每个segment的毛利
[2083.92-2086.92] 应该都比较倾向在往正向的发展上
[2086.92-2092.92] 是 是 如果当前提就是说汇率的冲击不要太大
