[0.00-4.38] 各位投资先进大家午安
[560.30-562.02] 是市场概况
[564.60-568.44] 这张简报主要是跟各位说明
[568.44-572.10] 最近这十年来来台旅客
[572.10-576.92] 以及我们国人出国的一个人次的变化情形
[576.92-579.76] 大家可以看到
[579.76-585.48] 蓝色的是来台的部分
[585.48-588.60] 那红色的是国内的国民旅
[588.60-592.32] 国民出国的一个人次
[592.32-594.12] 大家可以看到到
[594.60-599.72] 2020到2022年是疫情期间
[599.72-603.26] 疫情结束到2022年的下半年
[603.26-608.12] 就国人就开始采取了一个报复性的旅客
[608.12-612.78] 所以可以看得到出国的一个人次的比例
[612.78-616.20] 有远远大超过于来台旅客的一个人次
[616.20-623.78] 目前交通部观光署揭露的
[624.60-630.74] 最近的来台旅客跟国民出国人次变化到今年的二月份
[630.74-636.12] 从简报上我们可以看到
[636.12-640.72] 可以看到以国人出国跟来台旅客的比例
[640.72-644.56] 国人出国大约是来台旅客的2.24倍
[644.56-653.28] 所以可见还是大家以出国出国的人次大幅的增加
[654.60-658.70] 如果我们来看来台的一个主要客源
[658.70-660.24] 以全球地区别来看
[660.24-663.56] 主要来台的还是以亚洲地区为主
[663.56-667.66] 也就是简报上最上面那条红色的这条曲线
[667.66-671.76] 如果以国家来看
[671.76-674.06] 或者地区来看的话
[674.06-679.94] 主要客源国是以地区国是以东南亚为主
[679.94-683.78] 也就是简报上看到的最上面那条绿色的线
[684.60-692.80] 那今年第一季一到二月
[692.80-694.84] 我们可以看到
[694.84-698.16] 左边这个部分是来台旅客的一个居住地
[698.16-700.48] 主要是
[700.48-704.32] 前三大是韩国日本跟香港
[704.32-707.12] 那我们国人出国主要的目的地呢
[707.12-713.02] 前三大主要为日本中国跟香港
[714.60-717.68] 那来台旅客的主要目的地呢
[717.68-726.88] 主要目的大家可以看到还是以观光为主
[726.88-729.20] 那目前交通部观光署
[729.20-734.32] 公布国人国内旅游总旅次变化只公布到2023年
[734.32-736.62] 那也可以从简报上来看
[736.62-738.40] 2022年的下半年
[738.40-740.96] 国人展开了包袱性的旅游
[740.96-743.52] 那在2023年
[743.52-744.56] 可以看到已经超越了
[744.56-746.86] 疫情前
[746.86-748.92] 的一个旅游总旅次
[748.92-760.18] 那人次已经来到了两亿人次
[760.18-763.00] 那这张简报主要是跟各位
[763.00-768.88] 投资陷阱说明最近五年台湾的观光旅馆的一个
[768.88-770.68] 营运情形
[770.68-774.26] 简报上大家可以看到在2024年
[774.56-777.64] 整体观光的旅馆
[777.64-787.36] 平均住房率来到了90.98平均房价为4531元
[787.36-791.46] 那跟各位报告在2019年就是疫情前
[791.46-796.58] 给各位一个数据就是疫情前的住房率是66.19
[796.58-802.46] 那平均房价是3776
[802.46-803.74] 所以可以看到我们到2024年来看的话呢
[803.74-804.52] 平均房价是3776元
[804.56-807.38] 平均住房率已经逐步回升
[807.38-808.92] 接近到疫情前
[808.92-810.70] 那平均房价
[810.70-821.46] 当然随着怎么通膨的影响平均房价也逐年的提高
[821.46-827.34] 大家可以看到今年的第一季台湾的观光旅馆的一个营运状况
[827.34-829.64] 你可以看到在
[829.64-832.72] 今年跟去年第一季来相比
[832.72-834.52] 平均住房率呢增加了
[834.56-836.10] 2.16%
[836.10-838.14] 那平均房价的增加了
[838.14-840.70] 新台币21元
[840.70-849.92] 那以整体营收呢年增率是0.26
[849.92-851.20] 那如果以
[851.20-854.78] 我们来看到那个餐饮业的一个营业额的统计
[854.78-857.08] 大家可以看到今年的
[857.08-862.98] 第一季跟去年第一季来比的年增率是3.79
[862.98-863.48] 那上上上方的这个营业额的统计呢
[863.48-863.74] 那上上上方的这个营业额的统计呢
[863.74-868.60] 那上上方的局限图折现图这边可以看得到是最近
[868.60-871.42] 这几年的餐饮业的一个营业
[871.42-877.30] 呃情形业的一个统计情形
[877.30-878.58] 那接着来到
[878.58-887.04] 今天简报的第3单元是经营时机
[887.04-892.16] 我们首先来看简明的合并资产负债表
[892.16-893.70] 从资产负债表来看
[893.70-899.84] 截去到今年的3月31号资产总额是36亿
[899.84-902.40] 负债总额是9亿
[902.40-906.24] 权益总额是27亿
[906.24-909.06] 负债比25.39
[909.06-912.90] 那权益比是74.61
[912.90-920.32] 那表上我们来看今年3月底到去年12月底的一个变化情形
[920.32-923.66] 我们如果跟去年的3月底来比
[923.66-927.24] 比较变化比较大的主要是在股本
[927.24-928.78] 跟资本供给股份
[928.78-932.62] 那因为我们去年第4季有办理增资
[932.62-935.70] 所以在这一块呢股东权益的一个金额
[935.70-941.84] 会较去年同期是有增加的
[941.84-943.62] 接着我们来看
[943.62-947.98] 简明的合并综合损益表
[947.98-952.58] 今年第一季的营收为1亿3423万
[952.58-953.62] 较去年
[953.66-954.94] 同期
[954.94-958.02] 减少了13.08%
[958.02-960.82] 毛利率26.66
[960.82-964.16] 那较去年的毛利率30.77
[964.16-965.70] 是减少
[965.70-966.72] 4.11
[966.72-972.60] 那主要毛利率衰退的原因主要是因为收入减少那固定成本
[972.60-976.96] 不变的经营之下所导致
[976.96-983.10] 那这本期今年第一季的本期净损2790万6000
[983.10-983.62] 其实没错
[983.62-988.22] 每股盈余为负的0.17
[988.22-991.30] 那跟各位报告在今年第一季
[991.30-994.62] 参旅业的一个营业状况
[994.62-995.66] 主要
[995.66-999.50] 观光旅馆我们从交通部观光署的资料可以看到
[999.50-1003.08] 观光饭店的一个营收成长
[1003.08-1006.66] 成长幅度比较高的主要有
[1006.66-1007.68] 台北
[1007.68-1011.02] 台中高雄跟南投
[1011.02-1013.58] 那营收衰退的观光饭店
[1013.62-1016.18] 的地区呢主要为新北
[1016.18-1017.46] 屏东
[1017.46-1019.50] 台东跟花莲
[1019.50-1027.18] 那可以看得到主要衰退的还是在风景地区
[1027.18-1032.56] 那这张简报是跟各位投资先进报告我们近几年的一个
[1032.56-1035.64] 稳定的股利配发政策
[1035.64-1037.18] 可以看得到
[1037.18-1038.96] 我们每年
[1038.96-1042.30] 所赚的一个
[1042.30-1043.58] 可以看到我们
[1043.62-1046.70] 桃红色这是我们每年的EPS
[1046.70-1049.76] 那在蓝色跟
[1049.76-1051.82] 橘色的部分是
[1051.82-1055.14] 现金股利跟股票股利的一个配发
[1055.14-1058.98] 配发状况
[1058.98-1061.80] 可以看得到我们除了依照法定
[1061.80-1067.94] 要提拨的部位之外基本上其他的部位我们都基本上几乎是全数
[1067.94-1072.30] 发放给我们的股东
[1072.30-1073.58] 接着我们来到今天简报的
[1073.62-1075.92] 第四个单元是
[1075.92-1077.46] 永续发展
[1077.46-1081.30] 那为了推动永续发展
[1081.30-1086.94] 公司有成立了企业全新经营及永续发展的推动委员会
[1086.94-1089.74] 那委员会有分四个小组
[1089.74-1091.80] 主要是为环境发展
[1091.80-1094.62] 社会参与员工照顾
[1094.62-1096.14] 以及公司治理
[1096.14-1098.46] 那由这个四个小组
[1098.46-1101.02] 来共同推动整个永续
[1101.02-1102.30] 永续发展
[1102.30-1102.54] 那
[1103.62-1107.72] 永续发展的部分呢
[1107.72-1110.78] 我们分成三个部分
[1110.78-1113.60] 那第一个部分跟各位报告是发展
[1113.60-1115.14] 永续环境
[1115.14-1116.68] 发展永续环境呢
[1116.68-1118.98] 我们定定了一个目标
[1118.98-1122.30] 主要为每单位的营业额
[1122.30-1126.14] 那就是每单位每百万元的营业额
[1126.14-1127.94] 温室气体排放量
[1127.94-1131.52] 目标减少一个一趴为目标
[1131.52-1133.58] 那第二个部分是持续推行的营业额
[1133.58-1143.56] 提升每年 выд高每年的失半率
[1143.56-1145.90] 最后每个月的途中贫 market
[1145.90-1147.40] 然后达查 với thoni
[1147.40-1148.18] 这些大家手下的食品
[1148.18-1148.68] 他们 leap room
[1148.68-1149.46] 买沙海 prospective
[1149.46-1150.34] 叫看
[1150.34-1151.24] 参加我们的等待
[1151.24-1152.02] 那只是他们都发布产品
[1152.02-1154.06] 某位老板的
[1154.06-1154.34] 老板�웠
[1154.34-1155.60] 非常一芦
[1155.60-1157.14] 好
[1157.14-1162.00] 也就
[1162.00-1163.54] 是不是
[1163.54-1166.26] 持续推动员工的性别平等
[1166.26-1171.42] 目前的男性跟女性员工的比例来到47比53
[1171.42-1178.84] 那我们员工聘用也发展是持续在多元性的部分
[1178.84-1186.36] 员工的部分除了有原住民
[1186.36-1187.30] 然后外籍
[1187.30-1188.94] 然后还有新住民的员工
[1188.94-1193.30] 那我们也禁用超过法定规定的一个
[1193.30-1196.04] 身心障碍的员工的人数
[1196.04-1199.74] 那第二个部分是地方公益的部分
[1199.74-1203.34] 我们赞助了偏乡图书馆的设立
[1203.34-1207.24] 提供身心障碍学生学习就业计划
[1207.24-1212.38] 那另外也提供恒春偏乡国小学童的奖学金的赞助
[1212.38-1216.14] 那第三个部分是文化推广
[1216.14-1218.36] 我们赞助以及参与了
[1218.36-1220.24] 文春半岛歌谣记的活动
[1220.24-1224.56] 那推广台湾重要传统无形文化资产
[1224.56-1228.72] 第四个部分为社区发展的推广
[1228.72-1233.12] 我们目标呢是能够打造永续城乡
[1233.12-1239.88] 目前持续协助社顶部落的一个社区发展的一个推行
[1239.88-1246.40] 那永续发展的第三个部分为落实公司治理
[1246.40-1248.34] 主要为维护国家的社区发展
[1248.36-1251.68] 那我们的主要目标就是能够提供公共权益
[1251.68-1255.28] 那还有强化董事会结构与运作
[1255.28-1258.08] 以及提升资讯的透明度
[1258.08-1261.92] 我们在第十一届也是今年五月才刚改选完
[1261.92-1265.00] 董事会的女性成员目前是五位
[1265.00-1271.92] 女性成员占比占了42%
[1271.92-1278.20] 最后跟各位报告我们最近一期的公司治理评鉴评鉴范围是在
[1278.20-1278.24] 在最后一期的公司治理评鉴评鉴范围是在
[1278.36-1279.64] 第十一届
[1279.64-1285.28] 我们再以参与业的部分来看呢
[1285.28-1294.56] 评鉴结果落到前35%的官方参与业只有上市公司只有三家
[1294.56-1298.24] 那第一家是云品它是落在前6到20
[1298.24-1303.80] 那我们下都跟云品是评鉴是落在21到前21到35
[1303.80-1306.16] 那上柜公司也只有一家
[1306.16-1307.96] 秦阳2755
[1308.36-1318.92] 那这个公司治理评鉴主要也是也是在表示我们持续的在永续发展上面的一个推广跟努力
[1318.92-1328.44] 那以上是今天跟各位投资先进报告我们第一季的一个营业的一个概况
[1328.44-1334.76] 那如果各位投资先进有什么想法或意见要提出来交流的话
[1334.76-1337.32] 那再欢迎各位提出来
[1337.32-1338.32] 谢谢大家
[1338.36-1342.44] 谢谢感谢财务长
[1342.44-1350.22] 那线上的投资先进答过任何问题或是想法想跟公司经营团队这边交流的都欢迎自行解除经营提问
[1350.22-1350.60] 谢谢
[1368.36-1380.34] 那如果线上也会先进大家没有要提问的话
[1380.34-1384.60] 我们今天下都的法人说明会就到这边告一个段落
[1384.60-1387.70] 那再次感谢财务长来谢谢各位也会先进
[1387.70-1388.46] 谢谢大家
[1388.46-1391.56] 谢谢主持人谢谢各位投资先进
