[0.00-13.30] 各位投资先进午安
[268.28-269.92] 不如以前季度明显
[269.92-273.20] 所以整个数字是呈现下降的
[275.28-277.48] 那接下来财务数字的部分就报告到这边
[277.48-280.28] 我们就请产品事业处的处长跟大家说明
[280.28-283.36] 这风电机会来的产品走向还有市场风风
[285.24-286.24] OK大家好
[289.92-294.52] 首先我们看一下现在那个USB4平台支援的状况
[294.52-296.76] 那这边看到AMD
[296.76-298.20] 苹果这边都有比较多的
[298.28-299.20] 新的平台
[299.20-302.68] 对那其实延续之前的状况就是现在新的平台
[302.68-304.72] 基本上都是可以支援USB4的
[306.84-310.08] 那一个对我们而言一个比较大的进展是
[310.08-311.64] 我们的VIO832
[311.64-316.12] 那是通过USB4认证的那个USB4 device的IC
[316.12-320.36] 对那比较大的进展是今年下半年
[320.36-322.96] NB大厂有一家就会正式亮相
[322.96-325.96] 那这也是我们推USB4
[325.96-327.28] VIO832这么久以来的一个新的平台
[327.28-327.84] 那这也是我们推USB4 VIO832这么久以来的一个新的平台
[327.84-328.24] 那这也是我们推USB4 VIO832这么久以来的一个新的平台
[328.28-329.88] 一个比较大的进展
[329.88-333.40] 那我们也希望透过这个NB大厂产品推出之后
[333.40-334.44] 开卖之后
[334.44-336.84] 慢慢会把那个channel的市场也带起来
[336.84-342.52] 那今年下半年的量
[342.52-345.08] 新的产品的部分大概分几个部分
[345.08-346.32] 第一个是
[346.32-350.28] 其实USB hub的应用系列是非常广泛的
[350.28-353.48] 那其实有一部分是应用在工业电脑
[353.48-356.32] 一些工业用的产品上面
[356.32-358.24] 那威风之前的产品
[358.24-358.28] 那威风之前的产品
[358.28-360.28] 基本上都是商规为主
[360.28-361.72] 但是我们看到这样的趋势
[361.72-363.16] 还有客户的需求
[363.16-364.44] 所以我们在下半年
[364.44-370.64] 我们也会推出符合公规或是宽温的USB hub的产品
[370.64-373.24] 那基本上初期我们会先推出两颗
[373.24-375.56] 第一颗是VIO122i
[375.56-378.16] 这个i代表就是工业用的
[378.16-380.44] 那这是一个U2的hub
[380.44-382.72] 那这边主要是因为
[382.72-385.76] 就是台湾的工业电脑大厂
[385.76-387.52] 其实有这方面的需求
[387.52-388.24] 他们希望
[388.24-389.84] 既有了solution之外
[389.84-393.48] 还有额外的那个second source
[393.48-399.24] 所以我们第一颗会是以U2 hub优先
[399.24-401.20] 那后期我们也会推出10G hub
[401.20-403.12] 那它基本上使用的是
[403.12-405.44] TSMC28nm的制程
[405.44-408.20] 那这一颗会除了低耗电以外
[408.20-409.72] 它在那个
[409.72-412.40] 在积的时候也是非常低功耗
[414.40-416.56] 那除了工规以外
[416.56-418.04] 我们也看到说通路
[418.04-420.36] 那边的那个dupping station
[420.36-422.92] 慢慢的它已经去是从5G hub
[422.92-425.04] 往10G hub那边移动
[425.04-426.76] 那所以我们在今年的第四季
[426.76-432.80] 也会推出一个比较高整合的USB10G hub
[432.80-435.80] 那这一颗基本上它支援下行口
[435.80-436.56] 四个下行口
[436.56-437.84] 它支援两个type A
[437.84-438.96] 两个type C
[438.96-442.36] 对因为现在那个USB type C的装置越来越多
[442.36-443.36] 所以dupping station
[443.36-446.08] 他们以前可能下行口只放一个C
[446.08-447.88] 但是慢慢的客户需求要放一个C
[448.04-451.04] 所以我们这一颗VL832
[451.04-454.28] 它会整合下行口支援两个type C
[454.28-456.68] 那它要支援两个type C
[456.68-459.48] 它需要有那个USBCC逻辑
[459.48-460.52] 还有一些DataMask
[460.52-461.72] 那在这一颗上面
[461.72-463.64] 我们都是把它整合在一起的
[463.64-466.68] 那另外跟我们现行的VL822相比
[466.68-467.88] 它的功耗也更低
[467.88-470.32] 大概有20%的改善
[470.32-473.52] 那这一颗就是除了低功耗以外
[473.52-477.04] 对客户而言整个Bone cost也会有更有竞争力
[478.04-479.60] 实际我们会送样
[479.60-485.84] 那再来的一个新产品是一个4对6的BPO mode mask
[485.84-490.28] 那其实我们目前微风已经有BPE1
[490.28-492.72] 那它也是一个4对6 mask
[492.72-498.84] 但是它不支援一个规范里面的Pin-a-3门Echo
[498.84-500.76] 那个Pin-a-3门Echo指的是说
[500.76-504.72] 你那个cable的接的方向是DP到USB type C
[504.72-507.76] 传统上我们都是USB type C
[508.04-509.08] 接到DP去
[509.08-511.16] 但是这个Pin-a-3门比较特别的是
[511.16-514.40] 你notebook那边接的是DP头
[514.40-515.96] 然后接到萤幕的type C
[515.96-519.16] 它是一个比较特别的一个接法
[519.16-523.28] 那这样子的接法基本上在那个显示器
[523.28-524.44] 萤幕这边的应用
[524.44-528.24] 它是一个目前已经是一个必需的项目
[528.24-532.84] 所以我们推出了VL172来支援这方面的应用
[532.84-534.76] 那这一颗也是下半年
[534.76-537.84] 目前样品已经内部在验证了
[538.04-541.44] 预计应该就是Q3里Q4就可以正式量产
[541.44-547.64] 那最后一个是我们还有一颗新的DP hub
[547.64-549.84] 它其实类似USB hub
[549.84-552.72] 就是上行口接USB
[552.72-554.72] USB hub的话上行口接USB
[554.72-556.28] 下行口把它扩充出来
[556.28-557.32] 那这一颗呢
[557.32-559.52] TL610它是一个DP hub
[559.52-561.16] 上行口是一个DP
[561.16-563.44] 那下行口把萤幕扩充出来
[563.44-565.04] 你可以接HDMI或者是接DP的连接器
[565.04-566.04] 或者是接DP的连接器
[566.04-567.04] 或者是接HDMI或者是接DP的连接器
[567.04-568.04] 或者是接HDMI或者是接DP的连接器
[568.04-569.24] 把它输出出去
[569.24-573.72] 那我们这颗支援三个萤幕的输出
[573.72-576.72] 那刚刚这颗TL610呢
[576.72-578.12] 我们预计是今年的
[578.12-581.12] 我们在这个礼拜已经推爆出去了
[581.12-582.36] 那预计呢
[582.36-584.16] Q4我们可以送样
[584.16-586.36] 那这一颗基本上我们的上行口呢
[586.36-590.96] 它是支援HBR3 8.1G的速度
[590.96-591.96] 那下行口呢
[591.96-593.64] 我们支援三个video output
[593.64-596.24] 你可以把它接成两个HDMI 2.1
[596.24-597.80] 一个DP++
[598.04-601.04] 或是两个DP++的一个HDMI 2.1
[601.04-603.72] 就根据客户它大bistation的需求
[603.72-606.24] 就是我们只需要用一颗料
[606.24-608.68] 然后透过线路上的改变
[608.68-610.68] 就可以支援两种输出的规格
[610.68-612.88] 那这一颗呢
[612.88-615.32] 最大它可以支援一个8K60的萤幕
[615.32-617.60] 或者是两个4K144的萤幕
[617.60-621.20] 或者是三个4K60的萤幕
[621.20-623.44] 那它的封装是QFN100的
[623.44-626.16] 目前市面上的主流可能还是以VGA为主
[626.16-628.04] 它的cost相对比较高
[628.04-628.88] 那我们这一颗呢
[628.88-631.84] 已经采用了一个QFN100
[631.84-635.28] 让整个Bonecost会有更好的竞争力
[635.28-639.04] 那目前这一块市场呢
[639.04-641.44] 就是多口输出的video converter
[641.44-646.00] 目前主要的player是ZioTech跟美商的新师
[646.00-649.12] 那其实我们有做过
[649.12-650.84] 那个Dice size的分析啊
[650.84-652.32] PowerConsumption的分析
[652.32-655.40] 我们VL610在这两方面
[655.40-657.48] 相对来讲应该都会有
[657.48-659.04] 非常好的竞争力
[659.04-661.44] 不管是Dice size或者是PowerConsumption
[661.44-667.44] 这边是我们下半年预计会出来的一些新产品
[667.44-671.56] 那再来针对市场的部分
[671.56-675.24] 连续去年讲的就是我们看到高阶手机
[675.24-678.72] 都已经支援一些那个3A的游戏大作
[678.72-680.12] 那除了这个以外
[680.12-684.12] 我们也看到市场上还有电竞的就是掌机
[684.12-686.16] 那这个整个趋势呢
[686.16-687.44] 应该是从那个任天堂
[687.48-689.76] 的switch开始的
[689.76-693.72] 那他基本上就是可以从可以用掌机的形式
[693.72-699.44] 或者是透过接那个Docking station去把它投到电视上面去
[699.44-701.48] 变成一个游戏机形式
[701.48-704.16] 那延续这样子的趋势
[704.16-706.76] 最早推出来的是Fab的Steam Deck
[706.76-707.80] 那他之后呢
[707.80-710.28] 我们也看到传统的这些Notebook大厂
[710.28-711.60] 不管是Asus啊
[711.60-713.32] Manufo MSI
[713.32-716.16] 他们也都有相对应的那个游戏掌机出来
[716.16-717.32] 那Acer是
[717.48-719.36] 最后加入这一块
[719.36-721.32] 这块市场的
[721.32-723.44] 那这个游戏掌机呢
[723.44-725.72] 就是基本上他提供给使用者
[725.72-728.00] 就是你是可以玩掌上型的形式
[728.00-730.40] 或者是你透过接一个Docking station
[730.40-732.48] 就可以把它变成是一个游戏机
[732.48-735.20] 就是丢到电竞的荧幕啊
[735.20-737.00] 或者是大电视上面去
[737.00-739.48] 那所以其实我们看到这样子的应用呢
[739.48-742.32] 就会有那个Docking station的需求
[742.32-744.36] 那根据这样子的需求啊
[744.36-745.20] 我们微风呢
[745.20-746.60] 推出了一个GamingDock的游戏掌机
[747.48-749.04] 这个是一个参考设计
[749.04-750.64] 那在这个设计上面呢
[750.64-754.40] 使用了我们的USB4的
[754.40-755.36] VL832
[755.36-757.52] 那另外我们的那个PD3.1
[757.52-759.52] 3.2的PD controller
[759.52-760.36] VL109
[760.36-762.40] 它是一个三口的PD controller
[762.40-763.72] 一个接上行口
[763.72-765.40] 然后一个接充电口
[765.40-767.48] 然后一个接Type-C的
[767.48-771.48] 的那个影像或者是资料口
[771.48-773.64] 那另外他有用到我们的VL605
[773.64-776.68] 它是一个DP转HDMI的
[777.48-779.32] 的转换器
[779.32-780.44] 那在这个设计里面呢
[780.44-782.76] 基本上它有三个亮点
[782.76-785.68] 第一个是它很符合了2027年
[785.68-788.44] 欧盟对于节能的规范
[788.44-790.52] 那这个规范呢
[790.52-792.32] 叫做EUPERP
[792.32-795.08] 那它2025年的规范呢
[795.08-797.60] 是你在待机的时候呢
[797.60-800.60] 整个装置不能超过0.5瓦
[800.60-801.88] 那到了2027年呢
[801.88-803.76] 它的规范会更严格
[803.76-805.84] 整个装置在待机
[805.84-807.24] 待机
[807.48-809.40] 的时候呢不能超过0.3瓦
[809.40-810.80] 那我们这一个
[810.80-813.32] BAMBEE DAG的参考设计呢
[813.32-815.92] 我们在待机的时候呢
[815.92-819.24] 我们基本上把VL832跟VL605的电
[819.24-820.24] 都把它砍掉了
[820.24-821.80] 只留那个PD controller
[821.80-823.04] VL109的电
[823.04-825.32] 那我们可以做到在待机模式的时候
[825.32-826.64] 只有10mW
[826.64-829.80] 那刚刚规范的0.3瓦是300mW
[829.80-831.88] 我们留了很大的空间
[831.88-834.96] 可以让客户去用一些比较便宜的
[834.96-836.92] 那个Power adapter
[836.92-838.60] 或者是你整个上面的设计
[838.60-842.04] 你就不用到用到非常
[842.04-843.96] 非常非常省电的料
[843.96-847.40] 因为我们把省电的地方
[847.40-849.80] 我们的这些IC呢
[849.80-851.00] 做到非常的省电
[851.00-852.08] 那客户他的BOMB呢
[852.08-856.88] 就可以挑比较cost effective的料
[856.88-858.36] 这是第一个亮点
[858.36-859.60] 那第二个呢
[859.60-861.24] 因为打游戏的时候呢
[861.24-863.84] 基本上你可能不会同时接两个萤幕
[863.84-864.32] 所以呢
[864.32-865.28] 我们这个设计呢
[865.28-866.76] 我们透过一个简单的设计呢
[866.92-868.20] 就是用一个MAS
[868.20-872.80] 它可以支援那个接HDMI的连接器
[872.80-875.64] 或者是透过Type-C去接现在的一些
[875.64-877.36] 移动式的萤幕
[877.36-879.08] 因为现在Type-C的萤幕
[879.08-880.00] 不管是移动式的
[880.00-882.80] 或桌上型的都越来越普遍了
[882.80-885.00] 那我们这个设计基本上
[885.00-888.68] 提供使用者他有两种接显示器的
[888.68-890.28] 界面的选择
[890.28-892.76] 但是不是透过MSD hub来做
[892.76-895.08] 所以整个phone cost是可以
[896.92-899.16] 那第三个就是打游戏的时候
[899.16-901.28] 有一个很重要的功能叫VRR
[901.28-903.08] 它是可变更新率
[903.08-904.28] 那基本上这个东西呢
[904.28-906.48] 是你的显示卡呢
[906.48-910.40] 它产生根据那个使用者他的动作
[910.40-912.52] 产生下一个画面的时间
[912.52-914.96] 都根据使用者的场景
[914.96-916.76] 就是有时候产生的速度快
[916.76-918.24] 有时候产生的速度慢
[918.24-922.00] 那现在新的技术就是你的萤幕呢
[922.00-923.20] 或者是电视呢
[923.20-924.80] 它都支援VRR
[924.80-926.68] 就是它可以根据你显示器
[926.92-928.60] 它可以改变画面的时间
[928.60-931.56] 然后来改变它的那个更新率
[931.56-934.12] 就是做到显示卡跟萤幕
[934.12-935.24] 或是电视之间
[935.24-938.00] 两边的那个更新率是一致的
[938.00-940.04] 那但是呢
[940.04-941.20] 目前市面上呢
[941.20-942.80] 透过video converter
[942.80-946.08] 就是像我们的VL605这样子的产品呢
[946.08-949.04] 在这一块市面上的产品
[949.04-951.60] 整个支援度并没有做的那么好
[951.60-953.20] 那我们VL605在这一块
[953.20-955.32] 应该是目前做的最完整
[956.92-960.92] 那刚刚提到的
[960.92-962.56] 就是VRR的支援上面
[962.56-963.80] 我们的VL605呢
[963.80-965.60] 它是跨平台都可以支援
[965.60-967.96] 在Intel的Authentic Sync
[967.96-970.84] 或者是NVIDIA的G-Sync Compatible
[970.84-973.36] 然后还有AMD的显示卡上面
[973.36-977.24] 我们威风VL605的一个Fender ID OE1
[977.24-980.40] 都已经加到那个AMD的
[980.40-984.00] 那个最新的那个显示卡的驱动程式里面去了
[984.00-986.68] 所以基本上刚刚那个参考设计啊
[986.92-987.92] 就是玩游戏的时候
[987.92-989.92] VRR是一个很重要的功能
[989.92-992.16] 它可以避免画面撕裂
[992.16-994.92] 然后你也可以让那个使用者
[994.92-997.48] 它动作的反应时间更快
[997.48-999.72] 那所以呢
[999.72-1002.40] 这个产品上面使用了我们VL605
[1002.40-1004.40] 它跨平台的那个VRR support
[1004.40-1007.04] 也是整个参考设计的一个亮点
[1010.92-1012.40] 好那最后总结一下
[1012.40-1014.64] 我们今年2025年
[1014.64-1016.88] 就是RD或者是我们
[1016.92-1017.92] 这个业务这边啊
[1017.92-1020.40] 在执行跟推广上面的一些重点
[1020.40-1022.80] 那其中一个很大的重点是
[1022.80-1025.40] 我们在提升我们的产品品质
[1025.40-1028.52] 那威风基本上是威盛的子公司
[1028.52-1032.44] 所以一直以来我们的RD的那个产品设计规范
[1032.44-1037.48] 我们是follow了原本威盛的流程
[1037.48-1038.80] 那举例来讲
[1038.80-1041.28] 我们一个IC要推爆的时候呢
[1041.28-1046.76] 我们原本的产品要求就是你要达到98%的
[1046.92-1047.92] 设计验证
[1047.92-1051.00] 那一直以来我们就是符合98%
[1051.00-1052.92] 我们的IC就可以推爆出去了
[1052.92-1056.08] 那十几年来我们都是这样子的标准来做
[1056.08-1059.28] 就是我们出货给传统的NV大厂
[1059.28-1061.28] 出货给日本的那些游戏大厂
[1061.28-1063.64] 其实我们的产品品质都是没有问题的
[1063.64-1065.64] 但是呢
[1065.64-1069.40] 最近一年我们有要求更严格的客户
[1069.40-1071.04] 他觉得98是不够了
[1071.04-1073.20] 他要求我们要做到百分之百
[1073.20-1076.56] 所以过去的将近一年的时间里面
[1076.92-1078.92] RD花了很多的EV
[1078.92-1082.12] 就是在验证设计的部分
[1082.12-1085.04] 就是让产品从98到100
[1085.04-1087.96] 那这虽然是小小的2%
[1087.96-1091.04] 但是其实RD要花的EV是非常非常巨大的
[1091.04-1094.04] 那目前我们大概基本上都已经符合
[1094.04-1097.84] 那个这个大客户百分之百验证设计的要求
[1097.84-1100.16] 那虽然这个过程很辛苦
[1100.16-1102.08] 但是他还是有一些好处
[1102.08-1106.88] 基本上就是让威风整个产品的体质脱胎换骨
[1106.92-1109.04] 就是从你原本的优质
[1109.04-1111.48] 那可能就变成更加完美
[1111.48-1114.68] 那他也可以节省我们
[1114.68-1119.36] 就是当你设计的时候做到越严谨越完整
[1119.36-1122.40] 那你只要少爱惜改版一次
[1122.40-1123.92] 你就会省很多的NRE
[1123.92-1125.92] 然后另外也可以让你那个
[1125.92-1129.24] 退出的时间就是少一个版本的改版
[1129.24-1132.04] 你就可以更快的退出去市场上面
[1132.04-1136.28] 那当然相对的你的产品品质做的越好的话
[1136.92-1138.52] 就是在这个游戏啊
[1138.52-1140.12] 或者是一些制造的成本这边
[1140.12-1142.28] 我们也可以就是变得更宽松
[1142.28-1144.60] 那另外顾艳刚刚提的就是
[1144.60-1147.40] 供控或是宽温那块的需求
[1147.40-1150.56] 我们也后续所有的产品基本上他都会符合
[1150.56-1153.08] 地公号的设计还有宽温的要求
[1153.08-1156.40] 那另外我们在业务端
[1156.40-1159.04] 我们就是除了比如说的市场以外
[1159.04-1163.04] 我们也在寻求有更多的在主机端
[1163.04-1164.68] 不管是传统的notebook主机端
[1164.68-1166.92] 或者是游戏的主机端的一些商机
[1166.92-1170.32] 另外我们也看到就是美中
[1170.32-1171.92] 美中贸易冲突之后
[1171.92-1174.52] 其实有越来越多海外的大厂
[1174.52-1178.44] 他们其实在台湾寻求一些客制化的一些IC
[1178.44-1179.36] 品牌service
[1179.36-1183.12] 那我们也在看这一块的商机
[1183.12-1186.96] 那这个这些大概是我们今年的一些重点
[1186.96-1189.36] 那以上是我这边的update
[1189.36-1191.96] 谢谢
[1191.96-1193.28] 各位投资先进
[1193.28-1194.96] 如果有任何问题的话
[1194.96-1196.56] 请用问语答来提问
[1196.92-1197.92] 谢谢大家
[1226.92-1254.08] 好我想请各位投资人就是提出你们的问题来
[1254.08-1255.60] 那我想现在大概
[1256.92-1260.24] 我几个问题我想大概投资人
[1260.24-1262.12] 这边有一点兴趣的
[1262.12-1266.68] 第一个当然就是说有关川普的关税的事情
[1266.68-1269.24] 那我想就说关税
[1269.24-1271.72] 坦白讲就说川普这个行为
[1271.72-1273.84] 事实上是没有办法预测
[1273.84-1277.16] 那其实上在今年的川普
[1277.16-1279.96] 他4月的时候讲的客关税
[1279.96-1281.92] 台湾这边应该要客到30几%
[1281.92-1286.76] 那另外当然就是说现在又posspone到90天以后
[1286.92-1291.96] 那过去我们对这些关税的影响
[1291.96-1295.88] 事实上坦白讲是客户端这边
[1295.88-1300.48] 因为我们的客户说实在我们的IC是没有直接
[1300.48-1303.04] 去到美国本土去
[1303.04-1309.04] 所以基本上对我们的IC来讲的话是没有关税的影响
[1309.04-1311.08] 可是我们的客户的客户
[1311.08-1312.44] 当然他如果在美国
[1312.44-1313.88] 那当然就有这影响
[1313.88-1316.88] 那我们现在大部分的客户我想所以主要
[1316.92-1318.40] 都采取几个做法
[1318.40-1323.72] 一个当然就是说如果是美国本土的销售的话
[1323.72-1328.12] 那他们尽量是透过不管是说关税比较低的地方
[1328.12-1334.20] 或者是说是跟反正基本上我们我想我们这些的代工厂
[1334.20-1335.88] 很多现在都在越南也好
[1335.88-1338.92] 或者是说在墨西哥也好
[1338.92-1342.52] 这些他们传统的这些PC notebook
[1342.52-1346.36] 在这几个地方大概有很大的工厂
[1346.36-1346.88] 在那边
[1346.92-1350.60] 那我想像最近也看到像这个伪创
[1350.60-1354.04] 事实上在美国本土的投资金额也是很大的
[1354.04-1356.80] 所以他们其实上透过不同的方式
[1356.80-1360.72] 他们会把卖给美国的市场的份额的部分
[1360.72-1363.92] 尽量移到说一的就美国本土去
[1363.92-1367.16] 一的就是说关税相对低的地方去
[1367.16-1370.76] 那如果说是在我想中国大陆是一个很大的市场
[1370.76-1376.80] 那中国大陆销给美国的营业额看是每个客户
[1376.92-1377.92] 是相同的
[1377.92-1381.12] 那我们的大多数当然有些是卖到美国去的
[1381.12-1383.84] 那卖到美国去他透过刚刚这种方式去做处理
[1383.84-1386.28] 那如果不是美国市场的话
[1386.28-1389.20] 其实上是不会有特别的影响的
[1389.20-1391.80] 我想这个主要是关税这边
[1391.80-1393.64] 我想我们的客人
[1393.64-1396.88] 我们的客人大部分都是一些的代工厂
[1396.88-1402.52] 那这些他们所做的这些事情大概是这样的安排
[1402.52-1406.36] 那后面当然就说关税还会造成什么样的impact
[1406.36-1408.24] 事实上我们还真的不知道
[1408.24-1410.72] 事实上今天已经5月9号了
[1410.72-1413.20] 我想川普他对半导体这边的关税
[1413.20-1415.32] 或者是其他的关税的一个
[1415.32-1418.88] 一个的spread idea是不是还会再发生
[1418.88-1419.52] 不知道
[1419.52-1422.96] 但是至少我想我们的客人大部分都是这样安排
[1422.96-1426.12] 那另外当然就是说有投资者问到说这样的话
[1426.12-1431.08] 对上半年Q2这边的一个整个影响
[1431.08-1433.68] 或者是说对下半年是不是有什么特别影响
[1433.68-1436.36] 目前坦白讲就是说
[1436.36-1438.92] 确实在Q2的时候
[1438.92-1445.32] 因为关税从4月2号到现在这个要extend90天这个状态
[1445.32-1449.04] 所以大概有些客人如果说他事实上要去给
[1449.04-1452.00] 要销售到美国的产品的部分
[1452.00-1454.48] 我想他们会有一部分的这个pull in
[1454.48-1455.24] 确实
[1455.24-1459.40] 所以在也可以看到说在4月的营收事实上是比
[1459.40-1465.72] 我们传统的4月或者说比我们3月多来的增加了大概27%
[1465.72-1466.32] 所以这部分
[1466.36-1467.64] 看起来是有一些影响
[1467.64-1472.00] 那至于说会不会把这个今年的下半年或者是Q3
[1472.00-1473.28] Q4的这个营收
[1473.28-1475.68] pull in到这个Q2来
[1475.68-1477.36] 然后变成下半年减少
[1477.36-1478.92] 这个说实在真的看不准
[1478.92-1480.44] 也不确定
[1480.44-1483.32] 那当然其实整体来讲
[1483.32-1488.32] 今年本来PC或notebook对于这个整个市场
[1488.32-1492.04] 去年所预估的是今年的这个growth rate
[1492.04-1495.04] 大概至少会有些single digit的一个growth
[1495.04-1496.32] 但是因为现在
[1496.36-1498.16] 整个关税影响进来以后
[1498.16-1502.84] 会导致于说这样的一个不确定性是不是真的还会今年还会成长
[1502.84-1507.88] 那当初的这个预估的growth rate是来自于说事实上OS
[1507.88-1512.80] WindowsOS的11的会这个adopt进来
[1512.80-1514.80] 所以基本上应该会有些换体潮
[1514.80-1518.88] 确实在Q1也确实是有这样的一个状态
[1518.88-1520.80] 那现在当然整体都被捣乱了
[1520.80-1524.88] 所以坦白讲我们不是很看得很清楚
[1524.88-1526.32] 但是现在就是说
[1526.36-1528.16] Q2看起来会好一点
[1528.16-1530.80] 那Q3 Q4会不会受到这样影响
[1530.80-1532.76] 这个我们可能还要得观察
[1532.76-1537.36] 那另外当然有同事在问到说有关汇率
[1537.36-1542.24] 我想汇率也是一个非常巨大的一个factor
[1542.24-1545.88] 我想在从4月底到5月初
[1545.88-1548.40] 我想这几个交易日
[1548.40-1550.24] 就几乎在两三个交易日之内
[1550.24-1552.92] 其实整个台币就升值了10%
[1552.92-1553.36] 我想任何人大概都没有办法逃脱这个升值的问题
[1553.36-1553.76] 我想任何人大概都没有办法逃脱这个升值的问题
[1553.76-1554.36] 我想任何人大概都没有办法逃脱这个升值的问题
[1554.36-1554.76] 我想任何人大概都没有办法逃脱这个升值的问题
[1554.76-1555.36] 我想任何人大概都没有办法逃脱这个升值的问题
[1555.36-1556.64] 我想任何人大概都没有办法逃脱这个升值的问题
[1556.64-1556.96] 我想任何人大概都没有办法逃脱这个升值的问题
[1556.96-1557.00] 我想任何人大概都没有办法逃脱这个升值的问题
[1557.00-1557.04] 我想任何人大概都没有办法逃脱这个升值的问题
[1557.04-1558.36] 只要是出口商的话
[1558.36-1561.00] 大概都很难逃脱这个升值的影响
[1561.00-1564.52] 那往好的地方看是说
[1564.52-1566.48] 我们威风这边
[1566.48-1568.20] 事实上在Q1
[1568.20-1570.44] 从川普上来的时候
[1570.44-1574.76] 他就已经宣示说他美金要曲贬
[1574.76-1577.68] 所以我们事实上在Q1
[1577.68-1579.84] 或者是说到Q2这边
[1579.84-1583.12] 其实我们也尽量把美金部位降低
[1583.12-1584.28] 所以基本上
[1584.28-1585.32] 这个
[1585.32-1588.24] 汇兑的一个损益绝对会发生
[1588.24-1591.68] 但是应该还是在可控范围之内
[1591.68-1592.92] 至于说
[1592.92-1596.48] 台币升值的1%到10%
