[0.00-7.78] 各位投资先进大家午安
[417.98-418.06] 嗯
[418.06-418.26] 嗯
[418.26-418.42] 嗯
[418.42-418.46] 嗯
[418.46-418.50] 嗯
[418.50-418.70] 嗯
[418.70-418.74] 嗯
[418.74-418.78] 嗯
[418.78-418.82] 嗯
[418.82-418.90] 嗯
[418.90-418.94] 嗯
[418.94-418.98] 嗯
[418.98-419.02] 嗯
[419.02-419.14] 嗯
[419.14-419.18] 嗯
[419.18-419.26] 嗯
[419.26-419.30] 嗯
[419.30-419.32] 嗯
[419.34-419.54] amura
[419.54-424.20] 我先 Schn
[424.20-425.70] 我先 Peanut
[425.74-426.82] 我先
[426.82-427.10] dare
[427.10-427.62] aurais
[427.62-428.22] no
[428.22-429.86] uh
[429.86-430.10] 对
[431.30-432.86] 还有这个
[432.86-448.28] 神
[448.28-449.18] 都是
[449.18-452.86] 营业利益呢
[452.86-454.10] 我们也有增
[454.10-455.82] 也是去年是负的
[455.82-457.96] 那今年是有想赚了
[457.96-459.32] 差不多91万多
[459.32-464.48] 本期的净利有1300多万
[464.48-468.26] 那最后的EPS有0.29元
[468.26-471.10] 那比去年同期是有增加
[471.10-471.72] 谢谢
[471.72-476.50] 至于未来呢
[476.50-479.26] 我们还是希望持续的
[479.26-481.32] 推广我们的合规的产品
[481.32-483.06] 因为这个东西目前是
[483.06-485.96] 我们在国家在金融方面
[485.96-487.96] 我们是一直在强调的部分
[487.96-490.86] 那么我们现在产品也陆续在开发中
[490.86-492.00] 那另外呢
[492.00-494.22] 我们现在已经在全公司
[494.22-496.08] 全面导入AI的应用
[496.08-498.22] 那不管说是开发部门
[498.22-499.76] 或是说行政部门
[499.76-501.76] 我们都希望用AI来提升
[501.76-503.62] 各部门的工作效率
[503.62-505.14] 那同时呢
[505.14-506.28] 我们从去年
[506.28-507.72] 下半年跟今年年初
[507.72-510.52] 我们持续整合工商部门的支援
[510.52-512.46] 那加强我们的销售能量
[512.46-513.36] 同时呢
[513.36-515.84] 也让我们的
[515.84-519.20] Deliver的能量也能够增加
[519.20-520.10] 那最后呢
[520.10-522.12] 我们也是持续强化
[522.12-524.96] 我们自来产品的服务以及推广
[524.96-527.20] 以上是我简单的说明
[527.20-529.80] 谢谢大家
[529.80-531.04] 谢谢林总经理
[531.04-532.80] 接下来是Q&A的时间
[532.80-535.04] 请各位先进踊跃提问
[535.04-535.72] 发言前
[535.72-537.32] 请告知您的公司名称
[537.32-538.32] 及您的姓名
[538.32-552.66] 蔡先生请提问
[552.66-556.10] 请问有听到吗
[556.10-557.90] 有听得到请说
[557.90-558.60] 是
[558.60-559.34] 就是
[559.34-562.02] 想请问一下公司
[562.02-563.92] 今年的整个营运展望
[563.92-564.76] 然后
[564.76-565.70] 我这边是
[565.72-567.26] 富盛投资
[567.26-568.72] 然后想请教公司
[568.72-569.66] 今年的营运展望
[569.66-572.32] 以及有没有看到关税或汇率
[572.32-575.16] 会不会影响客户支出的一个情况
[575.16-578.34] 这是目前第一题
[578.34-582.14] 我想我们今年的营运展望
[582.14-583.94] 目前来讲是相当的乐观
[583.94-586.68] 因为我们第一季的合约的
[586.68-589.94] 和那个签的情形是
[589.94-592.54] 比去年同期都好很多
[592.54-594.42] 那至于您第二个
[594.42-595.72] 提到的关税的问题
[595.72-599.56] 目前看起来对于
[599.56-602.52] 我们目前的合约的签署的影响
[602.52-604.66] 反而看不出来有影响
[604.66-607.84] 因为反而在第一季的时候
[607.84-613.14] 因为有一些公司的使用单位
[613.14-618.24] 因为怕预算被公司收回去
[618.24-620.98] 所以反而扑许我们提早签约
[620.98-624.04] 所以我们第一季的签约其实是增加的
[624.04-625.72] 那至于说未来怎么样
[625.72-627.86] 目前还不是很清楚
[627.86-630.22] 但是整个看起来
[630.22-631.86] 我觉得影响不大
[631.86-633.82] 而且应该会比去年好
[633.82-635.70] 这是还是算乐观的
[635.70-638.24] 那个正面的乐观的形象
[638.24-641.20] 谢谢
[641.20-641.84] 谢谢
[641.84-643.44] 就是想请问一下
[643.44-645.14] 就是目前状况很乐观
[645.14-648.58] 以目前前四个月的营收年增率
[648.58-651.24] 已经累计有28%的一个表现
[651.24-654.64] 那所以今年整体其实营目前就
[654.64-655.56] 才四个月就有这样的表现了
[655.56-655.72] 所以今年整体其实营目前就有才四个月就有这样的表现了
[655.72-658.02] 那今年是不是有机会
[658.02-661.10] 有机会一个年增30%以上的表现
[661.10-665.20] 这个我目前不敢这样预测
[665.20-667.76] 但是我们是希望如此的
[667.76-670.56] 因为因为这个关税的影响
[670.56-673.38] 像我们不知道说会不会在第三季
[673.38-676.68] 有没有什么会发生什么情况
[676.68-677.28] 不知道
[677.28-679.28] 目前是怕的是第三季会不会
[679.28-681.32] 川普总统他有什么
[681.32-683.12] 又有什么特别的情况
[683.12-685.56] 所以这一段我们还是尽量
[685.56-686.80] 在观察了
[686.80-691.20] 但是目前来看是蛮正面的
[691.20-693.76] 谢谢
[693.76-696.56] 那还想是继续请教就是
[696.56-699.90] 那就是公司的这个签约
[699.90-704.24] 跟通常这个执行转换的一个状况是会怎么看
[704.24-705.52] 就是比如说
[705.52-710.64] 今年是今年签的这个金额都是会今年
[710.64-712.56] 就完成认列吗
[712.56-715.52] 还是说就是可以分享一下实际整个执行的情况吗
[715.56-717.10] 可以怎么看
[717.10-723.76] 公司我们软体公司的那个签约通常是会
[723.76-727.34] 会那个有一段执行的时间
[727.34-731.18] 也就是说我们在认类的时候可能会往后递延
[731.18-732.72] 那
[732.72-737.06] 因为软体他是有一个执行的
[737.06-739.12] 导入的时间
[739.12-742.96] 那在这个导入的期间呢基本上我们是
[742.96-745.52] 我们当然会有一个
[745.56-747.60] 一个计划的时间但是呢
[747.60-749.40] 这个时间跟
[749.40-751.20] 客户
[751.20-754.52] 的那个配合配合来
[754.52-756.56] 一起来实现执行呢
[756.56-760.66] 有时候会有一些差异因为客户投入的程度
[760.66-762.20] 有时候会有一些
[762.20-763.74] 不同
[763.74-765.28] 那基本上
[765.28-768.08] 一般来讲验收的时间都会
[768.08-769.88] 在后面
[769.88-771.92] 会稍微有递延的情况
[771.92-775.26] 那以目前我们今年的合约的状况
[775.26-777.30] 跟
[777.30-779.62] 去年合约的状况以今年
[779.62-782.68] 我们去年合约有一些递延到今年来
[782.68-786.02] 来执行事实上我们今年目前来看
[786.02-788.06] 我们人员的利用力
[788.06-791.38] 差不多是几乎快满载
[791.38-795.22] 所以说基本上我们今年的产能是
[795.22-797.28] 差不多是都被占满
[797.28-800.34] 所以今年的合约也有一些可能会到
[800.34-801.88] 明年去执行
[801.88-803.16] 去完成这样
[803.16-805.22] 所以验收是会递延没有什么
[805.26-808.34] 错
[808.34-814.48] 谢谢方便就公司的产品再多进一步了解吗因为其实公司的这个
[814.48-820.36] 过去几年的营运表现非常的亮眼所以让我想对公司有更进一步的了解
[820.36-824.46] 那前面的简报有提到这个产品别的营收
[824.46-829.58] 那有分工商系统整合跟金融产品还有专案的部分
[829.58-834.70] 想请教这个工商系统整合主要是指哪类的产品
[834.70-835.22] 或者是
[835.22-838.30] 什么样的工商系统的整合
[838.30-840.86] 那金融产品的部分主要是
[840.86-844.44] 就是主要可能比较更明确是哪类的金融产品
[844.44-846.74] OK
[846.74-849.04] 工商系统部分
[849.04-851.34] 最主要就是
[851.34-853.90] 就是所谓一般来讲ERP
[853.90-856.22] 那我们ERP呢
[856.22-857.74] 我们目前是
[857.74-860.06] 代理的Oracle的
[860.06-861.34] 那个
[861.34-863.64] ERP系统就EBS
[863.64-865.18] 那目前呢
[865.22-866.24] 就是
[866.24-868.30] 我们执行的就是
[868.30-872.90] Oracle EBS的升级或是说新的导入
[872.90-874.94] 那我们提供顾问服务
[874.94-876.22] 还有建制
[876.22-878.28] 这个是ERP的部分
[878.28-880.84] 那目前配合Oracle ERP呢
[880.84-885.44] 还有我们有一个local temperate的系统就是我们配合我们国内的
[885.44-886.72] 财务的
[886.72-888.52] 财税的制度
[888.52-890.06] 所以我们有一些
[890.06-892.10] local的一些
[892.10-893.90] 系统在配合它
[893.90-895.18] 那这个是就是我们的
[895.22-897.26] 就是我们比如说我们的电子花票啦
[897.26-898.54] 10号公报啦
[898.54-901.88] 或是说我们的票季管理的部分
[901.88-903.16] 这个是
[903.16-904.44] 我们
[904.44-906.22] 配合Oracle ERP
[906.22-909.04] 自己开发的自有产品的部分
[909.04-911.10] 那另外我们有一个制造
[911.10-914.68] 制造业的线上的执行系统就MES
[914.68-916.72] 这个也是我们执行
[916.72-919.02] 这个是我们执行开发的产品
[919.02-922.36] 那我们今年希望就是说在这个产品上我们有
[922.36-923.64] 更大的发挥
[923.64-924.92] 所以我们把
[925.22-928.04] Oracle ERP跟MES
[928.04-928.80] 这个
[928.80-930.08] 自有产品的
[930.08-932.14] 系统呢我们做了一个整合
[932.14-933.16] 也就是说我们
[933.16-935.20] 我们的部门我们的销售呢
[935.20-938.54] 我们的顾问的辅导我们做了整合
[938.54-940.58] 因为这两个
[940.58-942.88] 产品是可以互相
[942.88-944.42] 互相来支援的
[944.42-946.46] 所以今年我们上班
[946.46-949.54] 第一季我们在这个整合上我们发现了不少
[949.54-951.08] 不错的综效
[951.08-955.18] 那另外我们一个自有的产品在就是我们一般的HCM的产品
[955.22-958.30] 就是Human Resource的一个系统
[958.30-960.60] 就是一般我们的
[960.60-966.22] 就所谓的人员管理薪资这一部分这个也是我们自有的产品
[966.22-969.82] 另外在HR的部分呢我们还有一个招募的系统
[969.82-971.86] 这也是我们自有的产品
[971.86-973.14] 那最主要
[973.14-975.96] 那我们另外还代理了一个
[975.96-977.50] 就是财务的
[977.50-978.52] 编制的
[978.52-981.84] 财务报表编制的系统就是一个Caseware
[981.84-983.90] 这是我们代理的产品
[983.90-985.18] 最主要就是在
[985.18-991.58] 一般企业的部分是最主要就是这些的产品的
[991.58-992.86] 这些产品
[992.86-995.42] 那另外在金融方面呢
[995.42-997.46] 我们主要就是一个是在
[997.46-999.78] 外汇的部分
[999.78-1002.84] 然后一个是在财务
[1002.84-1006.42] 交易的系统比如说衍生性还有说存储
[1006.42-1008.48] 投资组合系统这些
[1008.48-1011.04] 比较属于财务交易类的系统
[1011.04-1014.10] 那另外就是我们目前就是我们在
[1014.10-1015.14] 在开发
[1015.18-1018.26] 在积极推广就是我们刚刚讲过的
[1018.26-1019.78] 我们的
[1019.78-1023.62] 法报啦还有就是
[1023.62-1025.68] 就是所谓的
[1025.68-1028.74] 比如说还洗钱啦
[1028.74-1030.02] 这些
[1030.02-1030.80] 这些
[1030.80-1031.82] 比较
[1031.82-1033.86] 偏向于
[1033.86-1035.40] 合规
[1035.40-1040.52] 的系统这个我们目前也是积极在开发积极在推广
[1040.52-1043.86] 这个就是这个是我们那另外我们在金融方面
[1043.86-1044.62] 我们也
[1044.62-1046.42] 也代理了SWIFT
[1046.42-1050.50] 这个系统我们做在SWIFT上面呢我们有自己的
[1050.50-1055.88] 我们有自己的那个跟他接轨的自行开发的系统跟他配合
[1055.88-1058.18] 这个系统我们目前在国内
[1058.18-1061.52] 金融单位我们算是应该算是
[1061.52-1063.06] 占有率最高的
[1063.06-1067.14] 一个的服务公司
[1067.14-1070.48] 这样不知道你会答你的问题吗
[1070.48-1074.06] 有对公司的业务有更清楚了但不过就也
[1074.06-1077.14] 想了解说那以这样的一个产品分类
[1077.14-1081.74] 然后在形态别营收又分自有人力跟自有产品
[1081.74-1085.06] 那这样的一个区分的用意是说
[1085.06-1087.12] 就是主要是这个
[1087.12-1089.94] 比如说工商系统
[1089.94-1093.78] 大概是大概五六成的这个营收
[1093.78-1100.18] 然后其实主要都是以顾问服务的形式自有人力的方式提供是这个意思
[1100.18-1103.76] 是其实我们希望就是说我们在
[1104.06-1105.86] 在软体的
[1105.86-1107.64] license的部分呢
[1107.64-1110.98] 我们其实是希望我们自有产品卖的越多
[1110.98-1112.76] 对公司是越好嘛
[1112.76-1116.34] 因为这个是license算是一个比较稳定的收入
[1116.34-1117.88] 可以来支持我们
[1117.88-1120.44] 产品后续的研发
[1120.44-1122.24] 那另外就是服务的部分
[1122.24-1126.34] 那服务的部分当然我们会先用我们自己的能量
[1126.34-1127.36] 去服务
[1127.36-1130.42] 那万一说我们自己的能量
[1130.42-1134.02] 不够的时候我们其实也有合作的厂商
[1134.06-1138.66] 也就是我们有下包厂企合作的下包厂商来帮忙我们去
[1138.66-1140.72] 去做这些service
[1140.72-1143.02] 因为刚刚你也提到就是说
[1143.02-1144.30] 有一些合约呢
[1144.30-1146.10] 事实上因为我们今年
[1146.10-1147.38] 比如说我们今年的
[1147.38-1149.42] 能量已经蛮窄
[1149.42-1151.22] 可是有合约还是要执行
[1151.22-1153.00] 那如果说有
[1153.00-1153.78] 适合的
[1153.78-1154.80] 下包厂商呢
[1154.80-1156.58] 我们也会跟他一起合作
[1156.58-1157.86] 去把这个合约
[1157.86-1160.68] 外包出去执行这样
[1160.68-1163.50] 但是我们还是尽量希望说我们自有人力
[1163.50-1164.02] 还是能够
[1164.06-1165.08] 挡控这样
[1165.08-1167.64] 所以自有人力我们还是希望有一个
[1167.64-1169.44] 有一定比例的
[1169.44-1171.74] 的一个
[1171.74-1173.54] 一个支持
[1173.54-1177.12] 那在自有产品方面当然我们是希望说越高越好
[1177.12-1179.42] 这个是我们努力的方向
[1179.42-1182.50] 谢谢就是
[1182.50-1183.26] 那我
[1183.26-1185.82] 就是可以理解说其实因为
[1185.82-1190.68] 公司有很虽然有代理的产品但也很多自有的产品
[1190.68-1193.50] 包含就是有提供顾问服务
[1193.50-1194.02] 那就是
[1194.02-1200.68] 那其实这些只要导入客户端的话未来是不是就是都会变成持续性的一个收入来源
[1200.68-1202.22] 因为正常是
[1202.22-1207.34] 应该有分就是是年收费或者是计收费然后或者是买断
[1207.34-1209.90] 请问通常是比较什么形式的
[1209.90-1214.50] 其实软体有一个
[1214.50-1217.82] 很重要的一个观念就是说他是一个
[1217.82-1220.14] 持续发展的一个
[1220.14-1221.66] 一个服务啦
[1221.66-1223.98] 也就是说其实我们希望说我们
[1224.02-1228.38] 安装上客户开始使用以后呢这是一个
[1228.38-1230.16] 持续不断的发展
[1230.16-1232.98] 那其实客户在使用一个软体以后呢
[1232.98-1234.52] 他有希望说这个
[1234.52-1235.28] 公司是
[1235.28-1236.82] 一直在持续服务
[1236.82-1238.62] 不然这个软体后续
[1238.62-1239.90] 如果说
[1239.90-1242.20] 原来帮他服务这个公司不在了
[1242.20-1244.24] 其实他是很困扰的
[1244.24-1247.82] 所以我们提供就是让客户有一个信心就是让
[1247.82-1250.14] 让客户知道说我们是一个
[1250.14-1251.92] 永续发展的公司
[1251.92-1253.98] 那我们持续提供我们的软体的服务
[1254.02-1254.78] 我们这个
[1254.78-1257.34] 销售软体以后的持续的服务
[1257.34-1258.88] 所以呢我们除了
[1258.88-1260.42] 第一次的服务费用
[1260.42-1261.96] 还有license费用
[1261.96-1266.56] 事实上我们每一年都会有维护费用的收入
[1266.56-1270.14] 这样也可以用来支持我们后续的变化
[1270.14-1272.20] 所以维护对我们来讲也是一个
[1272.20-1276.80] 蛮重要的一个收入来源
[1276.80-1280.64] 太好了那方便了解一下目前2024年跟
[1280.64-1282.44] 2025年第一季
[1282.44-1283.98] 公司整体大概持续
[1284.02-1285.30] 一次性收入跟
[1285.30-1288.88] 一次性收入的比重吗
[1288.88-1292.22] 我们没有去我这边没有实际统计
[1292.22-1294.00] 但是我们是希望说
[1294.00-1296.30] 我们的维护收入最少
[1296.30-1298.86] 能够占到我们30%以上
[1298.86-1301.18] 这个我想我们可能下一次我们要
[1301.18-1302.96] 再详细统计一下
[1302.96-1306.30] 那像我有一两个部门呢
[1306.30-1308.08] 事实上我统计过
[1308.08-1313.20] 他们的维护收入已经可以支撑他们半年的
[1313.20-1313.98] 他们自己
[1314.02-1315.82] 一部门半年的费用
[1315.82-1319.66] 那这样的话这个部分就非常的健康
[1319.66-1321.70] 像他们在做后续的研发
[1321.70-1323.24] 事实上就是很
[1323.24-1325.28] 对产品来讲还是有很棒的一个
[1325.28-1326.30] 一个智力这样
[1326.30-1327.84] 那我们当然希望说
[1327.84-1328.62] 每一个
[1328.62-1330.92] 产品都能够到这样的程度
[1330.92-1332.70] 这个我们也持续统计
[1336.30-1337.58] 有回答你的问题吗
[1337.58-1343.98] 有谢谢非常的对公司非常感兴趣那我想先最后再问一题然后可能时间留给其他先记者
[1344.02-1345.30] 就是
[1345.30-1349.66] 最后就是这边想先问就是在
[1349.66-1353.24] AI或者是AI Agent AI代理的部分
[1353.24-1357.84] 目前已经有什么样的布局已经拿到多少的相关的专案吗
[1357.84-1362.20] 可不可以跟我们分享一下目前这方面产品实际的一个
[1362.20-1364.24] 进展或者是规划
[1364.24-1368.60] 事实上我们目前AI我们是纯粹
[1368.60-1370.14] 属于应用的
[1370.14-1371.16] 部分啦
[1371.16-1373.98] 我们其实AI有分很多的
[1374.02-1375.30] 领域
[1375.30-1377.60] 那以我们公司的形态其实
[1377.60-1380.68] 我们应用对我们来讲是最
[1380.68-1382.98] 最低迫而且是最有帮助的
[1382.98-1385.02] 所以我们一开始是在
[1385.02-1388.36] 是成立了一个AI的
[1388.36-1391.94] 一个研发的小组然后我们才开始从
[1391.94-1392.70] 一两个
[1392.70-1395.02] 部门开始去support他们去
[1395.02-1398.86] 去使用AI其实是我们内部的
[1398.86-1399.62] 使用
[1399.62-1402.44] 就是说帮助他们在产品的开发
[1402.44-1402.94] 还有
[1402.94-1403.98] 在做测试
[1403.98-1405.00] 测试方面的
[1405.00-1406.80] 用AI去帮助他们
[1406.80-1409.36] 他开发的态度以及产品的
[1409.36-1410.90] quality能够提升
[1410.90-1416.02] 那目前我们到目前为止我们已经在今年我们开始全面在推广
[1416.02-1418.82] 包括我们的行政单位我们都希望说
[1418.82-1422.92] 他利用AI来产制他们的报表或者什么样的
[1422.92-1425.22] 让他们工作给他们有帮助
[1425.22-1427.54] 不只在我们技术部门的部分
[1427.54-1430.34] 包括行政部门我们都觉得都会有帮助
[1430.34-1432.90] 那至于说是不是AI去
[1432.90-1433.94] 去往
[1433.98-1435.52] 外帮变成我们
[1435.52-1436.28] 去
[1436.28-1438.84] 做这个service我们是有这个计划
[1438.84-1439.86] 那譬如说
[1439.86-1441.14] 我们也有客户
[1441.14-1443.46] 他希望我们帮忙他去导入
[1443.46-1445.50] 帮忙他们导入AI
[1445.50-1448.58] 那这样的service我们也在观察
[1448.58-1450.36] 我们也有一个专案
[1450.36-1451.90] 目前朝这个方向在做
[1451.90-1453.70] 但是我们现在目前主要还是
[1453.70-1454.98] 让我们内部
[1454.98-1457.28] 先利用AI把我们的生产力
[1457.28-1458.82] 把我们的品质提高
[1458.82-1461.62] 这样应该是对我们是最有
[1461.62-1463.94] 最有快最快最有效益的方式
[1463.98-1465.26] 好谢谢
[1465.26-1470.64] 谢谢
[1470.64-1472.94] 请问其他先进是否还有
[1472.94-1473.96] 提问
[1473.96-1477.54] 华南先进
[1477.54-1479.08] 请说
[1479.08-1483.44] 不好意思请问听得到声音吗
[1483.44-1485.48] 可以听得到请说
[1485.48-1487.54] 不好意思我想询问一下
[1487.54-1488.56] 就是因为我看
[1488.56-1491.12] 刚刚有提到的产品组合部分
[1491.12-1493.94] 那我理解说自有能力的话是自己的
[1493.98-1496.02] 自己家的那个提供顾问符
[1496.02-1498.34] 那非自有人力是指外包吗
[1498.34-1499.62] 对是这个意思吗
[1499.62-1501.66] 然后第二个问题是
[1501.66-1503.70] 那个毛利率变化好像
[1503.70-1505.50] 就是公司毛利变化比较
[1505.50-1508.82] 大一点像可能今年低30%
[1508.82-1511.38] 之前还有到42 45这样子
[1511.38-1513.70] 那我想询问是公司产品组合
[1513.70-1515.48] 这毛利区间可以排序
[1515.48-1516.50] 或是提供一下吗
[1516.50-1517.28] 谢谢
[1517.28-1520.34] 没有错我们
[1520.34-1521.88] 你第一个问题是
[1521.88-1523.94] 所谓的自有人力
[1523.98-1526.02] 跟外包就是等于
[1526.02-1526.80] 我们
[1526.80-1529.36] 就是外包的人力就不属于自有人力
[1529.36-1530.90] 但是因为专案的执行
[1530.90-1532.68] 我们有需要外包的
[1532.68-1534.22] 厂商的配合
[1534.22-1536.26] 那事实上我们也持续
[1536.26-1537.54] 在
[1537.54-1539.60] 在培养在经营
[1539.60-1541.38] 这些下包厂商
[1541.38-1543.18] 让他们也能够跟我们
[1543.18-1544.20] 一起
[1544.20-1544.98] 成长
[1544.98-1547.02] 那事实上包括比如说我们的
[1547.02-1548.56] 治安的训练
[1548.56-1550.34] 执行安全的
[1550.34-1553.16] 要求呢事实上目前我们都
[1553.16-1553.94] 已经要求
[1553.94-1555.48] 我们的校包厂商
[1555.74-1557.78] 要通过我们的治安的要求
[1558.04-1560.08] 这个是我们校包的部分
[1560.34-1563.16] 至于您刚刚提到的毛利的差异
[1563.42-1564.18] 其实
[1564.18-1565.72] 会有变化
[1565.98-1567.76] 是因为我们
[1568.02-1569.56] 会有一些代理产品
[1569.56-1570.32] 譬如说
[1570.84-1572.12] 我们
[1572.62-1574.16] 我们有代理Oracle的
[1574.42-1575.18] EBS
[1575.70-1578.52] 那这个部分呢EBS有一些
[1578.78-1579.80] 是软体的
[1580.06-1580.82] license
[1581.34-1583.90] 那这个金额有时候会稍微大一点
[1583.94-1588.30] 那如果说刚好客户要求我们顺便帮他
[1589.06-1590.60] 购买这个EBS的
[1591.62-1594.94] 软体的时候呢这个时候毛利率就会稍微下降
[1596.48-1598.02] 因为这个是外购的软体
[1598.54-1600.58] 那其实最大的差异会在这里
[1600.58-1602.62] 不然我们的毛利率其实是
[1602.88-1603.40] 除了
[1604.16-1606.72] 有下包以外我们的毛利率几乎都是
