[0.76-2.82] 各位投资先进午安
[125.42-127.28] 醫療需求缺口
[127.28-130.28] On-Mand Medical Need的創新產品
[130.46-134.18] 特別是First in Class跟Best in Class的藥物
[134.26-136.66] 以及具高度創新且
[136.66-139.40] 較大市場潛力的醫療器材
[139.56-142.50] 我們也將密切關注國際趨勢
[142.56-145.84] 包括美國川普政府的醫療政策變化
[145.84-147.96] 可能帶來的投資機會
[147.96-152.36] 並加大力度尋找國際創新旗艦的投資標的
[153.10-157.58] 在加速現有投資組合與資本市場實現價值方面
[157.94-160.12] 隨著政府政策大力支持
[160.12-162.76] 生技醫療產業生態系的發展
[163.04-166.24] 未來生技產業在資本市場的助力下
[166.24-169.08] 將以來絕佳的成長機會
[169.36-172.56] 目前本公司旗下已有三家投資標的
[172.56-175.96] 永生KY、糖基生醫、新藥生醫
[175.96-177.64] 在新貴市場交易
[177.64-182.64] 我們將積極協助符合條件的標的公司掛牌上市櫃
[182.64-186.92] 並持續協助投資組合加速研發與商化進程
[186.92-188.92] 以實現投資價值
[189.32-191.98] 在提升資產管理規模方面
[191.98-194.82] 除了領頭創新型旗艦投資案
[194.82-200.62] 2025年投資重點也涵蓋以尋求初步療效驗證的技術
[200.62-203.20] 包括新藥與醫療器材
[203.20-206.06] 以及已進入商化階段的標的
[206.06-207.60] 透過策略性步驟的進展進行投資計畫
[207.64-211.64] 我們將穩健擴大整體資產管理規模
[211.64-217.64] 在落實責任投資提升永續競爭力方面
[217.64-221.64] 我們將持續推動ESG永續發展各項工作
[221.64-224.64] 落實執行責任投資政策
[224.64-228.64] 2025年我們將強化義和engagement
[228.64-231.64] 提升投資決策的透明度與影響力
[231.64-233.64] 積極與被投資公司對話
[233.64-235.64] 以推動設定企業減碳目標與落實EFG的投資計畫
[235.64-236.64] 以推動設定企業減碳目標與落實EFG的投資計畫
[236.64-237.64] 以推動設定企業減碳目標與落實EFG的投資計畫
[237.64-239.64] 提升投資組合的長期競爭力
[239.64-241.64] 提升投資組合的長期競爭力
[241.64-242.64] 創造本公司,被投資公司及投資人的三盈
[242.64-247.64] 創造本公司,被投資公司及投資人的三盈
[247.64-250.64] 接下來向各位先進說明
[250.64-251.64] 接下來向各位先進說明
[251.64-252.64] 為什麼我們在國際政治情勢動盪
[252.64-255.64] 為什麼我們在國際政治情勢動盪
[255.64-257.64] 關稅政策及貿易戰環境之下
[257.64-260.64] 我們仍然對生技產業的長期成長前景充滿信心
[260.64-262.64] 我們仍然對生技產業的長期成長前景充滿信心
[262.64-264.64] 從歷史數據我們發現
[264.64-266.64] 生技醫療類股具有相對的考驗
[266.64-269.08] 具有相对的抗跌的防御效果
[269.08-271.82] 在2000年网路泡沫期间
[271.82-275.54] NASDAQ综合指数下跌了39.29%
[275.54-279.44] 但是NASDAQ升级指数也就是NBI指数
[279.44-282.64] 却上涨达到22.99%
[282.64-286.60] 另外在2008年金融海啸期间
[286.60-290.82] S&P大盘指数下跌了39.8%
[290.82-295.36] 但是S&P500健康照护类股下跌了25.5%
[295.36-296.88] 是相对幅度比较小
[296.88-301.64] 而NASDAQ的NBI指数更是有下跌12.3%
[301.64-305.74] 所以升级医疗产业因为健康照护需求稳定
[305.74-307.80] 也就是一般我们常讲的刚需
[307.80-310.28] 所以较不受经济循环影响
[310.28-312.68] 升级产业在市场动荡时
[312.68-314.74] 通常表现会优于大盘
[314.74-317.36] 具有相对抗跌的防御效果
[320.02-321.40] 接下来我们再看一下
[321.40-324.92] 最近三个月升级医疗类股的表现
[324.92-328.36] 由于国际市场投资风险持续提高
[328.36-331.32] 根据经济合作暨发展组织
[331.32-332.58] 也就是OECD
[332.58-334.48] 3月17号的报告
[334.48-337.78] 将2025年全球经济成长预测
[337.78-340.92] 由3.3%下修到3.1%
[340.92-344.74] 第二年2026年更进一步
[344.74-347.68] 由3.3%下修到3.0%
[347.68-350.86] 表示美国总统川普的关税政策
[350.86-353.38] 可能进一步冲击全球经济
[353.38-354.90] 推升全球通货货运力
[354.92-357.82] 增加市场的不确定性
[357.82-361.40] 在市场波动加剧的背景之下
[361.40-364.96] 国际资本市场股价普遍看走跌
[364.96-366.74] 但是升级医疗类股
[366.74-369.24] 却展现强劲的防御特性
[369.24-370.24] 逆势上涨
[370.24-372.78] 所以我们从这张图可以看到
[372.78-375.82] 最近三个月S&P500的Healthcare
[375.82-378.06] 跟Nestec的NBI指数
[378.06-380.64] 相较于大盘是逆势成长
[380.64-384.72] 涨幅分别有6.64%跟4.11%
[384.92-387.26] 近期全球升级相关基金
[387.26-388.58] 也有上涨的趋势
[388.58-392.72] 可见投资人资金有转向升级医疗类股
[392.72-394.64] 以作为避风港的趋势
[394.64-396.72] 验证了升级医疗类股
[396.72-398.90] 在不确定世代的抗跌性
[398.90-400.52] 与长期投资价值
[400.52-406.94] 我们从这一张Nestec NBI指数
[406.94-409.96] 跟S&P500长期价格变动趋势
[409.96-411.40] 看长一点
[411.40-413.46] 从2016年开始看
[413.46-414.54] 我们可以看到
[414.92-418.50] 2016年到2019年
[418.50-421.58] 甚至到2020年
[421.58-426.96] 其实它的成长的涨幅是非常的贴近的
[426.96-428.88] 可是我们从2023年以来
[428.88-431.40] 我们看到S&P500指数
[431.40-435.14] 已经累计上涨了47.81%
[435.14-436.96] 当然在中间有很多是因为
[436.96-439.76] AI题材股的资金动能
[439.76-442.42] 但是Nestec的NBI指数
[442.42-444.92] 它也只上涨了5.99%
[444.92-447.74] 这个显示了升级医疗类股的估值
[447.74-451.06] 仍然是在合理的范围之内
[451.06-453.88] 所以在健康照护需求稳定
[453.88-456.70] 升级创新推动产业发展的环境下
[456.70-460.02] 升级医疗类股具有强劲的上涨潜能
[460.02-463.60] 未来渴望在全球市场波动下迎来机会
[463.60-465.40] 而钻石升级投资
[465.40-468.98] 也刚好在加深战略布局
[468.98-470.78] 在这个道路上
[470.78-472.56] 所以因应国际政经局势及资本市场的影响
[472.56-473.08] 所以因应国际政经局势及资本市场的影响
[473.08-473.84] 所以因应国际政经局势及资本市场的影响
[473.84-476.40] 钻石投资除了2025年规划锁定高潜力标的
[476.40-479.98] 钻石投资除了2025年规划锁定高潜力标的
[479.98-482.28] 领头创新旗舰型升级投资案之外
[482.28-484.34] 领头创新旗舰型升级投资案之外
[484.34-486.90] 亦将持续扩大资产管理规模
[486.90-490.74] 并协助符合条件的标的公司挂牌上市柜
[490.74-495.86] 以在资本市场实现价值
[495.86-500.72] 接下来向各位投资先进分享本公司的两则好消息
[500.72-503.80] 第一则是继去年2024年2月
[503.80-509.18] 钻石投资成功被纳入MSCI全球小型指数成分股之后
[509.18-513.78] 在这个月再度受到国际指数公司富时的青睐
[513.78-517.88] 迫选被纳入富时两大指数成分股
[517.88-521.20] 分别是富时全球指数
[521.20-524.02] 全球股票指数系列的微型股以及
[524.02-526.08] 富时全市场指数
[526.08-530.42] 那这个调整已经在前天3月24号正式生效
[530.42-533.76] 进一步提升本公司在国际资本市场的能见度
[533.76-533.78] 进一步提升本公司在国际资本市场的能见度
[533.80-535.34] 与影响力
[535.34-540.20] 钻石投资先后被纳入MSCI跟富时指数
[540.20-545.06] 不仅是对本公司资产规模及股票交流
[545.06-547.36] 交易的流动性的肯定
[547.36-550.70] 更有助于本公司迈向全球资本市场
[550.70-553.52] 未来我们将持续精进营运
[553.52-555.56] 创造更优异的业绩表现
[555.56-561.96] 以回馈投资人长期的支持
[561.96-563.76] 第二则好消息是
[563.76-572.20] S&P CSA Corporate Sustainability Assessment的企业永续评鉴
[572.20-577.32] 它是全球最具权威性指标性的ESG评比之一
[577.32-581.16] 钻石投资第一次自愿参加2024年评鉴
[581.16-586.80] 来自全球52个产业7600个企业的评鉴中脱颖而出
[586.80-589.62] 展现出色的永续经营实力
[589.62-592.44] 其中在S&P Global永续评鉴
[592.44-593.72] 综合金融服务
[593.72-594.74] 类方面
[594.74-598.58] 荣获全球前6%名列前茅
[598.58-600.88] 另外本公司评分63分
[600.88-603.44] 已达S&P永续年鉴
[603.44-605.76] yearbook 62分的标准
[605.76-611.12] 而且也超过了道琼DJSI新兴市场指数52分的门槛
[611.12-616.00] 对未来进一步提升国际能见度奠定良好的基础
[616.00-617.02] 然而
[617.02-621.36] 获得S&P Global国际评鉴的肯定固然值得高兴
[621.36-623.68] 但本公司不会以此自满
[623.72-626.54] 未来我们将持续深耕ESG
[626.54-628.32] 强化永续竞争力
[628.32-632.42] 创造长期稳健的企业价值
[632.42-633.96] 我先做以上说明
[633.96-637.28] 接下来请投资部吴经理向各位先进说明
[637.28-639.84] 2024年第四季财务报告
[639.84-641.38] 谢谢
[641.38-643.18] 谢谢吴总经理
[643.18-645.48] 接下来请吴元廷经理
[645.48-647.02] 为各位说明
[647.02-651.36] 钻石投资2024年第四季财务报告
[651.36-652.40] 吴经理请
[653.72-656.54] 各位投资先进大家好
[656.54-659.86] 我是钻石生技投资的财务经理吴元廷
[659.86-666.00] 接下来由我说明2024年第四季以及2024年度的财务报告
[666.00-669.08] 首先呢因为钻石的行业特性
[669.08-674.20] 每一季都会先向各位说明钻石的营收认列方式
[674.20-677.28] 钻石投资的营业收入主要来自
[677.28-681.36] 已实现以及未实现的投资标的评价损益
[681.36-683.68] 已实现的评价损益是指
[683.68-689.56] 投资标的在其出账面价值与处分时所收取对价间的差额
[689.56-694.94] 例如投资标的A公司在2024年其出的账面价值如果是100块
[694.94-698.52] 在处分时如果处分的价格是120元
[698.52-699.56] 则当年度
[699.56-702.88] 呈现在损益表上已实现的评价利益
[702.88-704.42] 即为20元
[704.42-710.04] 那未实现的评价损益则是指未处分的投资标的在其出与其没
[710.04-711.58] 供应价值的差异
[711.58-713.64] 那所谓的供应价值是怎么处理的
[713.68-714.70] 决定的呢
[714.70-720.08] 钻石目前的投资组合包含了新贵公司以及未上市贵的公司
[720.08-725.20] 新贵公司而且是活络交易的像是永生、唐姬、星耀
[725.20-729.80] 我们是采用每月底的成交均价作为每股供应价值
[729.80-734.42] 而其他未进入资本市场的公司则会依照IFAS的规定
[734.42-737.74] 以评价模型进行评价
[737.74-743.12] 评价方法会根据各投资标的股权性质以及盈利状况而决定
[743.12-743.64] 一般我们是
[743.64-747.22] 采用市场法或者是资产法
[747.22-753.36] 市场法是选用国内外以上市贵的这些同业可类比公司的市场乘数
[753.36-755.68] 例如PB Ratio股价净值比
[755.68-758.48] 或者是最近一年如果有增资者
[758.48-761.82] 则采用该轮增资价格来进行评价
[761.82-768.22] 资产法则是以投资标的账上的资产以及负债来推估公司的价值
[768.22-772.06] 特别股的部分则是采用特别股评价模型
[772.06-773.34] 那因为生技产业的
[773.34-777.18] 风险比较高所以我们内部评价是以保守为原则
[777.18-781.28] 钻石生技的专业团队会先在内部执行评价
[781.28-783.58] 再经由会计师合约或查核
[789.22-794.08] 说明完我们营收认列的方式之后再来看一下2024年
[794.34-797.66] 第4季以及2024年的实际财务状况
[798.42-801.76] 按照刚才所报告的收入认列原则
[802.02-803.30] 2024年第4季
[803.34-805.38] 单季的营业收入为
[805.64-808.98] 负的6亿767万4千元
[809.48-815.62] 2024年度的累计营业收入则为负的22亿2879万1千元
[816.90-822.28] 那主要是来自于已实现以及未实现的这个金融资产评价损失
[822.80-827.40] 已实现的评价损失是处分上柜以及新柜投资标的
[827.66-831.50] 其出供价值与处分时所收取对价间的差额
[831.76-833.30] 那这个部分也包含了
[833.60-837.18] 一部分的佣金手续费以及相关的证券交易税等等
[837.70-840.26] 这个部分的金额大概是16.2
[840.76-841.28] 4亿元
[841.54-846.66] 那未实现的评价损失则是暂时性的供应价值变动所产生的
[846.90-851.26] 主要来自于新柜标的堂记及新药金额大约为
[851.52-853.82] 负的6.06亿
[855.10-860.48] 那税后损益以及每股损益主要是反映了这个刚刚所提到的营收状况
[861.76-863.04] 2024年第4季
[863.34-864.36] 税后每股亏损为
[864.62-865.38] 0.9元
[865.64-869.22] 那2024年度税后的每股亏损则为2.96元
[871.02-872.56] 再来看一下资产负债表
[873.06-878.70] 2024年12月31日现金及月当现金大概是1亿
[878.96-881.00] 622万8千元
[881.26-883.56] 占总资产的1.18%
[884.08-886.64] 按摊销后成本衡量至金融资产
[886.90-888.18] 大概是31亿
[888.42-891.76] 主要是原始到期日超过三个月的定期存款
[892.02-893.30] 占总资产29%
[893.60-894.62] 6.04%
[895.38-898.46] 透过损益按公价值衡量至金融资产
[898.72-902.56] 大概是72亿9456万1千元
[902.82-905.62] 占总资产的68.34%
[905.88-907.42] 较去年底减少了
[907.68-911.52] 34亿主要是处分上柜投资标的合一所致
[912.02-917.40] 那2024年12月31号的净值大约为103.73亿
[917.66-920.74] 总资产则为106.74亿元
[920.98-923.30] 那以上是关于2024年的这个
[923.60-924.10] 财务报告
[927.44-928.72] 再来看一下
[928.98-932.04] 2025年投资组合公价值变动情形
[932.56-936.90] 2024年虽然因为主要投资标的股价波动导致负营收
[937.42-938.18] 2025年
[938.44-942.80] 1到2月累积的营收大概是1亿零240万元
[943.06-944.58] 2月的单月营收
[944.84-946.64] 大概是4.09亿元
[946.90-949.20] 主要是来自新贵投资标的
[949.46-950.98] 公价值的变动
[951.24-953.30] 未上市柜的这些投资标的是
[953.60-955.38] 是依照评价模型来进行评价
[955.64-958.46] 刚刚也有提到通常是采用市场法
[958.98-961.02] 资产法或者是特别股评价模型
[961.54-965.62] 那未上市柜的这些投资标的其实评价波动并不大
[965.88-971.26] 可以了解到钻石的营收主要还是来自进入资本市场的这些投资标的
[971.78-973.30] 刚刚总经理也有提到
[973.56-978.68] 生技医疗类股在不确定世代相对具抗跌性以及长期的投资价值
[978.94-983.30] 那关于各个投资标的在研发以及营运面也都持续
[983.60-984.62] 依照进度前进
[984.88-988.72] 稍后将有投资部的副总裁向各位详细说明
[989.74-992.82] 关于每月投资标的公价值的变动情形
[993.06-996.66] 钻石也会公告在官网以及公开资讯观测站
[997.16-1003.06] 钻石投资的价值是来自于扶植生技独角兽来创造爆发的超额获利
[1003.30-1006.64] 因此我们更看重投资的营运研发进展
[1007.14-1008.94] 以及长期的获利潜力
[1009.20-1012.52] 而不是短期股价的波动或者是评价的变动
[1013.04-1013.30] 以上
[1013.60-1015.14] 是关于财务部分的说明
[1015.38-1015.90] 谢谢
[1017.18-1018.46] 谢谢吴经理
[1019.22-1022.56] 接下来由黄彦珍副总裁向大家说明
[1022.82-1024.60] 生技资本市场动态
[1024.86-1026.66] 投资组合营运进展
[1026.90-1028.70] 以及投资案的介绍
[1028.96-1029.98] 黄副总裁请
[1031.78-1032.80] 各位投资人大家好
[1033.30-1034.84] 我来跟各位报告
[1036.12-1041.50] 近期资本市场的一些动态跟钻石投资组合的营运的进展
[1042.02-1043.30] 那这一页可以看到
[1043.60-1045.64] 刚刚有提到在这一季
[1046.66-1048.72] 在美国的生技产业他其实的
[1048.98-1050.00] 整体趋势往上走
[1050.26-1051.28] 不管从这个
[1051.54-1053.32] 整个大的这个
[1053.58-1054.34] 健康产业
[1054.60-1056.14] BiFarma或者是Biotech的指数
[1056.90-1059.22] 那亚洲的这个状况相对是比较
[1059.46-1060.24] 这个
[1060.50-1061.78] 疲乏的
[1062.28-1066.12] 那主要原因是因为日本市场跟中国大陆市场的这个变动
[1066.90-1069.96] 那但长期面我们还是看好这个整体的进展
[1070.48-1072.78] 那在看到这个
[1073.04-1076.62] 在这一季的重要的上市的案例跟并购案例
[1077.90-1081.48] 上市案例在NASDA上市的这个
[1081.74-1086.60] Massera这一家公司他其实做的是长效型的G2P1
[1087.62-1088.14] 那
[1088.40-1088.90] 所以
[1089.16-1092.74] 可以看到资本市场其实还是非常的支持
[1093.00-1094.80] 这个减重相关的这个
[1095.30-1098.90] 做这个健康控制的这样的一个药物的一个发展
[1099.40-1100.42] 那当然这个
[1100.68-1101.96] 这个
[1102.22-1102.74] Massera的这个
[1103.04-1105.60] 这家公司他做的长效G2P1的药物
[1105.86-1107.14] 那虽然可以去
[1107.64-1110.20] 解决说他可能一个月才打一次药
[1110.46-1111.48] 但其实G2P1
[1111.74-1113.78] 可能带来的潜在的这些
[1114.04-1114.56] 副作用
[1114.82-1115.32] 还是没有被解决
[1115.58-1117.12] 比如说会产生忧郁啊
[1117.38-1118.66] 这样的一些副作用
[1119.68-1121.46] 那第二个并购案就也蛮有趣的
[1121.72-1126.08] 这家公司他是被Johnson & Johnson所并购的
[1126.34-1127.86] Intra Cellular
[1128.12-1128.90] Cerebis
[1129.14-1130.94] 这家公司他做的是
[1131.96-1132.74] 中枢神经的药物
[1133.04-1136.10] 包含了精神分裂跟抑郁症的药物
[1136.36-1137.64] 那已经有一个药物
[1138.16-1139.44] 已经上市了
[1140.20-1142.50] 那这颗药物他可能的Pixel可以达到
[1142.76-1143.28] 4个Billion
[1143.78-1145.84] 那Johnson & Johnson他在这个
[1146.10-1149.68] 其实除了Johnson & Johnson很多药厂都在中枢神经的药物都有些布局
[1149.94-1153.00] 因为在中枢神经也有很多Almimic Cogni
[1153.26-1156.08] 那Johnson & Johnson自己也有两支这个中枢神经的药物
[1156.34-1157.36] 他专业也快过期了
[1157.62-1158.90] 所以也透过这些
[1159.40-1159.92] 并购
[1160.18-1162.74] 去快速的去补充他的这个产品的
[1163.04-1163.80] Portfolio
[1164.32-1167.90] 那这个是在这一季的一些上市跟并购的
[1168.16-1169.44] 项目跟各位分享
[1169.70-1172.50] 那在台湾我们自己的资本市场
[1172.76-1175.32] 在第一季有一家公司上市
[1175.58-1176.86] 两家公司上柜
[1177.12-1178.14] 两家公司新柜
[1178.90-1181.98] 那主要在这一季主要是在医材跟健康照护的
[1182.24-1183.52] 那又一家是新药
[1183.78-1185.30] 是一个做核酸药物的公司
[1185.56-1186.34] 进去新柜市场
[1187.10-1188.90] 那整体的市值还是稳定
[1189.14-1190.42] 还不在成长当中
[1190.68-1191.96] 也是非常的Healthy
[1193.04-1195.86] 那在募资的金额的部分
[1196.88-1198.92] 从右边的这个派图来看
[1199.44-1200.46] 长期的趋势
[1200.72-1204.82] 台湾的资本市场的募资金额主要还是集中在半导体相关的产业
[1205.58-1209.94] 那新型产业在生技医疗产业在第一季其实也占了募资金额的
[1210.18-1211.22] 将近6%
[1211.46-1215.30] 也是Significant的一个emerging的一个产业的类别
[1215.56-1216.08] 那
[1216.34-1220.42] 我们也是看待非常乐观的去看待这一个
[1220.68-1222.74] 生技产业在台湾资本市场的一个
[1223.04-1223.54] 发展
[1223.80-1226.62] 那因为现在很多这个生技公司都有
[1227.14-1231.48] 很好的这个非常Solid的营运的进展也取得了很多投资人的一些
[1232.00-1232.50] 信任
[1234.30-1236.34] 再回到看欧美的
[1236.60-1239.42] 生技的创投的交易的趋势
[1239.94-1242.50] 可以看到在过去这几年
[1242.74-1244.02] 从这个
[1244.28-1247.10] 19年开始到2021 2022
[1247.36-1248.12] 中间有个Peak
[1248.38-1248.90] 这个
[1249.40-1252.22] 这个整个创投交易的趋势的Peak
[1252.48-1254.52] 发生在其实在疫情的这个期间
[1255.04-1258.36] 那在疫情过后虽然这个
[1258.62-1262.98] 这个热情稍微消退回这个疫情前但还是其实一个稳定
[1263.22-1265.02] 上涨的趋势尤其在这两年
[1265.28-1270.90] 这个不管从投资的金额跟案件我们可以看到一些新的技术包含人工智慧的技术
[1271.42-1273.72] 也吸引了很多新的资金
[1273.98-1275.26] 来关注这个产业
[1278.08-1279.62] 接下来跟各位报告
[1279.86-1282.18] 钻石升级我们自己的投资组合
[1282.48-1283.76] 在这一季的
[1284.02-1285.04] 营运进展
[1285.30-1286.32] 分成两个部分
[1286.58-1287.86] 左边的是这个
[1288.10-1289.38] 新药研发跟
