[0.00-3.22] 各位投资先进午安
[425.32-427.10] 就是呈现着一个足迹
[427.10-428.64] 在往上成长的趋势
[428.64-430.86] 那当然刚才提到的
[430.86-433.32] AI产品现在加上VGA的状况
[433.32-434.98] 那本来认为是说
[434.98-436.64] 在Q2的部分来讲的话
[436.64-439.32] 因为整个Q1的基期电的比较高
[439.32-440.52] Q2可能会
[440.52-442.86] 因为本来是一般消费型
[442.86-444.06] 包含Motorboat VGA
[444.06-446.32] 本来是在Q2是属于淡季
[446.32-447.94] 那今年来看的话
[447.94-450.24] 我们看到的情况的状况是
[450.24-452.70] Motorboat确实还是会受到淡季的一些影响
[452.70-454.36] 所以Motorboat在QOQ来讲
[454.36-455.56] 还是呈现一个下滑
[455.56-457.56] 但是VGA部分来讲的话
[457.56-459.82] 市场的需求还是蛮乐弱的
[459.82-462.56] 所以整个QOQ来看的话
[462.56-463.56] 还是会持续
[463.56-465.60] 那再加上整个AI产品线
[465.60-467.90] 现在的客户群越来越多
[467.90-470.98] 所以开始有比较多的客户
[470.98-472.32] 会拉的比较大的单子
[472.32-474.70] 所以目前来看QOQ来讲的话
[474.70-477.78] 应该还是会有一个还不错的成长力道
[477.94-478.94] 但是在今年来看
[478.94-480.70] 跟上半年来看的话
[480.70-482.94] 目前整体来看
[482.94-485.06] 先扣掉美国关税
[485.06-486.56] 这个比较不确定的因素
[486.56-488.56] 如果以目前的状况来看
[488.56-491.36] 下半年应该还是会明显优于上半年
[491.36-493.36] 只是现在最大的一个变数
[493.36-495.94] 就是看美国关税对产生出来的影响
[495.94-499.36] 会不会有比较可能出乎预期的影响数
[499.36-500.86] 不然的话原则上
[500.86-502.36] 目前来看今年下半年
[502.36-504.06] 整个业绩的成长力道
[504.06-506.94] 都还是算蛮乐观的
[506.94-507.94] 所以整体OVO来看
[507.94-511.94] 应该会过去未来整个到下半年来看
[511.94-513.94] 应该都还会是一个呈现一个
[513.94-515.94] 还不错的成长力道
[515.94-518.94] 整个产品销售的状况来讲
[518.94-519.94] 就会有比较大的变动
[519.94-521.94] 因为以往刚才提到
[521.94-522.94] 以往在整个Motorboat
[522.94-523.94] 我们占比是一个
[523.94-525.94] 大概甚至有高达九成的部分
[525.94-527.94] 但是目前来讲
[527.94-530.94] 因为SERVO VGA跟其他产品系的
[530.94-535.94] 开始有比较大的一些收获的情况之下
[535.94-536.94] 所以Motorboat这部分的占比
[536.94-538.94] 就会明显的看得出来
[538.94-540.94] 它是整个趋势就一直往下
[540.94-542.94] 到了今年第一季来讲的话
[542.94-545.94] 它甚至已经降到了30%以下
[545.94-547.94] 反而SERVO的部分
[547.94-550.94] 因为整个AI产品线的带动的状况
[550.94-553.94] 所以它现在已经变成整个华擎集团
[553.94-554.94] 营收占比最高的
[554.94-556.94] 目前有可能在今年下半年
[556.94-558.94] 有可能会突破五成的几率
[558.94-560.94] 另外一个产品线的话
[560.94-564.94] 就是我们这其他项主要就是VGA的产品项
[564.94-565.94] VGA因为今年的产品线
[566.94-569.94] 来看的话整个产品的需求还蛮热络的
[569.94-572.94] 所以目前来看VGA的整个产品线
[572.94-574.94] 甚至未来有机会跟
[574.94-577.94] 在短期在未来第二季第三季
[577.94-581.94] 甚至有可能超过Motorboat的水准
[581.94-588.94] 但比较不好的因素
[588.94-590.94] 大概就是我们的莫力的趋势来看
[590.94-593.94] 整个莫力的趋势因为在AI跟VGA
[593.94-596.94] 这两个产品线一直持续的比较快的
[596.94-597.94] 快速成长之下
[597.94-599.94] 所以使得整个公司
[599.94-601.94] 虽然整个莫力的饼是在扩大
[601.94-604.94] 但是整个毛利率却是在往下的
[604.94-606.94] 以目前来看的话
[606.94-608.94] 因为就现在这个阶段来看的话
[608.94-611.94] 我们来看不管是今年第二季
[611.94-613.94] 或者是今年下半年来看
[613.94-617.94] AI的占比可能在我们整个比重的
[617.94-620.94] 往上提升的几率还是相对的比较高
[620.94-622.94] 所以整个overall来看的话
[622.94-624.94] 整个毛利率的部分的话
[624.94-626.94] 估计还是会在往下滑的一个状况
[626.94-629.94] 那尤其是第二季整个汇率的影响因素
[629.94-632.94] 对整个毛利的影响会有产生一个比较大变动
[632.94-635.94] 这可能先跟各位先进说明一下
[635.94-637.94] 以往华擎集团来讲的话
[637.94-639.94] 我们在美金的变动
[639.94-642.94] 对我们的获利绝对只会有影响
[642.94-643.94] 但是对我们的
[643.94-646.94] 因为我们的买料跟卖料都是用美金计价
[646.94-648.94] 所以对毛利率影响不大
[648.94-650.94] 但因为现在东勤
[650.94-652.94] 对不起
[652.94-653.94] 永勤来讲的话
[653.94-654.94] 因为他的交易模式
[654.94-656.94] 他的主体是全都是美金
[656.94-658.94] 而他主体是在台湾为主
[658.94-660.94] 永勤目前朝着独立性的发展
[660.94-664.94] 他也比较多的原物料都是由他自己采购
[664.94-667.94] 在这种情况因为功能性货币的影响之下
[667.94-668.94] 他进钥的时候
[668.94-671.94] 他需要先从美金变成台币数
[671.94-673.94] 所以COGS这一块来讲的话
[673.94-678.94] 他会看当美金在贬值的情况之下
[678.94-681.94] 这部分就会相对影响到永勤的毛利率
[681.94-682.94] 但这一块
[682.94-684.94] 但对于整体overall来看
[684.94-686.94] 对永勤的获利影响不大
[686.94-690.94] 因为虽然他这一块会产生出来一个比较大的成本
[690.94-693.94] 造成因为汇率的变动造成成本提升
[693.94-698.94] 但因为这一块会产生相对应的应付账款这一些
[698.94-700.94] 或者预售货款这一部分
[700.94-701.94] 那这部分来讲的话
[701.94-704.94] 其实会反映在他的汇兑收益上面
[704.94-705.94] 所以在接下来的话
[705.94-708.94] 可能各位在看第二季的季报的时候
[708.94-710.94] 会看到华勤的整个合并
[710.94-712.94] 或者永勤的报表会有比较不一样的是
[712.94-715.94] 毛利率可能会比较往下降
[715.94-716.94] 但是
[716.94-720.94] 会有比较大的一块业外的反映在这块身上
[720.94-726.94] 那主要就是因为功能性货币的财报功能性货币的定价的关系
[726.94-729.94] 使得他原本会产生在毛利端的
[729.94-731.94] 变成产生在业外端
[731.94-734.94] 那这部分会有对整个毛利率的影响还是会
[734.94-736.94] 那以目前今年第二季来看的话
[736.94-738.94] 他大概会影响到
[738.94-739.94] 大概
[739.94-741.94] 以整个华勤来看的话
[741.94-744.94] 甚至有可能会影响到2到3个百分点
[744.94-746.94] 这样的一个影响因素在
[746.94-749.94] 那营业利益的部分跟这部分的话
[749.94-750.94] 大概6%
[750.94-752.94] 那这部分也会刚才提到
[752.94-756.94] 他也因为会受到说整个毛利率
[756.94-758.94] 这个因为汇率升值的关系
[758.94-759.94] 台币升值的关系
[759.94-761.94] 所以会让这个部分
[761.94-763.94] 目前来看毛利率应该会往下
[763.94-766.94] 那营业利率应该会微幅的往下波动
[766.94-768.94] 那整个净利率来讲的话
[768.94-771.94] 应该是有机会在比较持平
[771.94-774.94] 或往上提升这样一个趋势的状况
[774.94-775.94] 几率会比较大一点
[776.94-779.94] 那以上是一些财务的一些说明
[779.94-781.94] 那接下来会把时间留给我们总经理
[781.94-782.94] 跟各位说明一下
[782.94-784.94] 我们整个各个产品线的现况
[784.94-786.94] 跟一些未来的展望
[791.94-793.94] 大家好
[793.94-795.94] 那个跟大家说明一下
[795.94-797.94] 一个一个产品分开来谈
[797.94-799.94] 那首先谈主机板的部分
[799.94-800.94] 主机板的话
[800.94-803.94] 第二季目前看起来就是CO pattern
[803.94-804.94] 就是往淡季走
[804.94-806.94] 那各个市场进行的
[806.94-807.94] 几乎都一样
[807.94-811.94] 但是AMD的那个中高级还是非常强
[811.94-813.94] 目前的占比还是很高
[813.94-816.94] 所以这部分的话也是比较好的
[816.94-819.94] 那预期看下半年的话
[819.94-820.94] 我们目前看起来
[820.94-823.94] 应该AMD维持这样子强势
[823.94-825.94] 没有什么太大的问题
[825.94-827.94] 那整体市场的话
[827.94-829.94] 就是进入Q路进入淡季
[829.94-830.94] 那Q3
[830.94-833.94] so far看起来客户的反应的话
[833.94-835.94] 都还蛮strong的啦
[836.94-839.94] 所以我们认为今年Modelboard应该可以
[839.94-840.94] 维持一个成长的态势
[840.94-841.94] 没有太大的问题
[841.94-843.94] 这个是属于主机板的部分
[843.94-846.94] 那VGA的部分的话
[846.94-848.94] 现在看起来AMD的
[848.94-850.94] momentum还是存在
[850.94-853.94] 所以其实我VGA Q2
[853.94-855.94] 我印象中好像可能会比Q1好一些
[855.94-858.94] 对那Q3的话
[858.94-861.94] 现在看起来Supply
[861.94-865.94] 有可能可以跟Q2差不多
[865.94-867.94] 变好的机会不大
[867.94-869.94] 可能要到Q3底
[869.94-870.94] 所以我们现在预计
[870.94-872.94] VGA在Q3的话
[872.94-873.94] 有可能是跟Q2一样
[873.94-875.94] 维持在一个比较强的
[875.94-878.94] 但是我们希望是Q4的时候
[878.94-879.94] 可以在
[879.94-881.94] Q4 Supply应该会更好
[881.94-883.94] 然后Q4的底面也会更强
[883.94-885.94] 所以我们是希望在Q3 Q4
[885.94-887.94] 在VGA这边的话
[887.94-889.94] 可以沿路往上
[889.94-891.94] so far如果是这样的话
[891.94-893.94] 那等于是VGA等于是从Q1 Q2 Q3 Q4
[893.94-894.94] 一路上去
[894.94-896.94] 那这是个比较好的现象
[896.94-899.94] 那so far毛利的话还蛮稳定的
[899.94-900.94] 在VGA这边
[900.94-902.94] 再来在
[902.94-905.94] 我们新产品Power Supply跟Monitor
[905.94-907.94] 现在是越来越好
[907.94-910.94] 那Power Supply上半年因为我们缺货
[910.94-913.94] 缺货所以有限
[913.94-915.94] 那第三季第四季开始
[915.94-917.94] Supply会好很多
[917.94-919.94] 那我们预期第三季第四季包括
[919.94-922.94] Power Supply跟Monitor的话越来越好
[922.94-924.94] 那小系统的部分的话
[924.94-928.94] 今年比较持平一点
[928.94-930.94] 主要是因为几个大的客户
[930.94-932.94] 他们在标案上没有太大的斩获
[932.94-934.94] 所以小系统这边的话就比较稳
[934.94-935.94] 比较持平一点
[935.94-937.94] 大概今年可能在一个平盘
[937.94-939.94] 不太可能会成长
[939.94-941.94] 这是小系统的部分
[941.94-943.94] 那接下来的话
[943.94-945.94] 我们再来谈一下那个Server的部分
[945.94-949.94] Server的话我们分Jeric跟AI的Server
[949.94-951.94] Jeric的话目前看起来就跟我们之前
[951.94-953.94] 跟大家报告的一样
[953.94-955.94] 基本上今年还是成长
[955.94-957.94] 但是他的涨幅大概就是double digit
[957.94-960.94] 至于说但不会是很高的double digit
[960.94-962.94] 就是不会像去年是翻倍
[962.94-964.94] 那今年应该还是我指一个double digit的成长
[964.94-965.94] 没有问题
[965.94-967.94] 现在看起来还蛮顺的
[967.94-970.94] 然后这一边的话
[970.94-973.94] 毛利率ASP都还蛮稳定的
[973.94-976.94] 那在AI的部分的话
[976.94-979.94] 本来我们是有点担心第二季会比较slow
[979.94-981.94] 那现在看起来还不错
[981.94-983.94] 那但是我们目前
[983.94-986.94] 遇到的问题是有一些level 6的
[986.94-988.94] Ballabong的料我们有一些缺
[988.94-991.94] 可能我们当时下的不够Grease
[991.94-994.94] 所以变成有点影响到Q2的出货
[994.94-998.94] 那但是Q3这些陆陆续续在
[998.94-1000.94] 7月底8月应该会解决
[1000.94-1004.94] 所以看起来Q3的demand还不错
[1004.94-1009.94] 那看这个AIso far看起来是蛮强的
[1009.94-1012.94] 那不止Q3我们甚至认为Q4
[1012.94-1014.94] 都还不会太差
[1014.94-1017.94] 可能可以一路就是还不错的
[1017.94-1019.94] momentum这样往上
[1019.94-1021.94] 然后另外
[1021.94-1024.94] 所以现在看起来整体server的话
[1024.94-1027.94] 今年so far看起来是还蛮positive的
[1027.94-1033.94] 就是有可能是QoQ就是基本上可以一路往上
[1033.94-1036.94] 那至于大家担心的毛利的问题的话
[1036.94-1039.94] Q2毛利比较差一点
[1039.94-1041.94] 那Q3应该会好一些
[1041.94-1043.94] Q3 Q4应该会再好一些
[1043.94-1047.94] 因为我们有计划性的要稍微调整一下我们的毛利
[1047.94-1050.94] 所以整体看起来下半年
[1050.94-1053.94] 我们认为会比上半年好
[1053.94-1057.94] 我们现在看到的市况会比上半年再好一些
[1057.94-1064.94] 那so far主要的市场还是集中在北美亚太区为主
[1064.94-1066.94] 欧洲的AI比较少一点
[1066.94-1068.94] 说实在的比较少一些
[1068.94-1070.94] 那主要还是在北美跟亚太区
[1071.94-1074.94] 那现在看起来市场是还不错
[1074.94-1077.94] 这是有关server的部分
[1077.94-1079.94] 那IPC的话
[1079.94-1081.94] 我们现在看起来是越来越好
[1081.94-1086.94] 就是去等于是有大概两年的时间
[1086.94-1090.94] 在一个平的很freight的地方休息
[1090.94-1093.94] 那从去年第四季开始陆陆续续
[1093.94-1095.94] 那今年第一季第二季
[1095.94-1097.94] 我看第二季应该是会比第一季好啦
[1097.94-1099.94] 那第三季看起来也不错
[1099.94-1101.94] 所以overall我觉得今年的IPC
[1101.94-1103.94] 回到比较正常的momentum
[1103.94-1105.94] 回到double digit的成长
[1105.94-1109.94] 那ASP看起来因为我们走一些
[1109.94-1111.94] 往系统方向走
[1111.94-1114.94] 所以IPC的ASP会上涨量也会上涨
[1114.94-1117.94] 所以overall来看我觉得下半年的IPC
[1117.94-1121.94] 会比今年上半年有一个比较好的成长性
[1121.94-1125.94] 那现在有一些案子慢慢都开花结果
[1125.94-1128.94] 然后第三季第四季也还不错啦
[1128.94-1131.94] 那我觉得IPC比较大的成长会是在
[1131.94-1133.94] 明年
[1133.94-1134.94] 会是在明年
[1134.94-1136.94] 因为有一些大的案子在明年陆陆续续开出来
[1136.94-1139.94] 那要不然来看就是说
[1139.94-1141.94] 现在的市况来讲的话
[1141.94-1143.94] Consumer的生意来看的话
[1143.94-1145.94] 目前为止还不错啦
[1145.94-1147.94] 但我们比较担心的是
[1147.94-1150.94] Consumer到了那个
[1150.94-1155.94] 就是美国的市场会不会有一些变化
[1155.94-1157.94] 那我们跟客户聊了很多
[1157.94-1159.94] Computers的时候跟客户聊了很多啦
[1159.94-1160.94] 跟所有的美国的大客户
[1160.94-1162.94] SR的大客户
[1162.94-1164.94] 因为基本上都是我们很主要的客户
[1164.94-1166.94] 大家对于今年的市况
[1166.94-1168.94] 北美的市况
[1168.94-1170.94] 他们都还蛮有信心的
[1170.94-1172.94] 但是对于后年到明年就比较
[1172.94-1174.94] 没办法
[1174.94-1175.94] 就是比较保守看待
[1175.94-1177.94] 因为可能一些关税的影响啊
[1177.94-1179.94] 通盘的影响到了
[1179.94-1181.94] 明年才会真的发酵
[1181.94-1182.94] 那overall今年来看的话
[1182.94-1184.94] 大家是还觉得就是说
[1184.94-1186.94] Consumer even是Consumer这边
[1186.94-1187.94] 大家觉得还不错
[1187.94-1189.94] 那只要美国稳住
[1189.94-1191.94] 其他国家其他区域
[1191.94-1193.94] 我们认为是都还不错
[1193.94-1195.94] 那另外再来就是说
[1195.94-1200.94] 因为美元贬值的情况的话
[1200.94-1201.94] 以我们出口厂商来讲的话
[1201.94-1202.94] 就两个影响
[1202.94-1204.94] 一个影响当然是因为台币升值
[1204.94-1206.94] 台币升值对我们最大的问题
[1206.94-1209.94] 就是接下来赚的美金换为台币变少
[1209.94-1210.94] 那这个是长期的
[1210.94-1212.94] 当你从33变成30的时候
[1212.94-1213.94] 你就10%
[1213.94-1215.94] 10%你赚的钱就少了10%
[1215.94-1216.94] 换成台币就少了10%
[1216.94-1217.94] 可是overall来讲
[1217.94-1218.94] 以我们公司来讲
[1218.94-1221.94] 10%overhead是在台币上头
[1221.94-1224.94] 所以其实对我们的获利是会有影响的
[1224.94-1229.94] 那这一次性的汇兑的收益或损失
[1229.94-1231.94] 对我们来讲反正就一次性
[1231.94-1232.94] 一个caller就解决的事情
[1232.94-1233.94] 那不是重点
[1233.94-1235.94] 重点是当你台币从33成到30
[1235.94-1237.94] 如果未来升到28的时候
[1237.94-1241.94] 这才是一个比较长期需要去克服的
[1241.94-1242.94] 因为那等于是
[1242.94-1244.94] 讲白点这东西没得避
[1244.94-1245.94] 没得避险
[1245.94-1246.94] 然后你变成你赚的钱
[1246.94-1248.94] 从100块
[1248.94-1249.94] 变成3300
[1249.94-1250.94] 变成2800的
[1250.94-1252.94] 现在是2950嘛
[1252.94-1253.94] 那都变成2800的时候
[1253.94-1254.94] 你赚的钱就变少了
[1254.94-1255.94] 这边才是最大的问题
[1255.94-1256.94] 但这个是每个公司
[1256.94-1258.94] 出口公司都会去面对的
[1258.94-1261.94] 那我们唯一能做就是把生意做大
[1261.94-1263.94] 让我的饼变大之后
[1263.94-1264.94] 我赚的钱变多之后
[1264.94-1266.94] 我赚的美金变多之后
[1266.94-1268.94] 可以去cover这一块
[1268.94-1270.94] 因为汇兑少整个损失
[1270.94-1272.94] 好这个是属于汇兑方面的
[1272.94-1273.94] 但是另外一个点来讲
[1273.94-1275.94] 因为我们是出口厂商
[1275.94-1277.94] 我们的客户除了美国之外
[1277.94-1278.94] 我还有中南美洲
[1278.94-1279.94] 我还有欧洲
[1279.94-1280.94] 我还有东南亚
[1280.94-1282.94] 当这些国家的币值往上升的时候
[1282.94-1284.94] 他的消费率其实是上升的
[1284.94-1288.94] 所以对这些国家的生意其实是好的
[1288.94-1289.94] in general来讲
[1289.94-1292.94] 只要美国不要有大衰退
[1292.94-1294.94] 当你其他的货币上升的时候
[1294.94-1296.94] 他们的消费率是变强的
[1296.94-1298.94] 变成我们在这些地方的生意
[1298.94-1299.94] 其实上是可以变好
[1299.94-1300.94] 是可以变好
[1300.94-1304.94] 所以当然就是说
[1304.94-1306.94] 汇率的问题会造成
[1306.94-1307.94] 我们的货币
[1307.94-1309.94] 我们直接面对一个就赚的钱变少
[1309.94-1313.94] 但是有可能我们在美国以外的生意可以变强
[1313.94-1314.94] 这是我们想要的
[1314.94-1315.94] 比如中南美洲
[1315.94-1317.94] 我现在阿根廷就比两年前好很多
[1317.94-1320.94] 两年前阿根廷几乎是一滩死水
[1320.94-1322.94] 现在慢慢生意都回来了
[1322.94-1323.94] 毛利也还不错
[1323.94-1325.94] 拉美是这样
[1325.94-1329.94] 欧洲从1.04 1.05
[1329.94-1332.94] 现在涨了10%到1.14 1.15的话
[1332.94-1334.94] 其实对欧洲经济
[1334.94-1335.94] 轨迹也是会比较好的
[1335.94-1337.94] 欧洲是被乌克兰拖累了
[1337.94-1338.94] 整个欧洲没有信心
[1338.94-1341.94] 但是当你的币值来到1.14 1.15的时候
[1341.94-1343.94] 其实轨迹我们可以看到
[1343.94-1345.94] 它的momentum会存在
[1345.94-1346.94] 东南亚也是
[1346.94-1347.94] 东南亚其实现在是蛮强的
[1347.94-1351.94] 因为整体东南亚的经济其实都还不错
[1351.94-1355.94] 然后东南亚相对整个GDP的成长
[1355.94-1357.94] 还有人口的也是年轻
[1357.94-1359.94] 有些人口红利还是存在
[1359.94-1361.94] 所以我们比较看好的是
[1361.94-1362.94] 以consumer来讲的话
[1362.94-1364.94] 基本上
[1364.94-1366.94] 虽然美国有可能会有一些
[1366.94-1369.94] 比较平稳
[1369.94-1371.94] 但是我们认为其他国家
