[0.00-8.58] 各位投资先进午安
[538.38-541.44] 所以强化了我们整体的营运体质
[541.44-546.32] 另外加进营业外收入后本季的最前期
[546.32-549.12] 3,225万元
[549.12-552.20] 年增幅是超过了114%
[552.20-556.30] 扣除所得税后我们的净利是2546万元
[556.30-559.62] 比去年同期是成长了112%
[559.62-562.96] 我们的每股盈余是来到了0.34元
[562.96-566.80] 是我们近年来同期的最佳表现之一
[566.80-566.82] 是我们近年来同期的最佳表现之一
[566.84-569.92] 接下来是资产负债表
[569.92-572.22] 截至今年的第一季末
[572.22-575.80] 我们的资产总额是新台币25.2亿元
[575.80-578.62] 年增约5.6%
[578.62-581.68] 主要是来自于我们的营运规模的扩张
[581.68-583.74] 以及现金部位的提升
[583.74-586.80] 我们在资产构成的方面我们来说明
[586.80-590.90] 在现金的部分我们是5.36亿元
[590.90-592.70] 年增16.3%
[592.70-596.80] 显示我们的资金弹性跟安全缓冲是充足的
[596.80-599.88] 在应收账款的部分是4.52亿元
[599.88-601.40] 年增17%
[601.40-605.24] 跟我们第一季出货的成长是相呼应
[605.24-608.84] 在存货所谓的部分是4.57亿元
[608.84-610.36] 年增10.2%
[610.36-613.96] 我们反映了旺季的备货跟客户的需求
[613.96-616.26] 其他资产方面我们是稳定的
[616.26-619.08] 整体的资产结构是维持平衡
[619.08-622.66] 在负债方面我们的负债总额是6.43亿元
[622.66-624.44] 年增10.3%
[624.44-626.76] 主要是主要与应付账款
[626.76-629.32] 跟营运扩张的需求增加有关
[629.32-632.14] 我们整体的负债比是25.5%
[632.14-634.18] 维持在保守的水准
[634.18-637.26] 显示我们财务杠杆的运用是稳当的
[637.26-641.86] 在权益的总额是18.7亿元
[641.86-643.14] 年增4%
[643.14-646.98] 反映了我们营运的持续累积跟获利的稳定
[646.98-651.34] 在流动性方面我们的流动比率是371%
[651.34-653.64] 速动比率是273%
[653.64-655.44] 我们都高于一般的水准
[655.44-656.72] 显示我们的短期长在
[656.76-659.06] 能力是非常的充足
[659.06-662.64] 整体而言我们的资产负债结构是稳健的
[662.64-664.44] 资金的运用灵活
[664.44-665.72] 有足够的财性资因
[665.72-669.04] 未来的成长跟投资的需求
[669.04-672.38] 最后我们来看现金流量表
[672.38-674.16] 在营业活动方面
[674.16-678.78] 我们本期的净现金流出约2167万元
[678.78-681.84] 主要是因为存货跟应付货款的增加
[681.84-686.72] 对应我们出货量跟备货的需求的同步成长
[686.72-689.28] 这是属于正常的盈利循环变动
[689.28-692.60] 也反映出我们市场需求的难闻见
[692.60-697.22] 在投资活动方面我们净现金流出约4.18亿元
[697.22-700.80] 主要是将我们部分的前置资金配置到每年定存
[700.80-702.34] 作为资金管理的预还
[702.34-704.38] 提升我们的资金效率
[704.38-709.24] 在投资活动的部分我们净现金流出约783万元
[709.24-712.84] 主要是用我们租赁本金的偿还
[712.84-714.36] 整体来看
[714.36-716.68] 我们虽然本期的现金净流出约780万元
[716.68-720.26] 但主要是来自于保守性的资金调度
[720.26-727.68] 截至第一季底我们仍持有5.36亿元的现金跟预章现金
[727.68-732.30] 维持良好的流动性跟财务安全的缓冲
[732.30-734.86] 以上是本期的财务重点说明
[734.86-736.40] 谢谢大家的聆听
[736.40-738.70] 接下来关于盈余展望的报告
[738.70-743.04] 我们有许指行长来跟各位先进说明
[743.04-745.10] 线上的投资先进
[745.10-746.12] 大家
[746.12-747.66] 午安大家好
[747.66-749.20] 我是今年电子
[749.20-750.98] 执行长习志达
[750.98-752.78] 对于未来的展望
[752.78-754.32] 也就是我们公司
[754.32-756.36] 未来成长的引擎
[756.36-759.68] 我分四部分跟大家说明
[759.68-761.74] 第一个就是UPID
[761.74-763.28] 业务的推广
[763.28-766.86] 第二个就是Window on Arm
[766.86-770.44] 第三个是物流与人面市场
[770.44-775.82] 第四个是智能自动化的解决方案
[775.82-780.94] 第五个就是RFID的业务推广
[780.94-785.04] 这张图可以看出来
[785.04-788.88] 这个资料显示是所谓的RFID的标签
[788.88-790.16] 它到
[790.16-791.94] 2028年
[791.94-794.50] 它的标签的复合成长率
[794.50-795.78] 就出入的数量
[795.78-798.86] 会有24%的成长
[798.86-802.96] 其中大部分都在服事业
[802.96-805.26] 有57%
[805.26-807.82] 营收业有29%
[807.82-811.66] 占有这个标签出口量29%
[811.66-814.22] 物流业有7%
[814.22-819.08] 医疗业有4%
[819.08-820.62] 那在这张图里面
[820.62-821.90] 在这个市场
[821.90-823.94] 这四个市场的应用里面
[823.94-826.00] 可以看出来服事业
[826.00-828.30] 其实还是属于这种
[828.30-831.38] 市场高度导入的阶段
[831.38-832.66] 市场
[832.66-834.96] 持续的在成长
[834.96-838.04] 那像是这个Unicor
[838.04-839.56] 还有Zara
[839.56-842.64] 已经使用RFID来取代
[842.64-843.92] 条码
[843.92-846.22] 做这个库存盘点
[846.22-848.52] 还有结账的应用
[848.52-850.06] 那最主要是要
[850.06-852.12] 这个降低
[852.12-854.42] 结账
[854.42-856.72] 客户等候的时间
[856.72-858.76] 另外就是降低
[858.76-859.54] 过季
[859.54-860.56] 产品的
[860.56-862.36] 库存
[862.36-864.92] 另外就是也是减少呆滞的库存量
[864.96-866.24] 这是服事业
[866.24-867.52] 最使用的
[867.52-869.56] 最主要的应用
[869.56-872.64] 那另外零售业最主要是用在
[872.64-873.92] 智慧零售
[873.92-876.48] 及环围的应用场景
[876.48-879.56] 当然还有一些用在高价值的商品
[879.56-881.86] 那智慧的零售
[881.86-883.64] 最主要就是
[883.64-884.92] 无人商店
[884.92-885.96] 还有
[885.96-886.98] 自治的
[886.98-889.80] 结账的应用
[889.80-892.60] 那Walmart已经使用RFID
[892.60-894.40] 在供应链的管理
[894.96-896.24] 最主要
[896.24-898.04] 也是在
[898.04-900.08] 加速作业的效率
[900.08-901.62] 另外就是降低
[901.62-903.92] 过季商品的库存
[903.92-906.22] 以减少呆滞库存
[906.22-907.24] 那物流业
[907.24-911.60] 是用在智慧仓储以及供应链的追踪
[911.60-914.16] 像美国的BetaExpress
[914.16-918.00] 已经在美国本土使用这个RFID
[918.00-920.56] 来加速迫印的作业
[920.56-921.58] 那
[921.58-923.88] 最主要是要减少人力
[923.88-924.66] 解决
[924.66-927.48] 人力短缺的问题
[927.48-929.52] 那第四个就是医疗业
[929.52-931.58] 那医疗业最主要在
[931.58-932.60] 这个
[932.60-933.88] 做这个
[933.88-935.42] 管制药品的管理
[935.42-937.20] 另外就是
[937.20-939.00] 病患的
[939.00-941.04] 副业的管理
[941.04-943.10] 另外所谓动物管理
[943.10-944.38] 大部分指的是
[944.38-945.40] 宠物
[945.40-948.72] 还有就是细木业的管理
[948.72-950.78] 下给
[950.78-951.54] 那
[951.54-954.62] 今年电子在RFID的产品开发已经
[954.62-955.90] 很多年了
[955.90-956.66] 那
[956.66-957.94] 也很多年
[957.94-962.30] 那除了有这个实体按键的RFID的Reader
[962.30-965.12] 那也有握把式的RFID的Reader
[965.12-967.42] 另外有RFID的模组
[967.42-970.74] 另外也有长短记忆的RFID的Reader
[970.74-973.06] 那从去年开始我们
[973.06-975.36] 今年底我们也有三个产品
[975.36-978.94] 陆续的上市
[978.94-983.04] 那我就一个一个来跟各位做说明
[983.04-984.58] 第一个是PA728
[984.62-986.16] 第一个UHF
[986.16-988.72] 那这个是针对零售
[988.72-990.50] 还有服饰餐饮
[990.50-992.56] 应用
[992.56-995.38] 的短记忆的RFID的Reader
[995.38-997.42] 它的特色是
[997.42-1000.50] 这个PDA里面有内含的
[1000.50-1001.26] 条码
[1001.26-1005.10] 及RFID的Reader的模组
[1005.10-1006.64] 那读取的记忆是
[1006.64-1009.20] 短记忆是1.2米
[1009.20-1010.48] 那它有
[1010.48-1012.52] 所谓的携带方便
[1012.52-1014.58] 还有重量轻
[1014.62-1018.72] 所以非常适合在服饰业的应用
[1018.72-1023.32] 另外PA7281也内含了4G跟WiFi
[1023.32-1027.16] 那实际上就是一个行动的电脑
[1027.16-1028.44] 以及手机
[1028.44-1030.24] 那内含GEN2的
[1030.24-1032.28] 最新的Protocol
[1032.28-1033.82] 通信的标准
[1033.82-1037.92] 所以RFID的读取的效能特别好
[1037.92-1043.30] 那第二个是RP300
[1043.30-1044.58] 那这个产品是
[1044.62-1047.18] 针对仓储物流
[1047.18-1048.98] 及零售应用的
[1048.98-1052.82] 短记忆的RFID的Reader
[1052.82-1055.12] 那这个产品是多平台的
[1055.12-1057.16] 是1G多用
[1057.16-1059.22] 那它可以单独使用
[1059.22-1060.24] 可以读条码
[1060.24-1061.78] 也可以读标签
[1061.78-1063.82] 当然它还可以配合
[1063.82-1065.36] iPhone的手机
[1065.36-1067.66] 或是纪念电子的PDA
[1067.66-1069.20] 一起来使用
[1069.20-1071.50] 那目前这台机器RP300
[1071.50-1072.78] 已经在申请
[1072.78-1074.58] Apple的MF-i
[1074.62-1076.16] 的认证中了
[1076.16-1077.70] 那如果通过了以后
[1077.70-1079.22] 搭配iPhone的手机
[1079.22-1083.32] 就是一台iOS的RPID
[1083.32-1085.88] Reader及条码的Reader
[1085.88-1087.68] 那这个产品的特色是
[1087.68-1090.50] 有提供一个蓝色的两个按键
[1090.50-1093.06] 它可以分别来读取
[1093.06-1096.12] 条码及RPID的标签
[1096.12-1098.68] 那使用上非常的方便
[1098.68-1101.50] 另外也提供7000毫安的
[1101.50-1103.04] 长效电池
[1103.04-1104.58] 可以长时间的使用
[1104.62-1107.18] 那我想这台产品最主要是
[1107.18-1108.72] 操作简单
[1108.72-1110.50] 而且坚固耐用
[1110.50-1112.56] 是它的特色
[1112.56-1116.90] 来下页
[1116.90-1118.70] 那另外一个就是
[1118.70-1120.74] RM300 Plus
[1120.74-1122.54] 这是一个模组
[1122.54-1123.30] 那
[1123.30-1125.36] 它不能单独使用
[1125.36-1127.66] 它是要配合这个产品
[1127.66-1129.20] 一起
[1129.20-1130.48] 来使用
[1130.48-1132.02] 那这个RM300 Plus
[1132.02-1133.80] 实际上就好像是一个
[1133.80-1134.58] 摄像头
[1134.62-1135.64] 摄像头的模组
[1135.64-1137.70] 像手机的摄像模组
[1137.70-1139.22] 那
[1139.22-1141.54] 产品的技术也比较复杂一点
[1141.54-1144.10] 所以一般的硬体的设备商
[1144.10-1145.38] 都是外购
[1145.38-1147.16] 这种RPID的模组
[1147.16-1149.46] 搭配在他们的硬体上面
[1149.46-1151.26] 那晶莲电子我们
[1151.26-1153.56] RPID模组自行开发了
[1153.56-1155.62] 也因为它是自行开发
[1155.62-1157.66] 所以它的读取效能
[1157.66-1160.98] 或是软硬体的控制也特别的
[1160.98-1161.76] 优异
[1161.76-1162.78] 这是
[1162.78-1164.58] 我们的
[1164.62-1166.16] 强项
[1166.16-1169.48] 来下一页
[1169.48-1172.82] 那接下来是Window on ARM
[1172.82-1174.60] 的这种
[1174.60-1177.42] 应用
[1177.42-1178.70] 那
[1178.70-1180.50] 去年的Computex
[1180.50-1183.82] Microsoft跟CoreComp
[1183.82-1186.90] 推出了一个Window on ARM在Notebook
[1186.90-1188.42] 上面的应用
[1188.42-1190.74] 我想效果不是很好
[1190.74-1193.30] 但是这种Window on ARM的架构
[1193.30-1194.58] 使用在平板上
[1194.62-1196.42] 却可以发挥它
[1196.42-1197.44] 中端性
[1197.44-1198.72] 体积小
[1198.72-1202.04] 及价格低廉的特色
[1202.04-1203.58] 那
[1203.58-1206.40] 今年这台RT12的Window
[1206.40-1207.68] 是使用
[1207.68-1209.46] 这个CoreComp
[1209.46-1211.26] 6490的CPU
[1211.26-1213.06] 那里面有内含
[1213.06-1215.36] 一个BuccleReader的Engine
[1215.36-1216.90] 那搭配
[1216.90-1218.68] Window的作业系统
[1218.68-1222.52] 在这个软体的运行效率上
[1222.52-1223.80] 可以满足
[1223.80-1224.58] IoT
[1224.58-1228.42] 客户的需要
[1228.42-1230.46] 那目前我们有统计
[1230.46-1232.00] 在产业里面
[1232.00-1233.02] 有
[1233.02-1235.08] 工厂的智能线使用
[1235.08-1236.86] 或仓储的应用
[1236.86-1239.42] 另外公用事业还有医疗市场
[1239.42-1241.74] 这四大应用的产业
[1241.74-1245.58] 目前的软体都还是在Window的作业环境下
[1245.58-1247.10] 使用的
[1247.10-1248.64] 那
[1248.64-1252.22] 如果我们的RT12的Window
[1252.22-1254.54] 的Window on ARM的作业平台
[1254.58-1255.86] 如果上市以后
[1255.86-1258.16] 就可以很容易的取代
[1258.16-1260.72] Window的Tablet
[1260.72-1262.26] 那这台机器
[1262.26-1263.02] 这台机器
[1263.02-1264.82] 是在
[1264.82-1266.86] 今年的D3T上市
[1266.86-1268.14] 那今年的Computex
[1268.14-1269.42] 我们已经展示了
[1269.42-1271.74] 那效果还不错
[1271.74-1273.52] 有很多客户都需要
[1273.52-1275.06] 都需要这个Sample
[1275.06-1279.42] 去做测试
[1279.42-1283.26] 再来是物流与冷链的市场
[1283.26-1284.28] 那在物流与冷链的市场上
[1284.28-1286.08] 在我想
[1286.08-1289.40] 这个整个生活品质越来越提高
[1289.40-1290.68] 大家
[1290.68-1292.98] 对于这个
[1292.98-1294.78] 食安也越来越重视了
[1294.78-1296.56] 所以冷链的市场
[1296.56-1298.62] 其实是蓬勃的发展
[1298.62-1301.44] 那根据这个数字预估
[1301.44-1303.22] 到2023年
[1303.22-1304.76] 在冷链的市场
[1304.76-1306.04] 将会达到
[1306.04-1308.34] 952亿美元
[1308.34-1309.88] 那复合成长率
[1309.88-1312.44] 会达到21%
[1312.44-1314.24] 所以我们公司也非常看好
[1314.28-1318.12] 这个冷链市场的应用
[1318.12-1319.14] 那
[1319.14-1320.68] 今年电子
[1320.68-1322.48] 针对冷链市场
[1322.48-1324.52] 我们也开发了一系列产品
[1324.52-1328.10] 那第一个产品就是HTC30 Plus
[1328.10-1331.44] 那这台产品是针对仓储及冷链
[1331.44-1332.46] 物流的应用
[1332.46-1334.24] 的公规的行动电缆
[1334.24-1336.04] 它里面有内含一个
[1336.04-1336.80] Heater
[1336.80-1338.08] 就是暖气的
[1338.08-1342.18] 那可以在-30度的环境下使用
[1342.18-1343.72] 所以非常适合在
[1343.72-1345.26] 冷链物流
[1345.26-1346.28] 及
[1346.28-1349.10] 极度低温的环境所使用
[1349.10-1353.70] 它的外壳有2.4米的耐摔设计
[1353.70-1354.98] 所以
[1354.98-1356.26] 可以
[1356.26-1358.56] 使用于高货价的仓储
[1358.56-1360.10] 来使用
[1360.10-1360.88] 另外
[1360.88-1363.68] HTC30 Plus
[1363.68-1364.96] 也搭配一个
[1364.96-1367.02] 专业的长距离的
[1367.02-1369.06] 8CM的Engine
[1369.06-1370.60] 那它可以堵起
[1370.60-1371.88] 32米
[1371.88-1373.42] 外的条码
[1373.72-1376.28] 所以可以提升作业的效率
[1376.28-1378.08] 也可以防止
[1378.08-1379.86] 作业人员的受伤
[1379.86-1385.24] 那另外一台机器也是针对仓储
[1385.24-1386.52] 所设计的
[1386.52-1388.06] 就是RuinScanner
[1388.06-1390.36] MS633LR
[1390.36-1392.16] 那这是一个RuinScanner
[1392.16-1393.68] 它的重量非常轻
[1393.68-1396.50] 差不多只有六七公克
[1396.50-1399.32] 那比一般市面上的RuinScanner
[1399.32-1401.88] 轻于大概10到20%
[1401.88-1403.68] 那这台产品因为是单纸的
[1403.72-1405.26] 所以是很容易使用的
[1405.26-1407.56] 所以可以长时间的使用
[1407.56-1409.86] 而且双手操作也特别
[1409.86-1411.66] 绵薄
[1411.66-1414.48] 那目前的MS633LR
[1414.48-1416.52] 是搭配一个专业的
[1416.52-1418.06] 重距离的
[1418.06-1419.84] 条码Engine
[1419.84-1421.38] 所以它堵起的
[1421.38-1423.44] 距离非常的弹性
[1423.44-1425.48] 可以在12米
[1425.48-1428.30] 之间的距离来堵起
[1428.30-1431.36] 那因为它的堵起的距离很弹性
[1431.36-1433.68] 所以可以提升作业的效率
[1433.72-1435.76] 所以它是一个很好的产品
[1435.76-1437.30] 那它是一个很好的产品
[1437.30-1440.88] 最后一个就是WD200 Plus
[1440.88-1444.22] 这是一个穿戴型的行动电脑
[1444.22-1445.76] 那就好像是
[1445.76-1447.54] Apple的iWatch一样
[1447.54-1449.60] 也是专门针对
[1449.60-1452.16] 穿戴使用的
[1452.16-1456.50] 那这台机器的重量只有130公克
[1456.50-1459.32] 那比业界的行动电脑
[1459.32-1462.64] 轻了大概50%
[1462.64-1463.68] 那WD200 Plus的轻度是
[1463.68-1469.32] 未来会升级到Android 15
[1469.32-1470.84] 那简单的说
[1470.84-1472.90] 就是WD200 Plus
[1472.90-1474.44] 它将是一台
[1474.44-1475.46] 重量在
[1475.46-1477.76] 150公克以下
[1477.76-1479.56] 尺寸最大
[1479.56-1483.40] 而且可以升级到Android 15以上的
[1483.40-1485.70] 穿戴型的行动电脑
[1485.70-1488.00] 所以我们很看好这台
[1488.00-1489.02] 产品
[1489.02-1490.82] 那这个产品
[1490.82-1493.64] 它有装设了一个摄像头
[1493.68-1495.72] 那可以读取条码
[1495.72-1497.78] 也可以拍照录影
[1497.78-1499.56] 另外也可以视线
[1499.56-1504.44] 所以是一个一机多用的产品
[1504.44-1506.74] 那最后我要说明就是
[1506.74-1509.80] 智能自动化的解决方案
[1509.80-1512.62] 那智能自动化其实根据
[1512.62-1515.44] 工业的统计
[1515.44-1517.74] 到2025年
[1517.74-1521.08] 会到1.8亿美元的市场规模
[1521.08-1523.38] 那整个复合成长率
[1523.68-1526.76] 也来到了20%成长
[1526.76-1528.04] 所以
[1528.04-1532.12] 它是成长的动能非常的强劲
[1532.12-1533.66] 下一点
[1533.66-1534.68] 那
[1534.68-1537.00] AMR的这种
[1537.00-1540.32] 设备的应用大部分都用在制造业
[1540.32-1542.88] 有将近50到60%
[1542.88-1545.96] 那分布在半导体
[1545.96-1546.98] 面板
[1546.98-1549.80] 电子业及汽车业
[1549.80-1553.64] 那另外一个是物流仓储的使用
[1553.68-1556.24] 那大部分都用在电商
[1556.24-1558.04] 像NOMO
[1558.04-1559.56] 像PC Home
[1559.56-1562.38] 另外还有这个
[1562.38-1563.92] 第三方物流
[1563.92-1566.48] 像是加里达罗
[1566.48-1568.28] 名寿
[1568.28-1571.34] 像是这个
[1571.34-1573.14] 加勒乌兰之类的
[1573.14-1574.68] 另外就是配销商
[1574.68-1579.80] 像经济电脑这些
[1579.80-1583.64] 那近年电子在三年前就成立了一个自动
[1583.68-1585.48] 自动化的部门
[1585.48-1590.84] 那最主要是在Zig Plus的这个AMR的设备
[1590.84-1592.38] 然后搭配
[1592.38-1595.20] 我们公司自行开发的
[1595.20-1597.24] WMS的
[1597.24-1599.30] 物流仓储系统
[1599.30-1601.34] 另外一个就是
[1601.34-1603.64] 自动捡货系统PTL
[1603.64-1607.74] 及自能捡货系统WES的系统
[1607.74-1611.58] 那今年我们更获得Zig Plus的
[1611.58-1613.38] 的授权
[1613.38-1615.42] 来提供售后服务
[1615.42-1619.26] 那我想这主要是因为今年电子技术
[1619.26-1621.58] 获得Zig Plus
[1621.58-1623.36] 那这样子可以
[1623.36-1625.16] 来加速
[1625.16-1627.72] 提供我们客户的售后服务
[1627.72-1630.78] 提高服务的品质
[1630.78-1632.84] 那Zig Plus
[1632.84-1634.88] 它的设备非常多
[1634.88-1635.90] 那
[1635.90-1639.50] 去年我们主推是四大类的产品
