[0.00-8.74] 各位投资先进午安
[825.80-830.60] 精進自製高速高頻 SOC 測試設備
[830.60-834.54] 提供客戶客製化測試方案
[834.54-837.88] 包括矽光測試等
[837.88-841.72] 底下這個圖就是我們在
[841.72-848.28] 公司實際在測試矽光子的現場
[848.28-853.26] 最後針對企業的永續發展
[853.26-857.50] 主要是我們在再生能源的使用上面
[857.50-861.14] 我們佈局到 2030 是 30%
[861.14-864.54] 2050 是 100% 再生能源為目標
[864.54-868.54] 另外一個重點就是廢棄物的再利用率
[868.54-874.78] 我們公司2024年廢棄物再利用率達到 100%
[874.78-878.88] 其他節能減碳我們也有達到目標
[878.88-882.56] 回收水量也有達到目標
[882.56-886.96] 那有關企業社會責任自動化這些等等
[886.96-889.56] 那我們就不詳細說明
[889.56-892.76] 請各位先進參考即可
[892.76-894.54] 好
[894.54-896.54] 那以上報告完畢
[924.54-927.28] 可以看到嗎
[927.28-927.94] 可以
[941.36-942.26] 關機
[984.54-991.44] 好
[991.44-996.58] 针对张嘉伟先生所提的
[996.58-999.22] 台新科与SIG合作抢进
[999.22-1001.18] CPU封装
[1001.18-1003.60] 台新科负责封装
[1003.60-1005.76] SIG负责测试
[1005.76-1008.90] 目前进度如何
[1008.90-1010.72] 那刚刚有报告过
[1010.72-1015.32] 就是说我们在AI跟CPU的成绩是有成长
[1015.32-1022.08] 那目前有国外大客户在SIG从事这方面的测试
[1022.08-1025.74] 赵峰
[1025.74-1035.10] 请问公司是否有统计客户的营收区域占比
[1035.10-1040.42] 我们目前可以说分国内
[1040.72-1042.26] 跟海外客户
[1042.26-1047.74] 目前还是以国内客户占七成
[1047.74-1048.92] 比较多
[1048.92-1050.70] 那海外客户占三成
[1050.70-1059.72] 请问Automobile下半年营收器状况
[1059.72-1066.90] Automobile现在整个状况
[1069.32-1070.68] 很多客户都推转了
[1070.68-1070.70] 很多客户都推转了
[1070.72-1072.00] 进度新产品
[1072.00-1077.12] 自驾车也有一些不同的声音
[1077.12-1078.66] 那从SIG这边来看
[1078.66-1084.04] 我们在下半年有接到好几个客户新的订单
[1084.04-1086.34] 在ADS
[1086.34-1088.12] 在这个无线网
[1088.12-1090.18] 那个智慧座舱
[1090.18-1091.20] 这些等等
[1091.20-1093.24] 我们对公司来讲
[1093.24-1099.08] 下半年会有一些新的Automobile的客户导入
[1100.72-1102.00] 大家我们也 opposed
[1102.00-1102.76] aparece
[1102.76-1103.74] 这个就是奥运
[1103.74-1121.26] 那这个就是
[1121.26-1125.04] 后几季会用力
[1125.04-1125.92] 也会维持EQ水准吗
[1125.92-1126.70] 这个我们请主计长回答
[1126.70-1127.36] ok
[1127.36-1129.60] 아직说给我 він
[1129.60-1130.36] 大家看一下我们去年的财报其实也大概是维持九帕左右
[1130.36-1134.44] 星光图信就问
[1134.44-1138.18] 请教公司有二大客户
[1138.18-1140.84] 及白名单客户状况
[1140.84-1143.16] 以及后续看好
[1143.16-1147.04] 我想细格的前二大客户
[1147.04-1149.68] 目前给细格订单都相当不错
[1149.68-1153.92] 大家知道他们第一季表现也都不错
[1153.92-1159.52] 第二季看起来他们状况也还可以
[1159.52-1160.28] 也不错
[1160.28-1163.48] 白名单客户确实
[1163.48-1165.88] 我们因为这个有白名单
[1165.88-1169.84] 细格刚好在BIS的白名单的风策场里面
[1169.84-1173.14] 所以确实有不少白名
[1173.14-1178.66] 一些在中国大陆或者别的地方的客户
[1178.66-1181.00] 到细格来下单
[1181.00-1184.06] 估计在第三第四季
[1184.06-1187.62] 其实现在就开始有些营收了
[1187.62-1189.72] 估计在第三第四季
[1189.72-1190.26] 这个营收
[1190.26-1192.26] 会陆续成长
[1192.26-1201.46] 赵峰问
[1201.46-1207.96] 中和现阶段产能利用力资本支出与后续增加的折旧
[1207.96-1213.08] 公司怎么看待未来几个季度的毛利率
[1213.08-1215.30] 这个请主记长回答
[1215.30-1219.92] 你现在的产能利用率
[1220.26-1222.02] 之前大概最低的时候
[1222.02-1226.26] 那时候半导体整个下行的时候大概是六成
[1226.26-1228.34] 那我们其实逐季往上
[1228.34-1230.14] 那六成六成五七成
[1230.14-1233.34] 那我们现在大概介于七成七成五中间
[1233.34-1235.10] 看起来都蛮稳当的
[1235.10-1236.74] 也都不会低于七成
[1236.74-1239.22] 所以看起来我们怎么都跳升上去了
[1239.22-1240.94] 那资本支出刚有跟大家报告
[1240.94-1245.50] 我们资本支出在这次追加了35到35.37亿
[1245.50-1246.56] 最主要就是刚才讲的
[1246.56-1248.26] 我们有一些需求
[1248.26-1250.10] 以这个资本支出
[1250.10-1252.18] 我们追加了之后
[1252.18-1255.66] 那因为我们过往几年有一些折旧到期
[1255.66-1257.78] 所以看起来我们第一季的折旧
[1257.78-1259.46] 其实我们都还是为时必到
[1259.46-1261.02] 如果大家有追踪我们公司的话
[1261.02-1262.46] 我们公司最高的点的时候
[1262.46-1263.58] 大概每一季的折旧
[1263.58-1265.56] 大概会到达11亿
[1265.56-1268.40] 那目前大概维持在10亿上下而已
[1268.40-1271.52] 所以看起来后面这段折旧再有再上去的话
[1271.52-1273.46] 因为我们整个营收上去了
[1273.46-1278.10] 所以整个的部分应该折旧不会造成我们多大的困扰
[1278.10-1279.78] 那至于说未来
[1280.10-1282.86] 看待未来几季的多的毛利率
[1282.86-1284.98] 这个确实比较难去估算
[1284.98-1288.94] 因为现在外面的一些杂因也比较多
[1288.94-1290.96] 所以这个还是不大好估算
[1290.96-1294.16] 不过我们还是会致力于提高我们的营收
[1294.16-1295.82] 包括刚才董建有讲的
[1295.82-1296.86] 我们有一些白名单
[1296.86-1298.42] 还有一些其他的客户
[1298.42-1300.38] 我们想办法把营收做上去
[1300.38-1304.74] 那这样的话基本上就可以让我们毛利可以维持到一个程度
[1304.74-1306.50] 针对这个补充说明一下
[1306.50-1309.42] 我们投资主要是针对
[1309.42-1310.10] 刚刚讲的
[1310.10-1312.10] 大客户的需求
[1312.10-1314.42] 以及白名单客户的需求
[1314.42-1318.42] 以及我们自己新增加的新客户
[1318.42-1319.42] 新产品
[1319.42-1321.74] 那这些毛利率相对都比较好
[1321.74-1324.46] 那当然我们自己努力之外
[1324.46-1326.22] 那市场也有一些不确定性
[1326.22-1328.54] 所以刚刚正如主席讲的
[1328.54-1330.62] 我们在不确定性中
[1330.62-1337.14] 我们就努力的做吧
[1340.10-1347.98] 这个没有了
[1347.98-1353.70] 这个没有了
[1353.70-1356.94] 这个有
[1356.94-1359.90] 这个有
[1359.90-1360.66] 历风之分
[1360.66-1364.50] 请问后几季会用力而维持EQ的水准吗
[1364.50-1366.18] 这个也请主席长回答
[1366.18-1368.18] 这个
[1368.18-1369.18] 刚刚说的
[1370.10-1377.64] 我先回答一下刚才的那个题目
[1377.64-1381.02] 就是说今年营运展望的部分
[1381.02-1382.66] 费用率的部分
[1382.66-1387.90] 费用率的部分刚才有提过了
[1387.90-1389.96] 大概基本上就是维持9%左右
[1400.10-1404.44] 有个问题是说
[1404.44-1407.94] 请问智慧型手机应用的展望
[1407.94-1410.76] 智慧型手机的应用
[1410.76-1415.44] 大家都知道现在智慧型手机
[1415.44-1418.12] 也有导入AI
[1418.12-1422.10] 所以未来应该是AI手机的应用
[1422.10-1427.28] 所以手机晶片的功能更加的强大
[1427.28-1429.74] 对于
[1429.74-1430.08] 对于手机的应用
[1430.08-1431.84] 以测试为主的系统来讲
[1431.84-1435.18] 那就增加晶片的测试时间
[1435.18-1436.88] 晶片更复杂了
[1436.88-1440.94] 所以对测试场都是比较好的趋势
[1440.94-1456.04] 这边有一个问题是
[1456.04-1459.14] 请问来币升值汇率
[1459.14-1459.96] 对于毛利率
[1459.96-1460.06] 对于毛利率的问题
[1460.06-1460.54] 对于毛利率的影响
[1460.54-1464.82] 上上美元营收占比多少
[1464.82-1467.96] 这个部分跟大家报告一下
[1467.96-1470.60] 就是财币升值汇率
[1470.60-1472.22] 这个部分对毛利影响
[1472.22-1474.46] 我想应该是跟同业大概差不多
[1474.46-1480.24] 日月光他也说大概是增加1%
[1480.24-1483.56] 大概是会造成毛利0.5%的影响
[1483.56-1486.78] 我们公司大概是0.6左右
[1486.78-1489.20] 所以大概彼此大概差异不大
[1489.20-1489.70] 好
[1490.06-1492.06] 那整个的部分
[1492.06-1493.52] 当然就像刚才讲的
[1493.52-1496.08] 我们会还是会致力于把我们的营收提高
[1496.08-1497.82] 那营收提高
[1497.82-1498.76] 汇率增加之后
[1498.76-1501.40] 可以弥补一下汇率造成的影响
[1501.40-1508.18] OK下一个问题是
[1508.18-1510.06] 管理团队好
[1510.06-1512.10] 请问可以详细谈谈
[1512.10-1514.58] 2025年资本支出组成吗
[1514.58-1516.54] 主要用在哪一些领域
[1516.54-1518.16] 及各自比占比
[1518.16-1519.94] 我们
[1519.94-1523.18] 我们的2025年资本支出
[1523.18-1525.18] 刚刚有说到了
[1525.18-1531.46] 主要是用在扩充AI手机晶片的产能
[1531.46-1533.70] 那么第二个就是说
[1533.70-1537.98] 我们也是增加细光纸的研发
[1537.98-1541.70] 以及扩充细光纸测试的产能
[1541.70-1548.10] 那再来也是AI伺服器相关的产能的扩充
[1548.10-1551.68] 还有高速运算相关的产能扩充
[1551.68-1554.60] 网通晶片产能的扩充
[1554.60-1559.28] 主要都在这里
[1559.28-1567.04] 第三次第四期营收事后
[1567.04-1569.48] 实际营收成绩成长
[1569.48-1574.02] 请问AI光通跟资料中心的产品有何不同
[1574.02-1575.98] 请问AI光通跟资料中心的产品有何不同
[1578.10-1585.04] 其实它都是用在资料
[1585.04-1586.98] 大部分都用在资料中心里面
[1586.98-1589.72] 光通性就是要解决
[1589.72-1594.36] 这个AI的伺服器端之间的通信的问题
[1594.36-1596.12] 严格来讲
[1596.12-1600.46] 就可以归位这AI跟光通
[1600.46-1601.60] 所以我们在归位
[1601.60-1604.64] 我们在归类里面都把它放在一起
[1608.10-1611.04] 所以我们在归类里面都把它放在一起
[1611.04-1613.70] HPC的调整
[1613.70-1619.74] 就是客户是
[1619.74-1623.98] 应该是它产品组合的调整
[1623.98-1628.18] 我们期望在它产品组合调整完之后
[1628.18-1634.20] 又可以回复到成长的动能
[1638.10-1645.10] 第三季来自汽车营收金额
[1645.10-1646.10] 第三季来自汽车营收金额
[1646.10-1650.12] 第三季来自汽车营收金额
[1650.12-1651.58] 我们
[1651.58-1653.42] 我们
[1653.42-1655.82] 预计应该会成长
[1655.82-1657.76] 因为我们刚刚有报告
[1657.76-1662.60] 我们有增加了一些汽车客户
[1662.60-1666.62] 在第三季、第四季应该会逐渐发酵
[1668.10-1670.10] 在第三季应该会逐渐发酵
[1670.10-1672.28] 细光纸测试的部分
[1672.28-1674.38] 目前是以PIC为主
[1674.38-1677.68] PIC现在跟客户在演化中
[1677.68-1681.64] PIC现在跟客户在演化中
[1681.64-1685.86] 如何看待今年网通晶片的展望
[1685.86-1688.06] 到目前为止
[1688.06-1692.32] 网通晶片的营收都还算不错
[1692.32-1698.10] 下半年应该希望能够实现
[1698.10-1700.10] 下半年应该能够实现
[1700.10-1702.10] 下半年应该能够实现
[1702.10-1703.10] 这三季的范围订单
[1703.10-1706.10] 这三季的范围订单
[1706.10-1708.10] 请问公司对二Q
[1708.10-1709.12] 请问公司对二Q
[1709.12-1710.12] 请问公司对二Q
[1710.12-1712.12] 二Q现在都差不多
[1712.12-1714.12] 二Q现在都差不多
[1714.12-1716.12] 二Q的订单
[1716.12-1718.12] 各种状况都符合我们的预期
[1718.12-1720.12] 各种状况都符合我们的预期
[1720.12-1722.12] 三Q看起来也是
[1722.12-1723.12] 三Q看起来也是
[1723.12-1724.12] 也才算乐观
[1724.12-1726.12] 也才算乐观
[1726.12-1727.12] 三Q看起来也是
[1728.10-1729.10] 再来
[1729.10-1731.10] 请问帐上美金大概有多少
[1731.10-1733.10] 对业外的影响
[1733.10-1735.10] 这个请主席长回答
[1735.10-1736.10] 这个请主席长回答
[1736.10-1737.10] 帐外美金
[1737.10-1738.10] 帐外美金大概有多少
[1738.10-1739.10] 帐外美金大概有多少
[1739.10-1741.10] 对业外的影响多少
[1741.10-1742.10] 我想这个问题应该是每家公司都会面临到的状况
[1742.10-1743.10] 对业外的影响多少
[1743.10-1744.10] 我想这个问题应该是每家公司都会面临到的状况
[1744.10-1745.10] 我想这个问题应该是每家公司都会面临到的状况
[1745.10-1746.10] 因为从Q1大概3.205
[1746.10-1747.10] 因为从Q1大概3.205
[1747.10-1748.10] 因为从Q1大概3.205
[1748.10-1749.10] 其实已经提升到29
[1749.10-1750.10] 其实已经提升到29
[1750.10-1752.10] 所以每一家公司基本上
[1752.10-1755.10] 所以每一家公司基本上
[1755.10-1757.10] 我认为大至上大同小异
[1757.10-1758.10] 我认为大至上大同小异
[1758.10-1759.10] 大概都会有汇存产生
[1759.10-1761.10] 我还是认为就是说
[1761.10-1762.10] 我还是认为就是说
[1762.10-1765.10] 我们还是会致力于想办法提升我们自己的毛利
[1765.10-1767.10] 然后可以cover一下
[1767.10-1772.10] 大家都普遍受到对外困损失的影响
[1772.10-1773.10] 大家都普遍受到对外困损失的影响
[1773.10-1774.10] 谢谢
[1774.10-1775.10] 谢谢
[1782.10-1789.10] 谢谢
[1812.10-1813.10] 请问中心商场的进度
[1813.10-1816.10] 请问中心商场的进度
[1816.10-1817.10] 中心商场
[1817.10-1819.10] 我们现在正在兴建中
[1819.10-1821.10] 我们现在正在兴建中
[1821.10-1822.10] 进度跟原来规划的一样
[1822.10-1825.10] 进度跟原来规划的一样
[1825.10-1826.10] 应该在2027年第一季
[1826.10-1827.10] 应该在2027年第一季
[1827.10-1828.10] 既可以进西台开始来增加产能
[1828.10-1833.10] 既可以进西台开始来增加产能
[1833.10-1837.10] 是多少
[1837.10-1838.10] 正如说
[1838.10-1840.10] ử Оч季那个月的汇数
[1840.10-1841.10] 是多少
[1841.10-1842.10] 是多少
[1842.10-1845.10] 請主席上
[1845.10-1847.10] 不好意思
[1847.10-1851.10] 因為第二次數字還沒有結束
[1851.10-1854.10] 所以這個我們也不便去做一些揣測
[1854.10-1858.10] 那我們也不能夠公告一些數字
[1858.10-1860.10] 好
[1862.10-1864.10] 請當局進行報告
[1864.10-1867.10] 目前大概差不多一劑左右
[1867.10-1871.10] 目前訂單人件大概一劑左右
[1872.10-1874.10] 對
[1874.10-1876.10] 對
[1876.10-1879.10] 後面而已
[1887.10-1889.10] 剛剛提到
[1889.10-1893.10] 剛剛提到匯率的影響台幣升值10%
[1893.10-1896.10] 影響毛利率6%
[1896.10-1898.10] 這樣數字是對嗎
[1898.10-1901.10] 公司是否及時跟客戶
[1901.10-1902.10] 調整
[1902.10-1903.10] 報價
[1903.10-1908.10] 我先講這個
[1908.10-1912.10] 先講說我們的因應好了
[1912.10-1914.10] 我們對匯率的因應
[1914.10-1916.10] 一個是
[1916.10-1918.10] 我們
[1918.10-1919.10] 會
[1919.10-1922.10] 調整我們後續對客戶的
[1922.10-1925.10] 報價會反映我們
[1925.10-1927.10] 適當反映我們的成本
[1927.10-1930.10] 當然這個也是在市場上
[1930.10-1932.10] 跟市場的行情
[1932.10-1934.10] 要競爭
[1934.10-1938.10] 那重要是我們要
[1938.10-1941.10] 再去開發一些新的產品
[1941.10-1942.10] 新客戶
[1942.10-1946.10] 來把匯率造成的影響能夠降低
[1946.10-1948.10] 好
[1948.10-1950.10] 好
[1950.10-1952.10] 好
[1952.10-1954.10] 好
[1954.10-1956.10] 好
[1956.10-1958.10] 好
[1958.10-1960.10] 好
[1960.10-1963.10] 化
[1963.10-1964.10] 好
[1964.10-1970.10] ent
