## 政生公司法說會逐字稿。**主持人:**。* 介紹一下。* 有張耀元副總經理。* 各位天氣好。* 有洪國志老師。

* 還有陳淑慧副總。* 還有呂天耀永市長。* 我們都知道。* 公司首頁的slogan上面是寫著。* Look colors on token * 公司各系列的產品應用範圍。* 涵蓋在運動相關的器材。

* 還有我們日常生活的用品。* 讓原本生硬的物件。* 變得多彩多姿也更加有趣。* 我們現在就是請洪董事先致辭。* 好 謝謝。* 感謝主持人。

* 同時我在這邊也歡迎。* 各位嘉賓的蒞臨這次。* 政生公司的一個法說會。* 同時祝福各位身體健康。* 好。* 政生公司一直以來。
* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。*

<think> 好的，我现在需要处理用户提供的逐字稿，并将其整理成段落式逐字稿。首先，我要仔细阅读用户提供的原始内容，确保理解每个时间点对应的内容。用户强调不能删除、改写或浓缩任何一句话，所以必须严格按照原文顺序排列。

首先，我会检查每个时间戳对应的句子，然后根据逻辑和上下文将它们分组。例如，关于2023年和2024年的部分可能需要合并成段落，而财务数据部分也需要连贯地呈现。需要注意的是，有些句子可能在时间上是连续的，但内容上属于同一主题，应该放在一起。接下来，我会处理财务数据部分，比如毛利率、EPS、配息等，这些数据通常需要按时间顺序排列，并且可能涉及比较不同年份的数据。需要确保这些数据在段落中正确连接，避免混淆。

另外，用户提到的ESG相关的内容，如ISO认证、永续联盟等，也需要分段处理，确保每个认证和活动的描述清晰。同时，注意时间戳的连贯性，比如2023年和2024年的不同项目应分开段落。在处理过程中，可能会遇到一些重复或需要调整顺序的句子，比如关于2023年和2024年的部分，需要确认时间顺序是否正确。例如，用户提到“去年的部分2024年的部分”，这里可能需要调整时间戳的顺序，但根据用户提供的原始内容，必须保持原样。最后，我会通读整个整理后的段落式逐字稿，确保没有遗漏任何句子，并且段落之间的过渡自然，逻辑清晰。同时，检查是否有格式错误，比如时间戳是否正确对应，标点符号是否恰当。

完成这些步骤后，应该能够生成符合用户要求的段落式逐字稿，既保持了原文的完整性，又提高了可读性。</think> 【段落式逐字稿】：。保持壓延前衛生的認證的部分。那在2023年的部分，我們正式加入了自行車永續聯盟。那就是在自行車行業在之前，我們為了整個自行車行業為了轉型，在大概在2020年年代的時候，從吉安特有發起過一個A-Team的組織。然後呢組織打開了，他的目標之後，為了永續經營整個ESG這個方向，自行車行業的部分也是用吉安特集團的劉永昌董事長，他來發起的那個自行車永續聯盟DAS的部分。

鄭真也是這裡面理事會的成員之一。那另外就是在去年，2023年的部分，我們正式成立了我們ESG委員會。那在同時在2024年的話，也任命我們的李天耀協理、李彥霖協理擔任我們的永續長。永續長今天他也請他來委會，跟各位投資心情的互動，來跟各位來交通，所有我們現有的我們ESG方面的部分，永續經營的部分的一個相關的事項。那在2023年，我們也開始導入第二期，他能發電的部分，持續做再減碳的部分，持續再繼續做他資本支出的部分的一個工作。去年的2024年的部分，在我們重點的事情跟各位報告就是我們取得的那個資安認證ISO2007的部分。

那今年也持續在做的部分，就是我們在今年部的認證的部分會更版到那個最新版的ISO27000的部分。其實已經管會的要求的部分，對上市公司也有資本額的部分，現階段我們雖然並沒有被強要去做這個實驗並沒有被強制他認證，那我也為了讓投資大眾投資者放心的部分，這些相關的認證我們會先去取得，先取得。那在那個部分，在2024年的部分，我們正式拿到的部分就是我們的ISO14064的組織型碳盤查證的報告，那也發佈了第一版本，第一版本2023年度的我們永續報告ESG，就是所謂ESG報告的部分，我們現在在我們官網都有連結可以下載，來讓我們所有投資大眾知道正正在做ESG的部分，所進行的所有的計畫。為什麼我會放這個大書，就在說這個是逐漸茁壯一個集團，我們的根基是穩的，讓投資人士能夠放心，讓他們能夠放心的，好。進一步來我想在投資，各個投資先進最要關心的部分，是振生的實際上我們經營的賺了多少錢，整個狀況。剛剛洪董事也跟各位有提到，在現在的環境外在環境整合，雖然今年度還是蠻辛苦，換作環境挑戰很多狀況之下，那我們在今年的第一季第一季的部分，各位看到在說我們的毛利率達到49%-20%，這是在振生在第一季裡面，在整個上市之後除了疫情疫情的第二年內有最高毛利率之外，今年的第一季毛利率是最高的。

今年的第一季我們營業額是3億05,592萬，營業的毛利是1億5000多萬，毛利率49.20%，稅後基率是6400多萬，我們每股營業將近到一塊台幣，DPS第一季大概一塊台幣。我們跟去年比較的話，去年的第一季我們去年已經在相對的進行行業，去年狀況已經沒有回復的狀況之下，我們已經在有成長的狀態，去年第一季是EPS是0.57，那營業毛利率是43.0，各位看到在今年第一季和去年第一季是相對的整個成長的幅度是非常的大，那是整個在董事長跟董事會的領導之下，代表經營團隊達到一個全體員工同心合力達到的結果。2024年的部分，在今年剛剛我們的發言人也跟各位報告了，我們去年度的EPS每股13.01，我們預期配息是2.55塊台幣，去年的部分比23年度也是兩位數的成長，今年度第一季成長的幅度大概在EPS的部分成長70%，那我們的營業額的部分第一季跟去年同期成長了將近26%的一個成長的幅度。在鼓勵政策這邊跟各位投資先進報告就在於說，為什麼把這一頁特別要再highlight一下，這近四年來我們對股東的部分在鼓勵的政策一直在於說，我們會把我們所賺的錢進最大的比率回饋，回饋給我們的投資大眾。在2021年2021年，我們那年的EPS是6.1塊，那我們那邊現金配息是6.5塊，那當然是這個部分是有超過一把是因為前一年度我們有業外收入的部分。我們在2022年配息給我們的所有的股東，那在2022年各位看到我們那年度配息的比例是達到86%，是那年EPS是4.43我們配了3.8塊。

那在2023年去年，2022年雖然相對於2023年的話，我們去年配息2022年配2023年的時候，雖然在2023年整體的這個大環境真的不是很好的狀況，那我們的EPS是1.88，那我們為了讓回饋我們的股東，我們所有的股東，我們調整了我們的保留益之後，我們去年的配息是一股配了2塊錢。在今年的部分剛剛公佈的話，我們在去年EPS301，那我們是有85%我們回饋我們的股東，就配息是2.5塊。所以投資政策是最好的一個以來講，你要來我們現金指利率來講的話，是非常非常好的一個投資標的，而且真的是整個整體狀況我們經營的狀況是非常的穩健，剛剛前面各位報告第一季的狀況是真的非常穩健的，不錯。會前剛剛我們的那個郭鋒兄跟我們非常熟悉的黃國鋒研究員的部分特別有我們狀況，我想到後續跟我們後面跟各位報告，在未來的今年度的展望，我們還是相對的審慎的樂觀，審慎樂觀，在我們的整體的正式客戶群裡面的營業比重的部分，在2024年度來講的話，去年我們整體客戶群呃在經歷疫情之後的爆衝，然後2023年度那個市場調節開始往下，2024年的部分我們去年是開始已經是有兩雙月的成長，那整個我們所有的客戶的那個部分的來講都開始在一個部署的狀態，都部署的狀態。但是在去年的部分比較特殊，就是在於說我們的費事級的行業的客戶客戶的部分他在疫情的爆起爆成的狀況之後，他成長的狀況是比較穩定的，所以在去年度的話。

我們的運動器材客戶群包含的。呃。在我們不管是台灣或是在福建廠。有在交過的高爾夫球的部分。區分球和棒球棒。以及相關的運動行業的部分。

我們比重來到了30%。30%。那其他行業的部分去年來到了10%。所以整個在去年我們營業比重。在一圈。整個我們全球的營業。

營業的一個分配比例來講。去年達到費事行業的部分大概34%。那我們起家的生意。製品製造還是我們最重要的一個行業的一個生意比的部分。去年是66%。那各位看到是這整個。

這整個大比。事實上是整個都長大了。去年是成長。那只是各個不同行業。他的成長比就不同。那下面品牌的部分。

各位看到那個品牌都不在不在贅述。那包含像。設計車的幾個大的大的那個。品牌。吉安特、梅利達、迪卡農。然後GT。

那個FOX RACING的部分。數聯。然後運動器廠的部分。我們有幾個行業的部分是在。佔我們世界第一。其實在自行車。

然後還有高爾夫球。以及在棒球棒的部分。正正的。我們生產的貼標的交貨的那個比例。是在那個行業都是佔世界第一的一個比重。這個還是持續沒有變的。

那其他行業的部分的發展的部分。那。在今年。去年2024年的部分。依舊的部分。那在摩托車的部分。

在高階的摩托車的部分。我們持續。持續的繼續在開發和成長當中。那去年在持續的開發。今年應該會有個比較好的結果。那底下的部分像那個薩摩斯。

然後做機車業表的COSO。在台南的部分。然後我們的那個GOGORO的部分。也持續在繼續在合作當中。

接著跟各位投資先進來報告一下。正正為什麼能在市場上。持續維持這麼好的一個競爭優勢。因為我們有很好產品優勢。那我們怎麼達到這個事情。正正的產品。

我們自己。本本就定位是價值創造者。是全方位外觀專事的那個解決方案。就是從英文的Total Decoration Solution。這塊部分的那個角色。我們翻譯過來的部分。

那怎麼能達到讓客人的部分。是一個價值創造的一個最好的一個夥伴。因為所有的客戶。像這邊的部分。像這個。這雙流冰鞋的部分。

這流冰鞋各位看到。這流冰鞋的部分是。在加拿大最大的那個。驅棍球的品牌CCM。他來找我們做。他來找我們整個從開發的部分。

整個去完成的部分。我們有900多個製程比。再從我們30多種不同的產品比。幫助客人去借由客戶。跟客戶一起做費用評估。在開發階段就費用評估。

裝置工業評估。操作的條件的評估。怎麼樣最好操作平衡件。幫客戶達到什麼樣的一個方案。第一個他的個性化還有差異化。跟他的經驗的差異化。

以及最佳的一個成本。像這個CCM就是這樣。他這個這雙冰鞋。這雙冰鞋。他在市場的material price。大概將近到700美金。

這雙冰鞋的部分。這是很好的一個案子。他上面所謂的泰散標。他在開始的時候。他以前是用移印的方式去處理。那跟我們這邊開始接觸之後。

他在前年開始去。開發這個部分的一個。特殊的一個部分。他在市場上的整個銷售。就開始爆衝出來。那就是我們能達到我們的部分。

幫客戶達到最好的價值。創造一個角色。那我們Core Value。我們核心的理念。我們董事長也是我們創辦人。洪釗宇董事長。

對我們經營團隊。一直有一個很大的一個勉勵。也是要求就是。政生除了水和空氣。我們沒有不能承接的。YF。

North area。皆さん也是。我們 Again。這次的 Behind。因為我覺得。V celle。

其實我們可以。指律上的。有了某種。有了資源主義的。共同的。勇敢地。

說實話。現在 gem。這段一直有一段時間。我們的思考。但是他不是。全了。

有太多的。Dilight。也就是。對於我們。整個選舉部分。在市場上。

就會有來臨的。產品的水定和製程的水定。幫助客人能夠在除了水和空氣。我們這身沒有不能承接的外觀裝飾任務。也就是這幾年我們將來持續在市場上的競爭的很大的優勢。我們有這些製程上的一些客製化的製程。

以及產品別的部分幫客人去搭配的時候。能夠幫客人的外觀裝飾任務完美的達成。這裡有很好的案例。剛剛講的除了水和空氣之外。我們沒有不能達成的裝飾任務。但這裡剛好。

各位可以其實在會後。也可以跟我們永巨長呂學禮來告。他可以跟各位分享這個案例。這是吉安特的女性。她的最高階的Leap的車種。這個單價的市場大概超過20萬台幣。

15到20萬台幣以上。我們跟客戶整個做的部分在說。客戶在這個部分。他除了其實自行車講坦白。除了部分的關鍵民主建像便術之外。主平車。

自行車Bicycle。他就是兩個輪子加車架做出來。你如果在市場上能夠去凸顯出來。能夠再是最有吸引力的產品。我們正身的一個角色。是幫助客人是他的商品最好的一個。

Make up the artist。是客人在做價值創造過程中。

以下是重排後的段落式逐字稿：。不可或缺力量。我們怎麼做的部分。跟客戶在開發階段就開始去一起來參與他的計畫，創造他的產品獨特性，提高複雜性。這兩個車子的部分，他上面的商標，這都是我們最特殊的，我們叫做混搭標的部分，再加我們泰省的系列。我們在各位看到在剛各位前面跟各位發告在說，我們在自行車行業高普及油產業棒球彈產業，然後我們的北美高階機車的市場，那虛擬球的部分，這幾個行業來講，這裡有四。

這裡我先列行業裡面，包含自行車高級普及油棒球棒虛擬球的部分，在世界上來講的話，我們的商標貼標的部分，公有的那個比率是第一，都是世界第一的部分。那這個部分，現有的部分，正在成長作用的部分，包含高階機車的裝飾貼標的部分，其他物品別的包含皮克拍，我們的運動器還有跑步機的部分。像這個是我們的現有的其中一個客戶，名稱根本上模式和其他用品，這Ted Becker的行李箱，這次為您提出來這塊的部分在於說，在我們的現有的全球的佈局，除了臺灣總廠之外，我們像我們福建廠，福建廠這邊，他幫忙的開始琢磨我們這些像皮克拍上模式的部分。然後剛剛Ted Becker的行李箱的生產，以及其他民生用品，就是已經慢慢我們一直走出來，除了自行車老本家絕對要顧好繼續把佔有率提高之外，其他行業也繼續擴展。像我們的荷蘭廠，針對民生用品的部分，也持續不斷的在做開發，所以這個部分，我們的成長的動能包含除了現有的部分，這幾個主要原來世界第一的行業我的佔有率繼續擴大之外，那就是在於說，這些新的這三五年introduce進來新的客戶這邊，我們會繼續的把這些的部分客戶的部分的訂單會繼續的成長茁壯。而且是各個的生產據點和我們營業中心都在著力的部分，接著跟各位拜訪鄭森的部分整體的現有營業高漢全球佈局，剛剛我們的洪董事也跟各位提到，我們有四個生產中心，上方是我們臺灣的營運總部。

現有的營運總部營運總部的部分，在我們營運總部的部分，我們巡迴佈局生產的四個區點，包含臺灣的營運總部，我們福建廠，在川普的福建廠，這兩個規模是相對比較大的一個部分，剛好大中華區的部分，包含臺灣的部分，我們在19年併購的歐洲廠，我們就已經服務歐洲當地客人。越南廠19年進去以後，也是為了南向的部分，也是為了剛好全球化的客戶的一個流向佈局，我們的佈局向下去的部分，現有的部分，後續對我們公司對客戶的服務面和生產面的其實供應都很大的幫助。很簡單，我四個生產中心之外，我只能夠讓客戶能夠及時的讓客戶找到我們幫他在生產的時候任何的問題任何需求都能夠去符合到，我們在全球有六個營運中心，包含加拿大會美國也必須要設立營運中心就是我們跟客戶整個對應直接對應的業務的一個服務的據點的部分。當然臺灣 臺灣 河南 越南這幾個這幾個點，這個部分是我們本身在生產中心之外也有業務的營運的部分的據點對於客戶另外在大中華區這麼大的中國的服務也這麼大的部分，我們在華北 華中 華南都設有我們的營運中心作為發貨和設計跟客戶設計溝通的一個相對的一個對應的一個窗口能夠最快的速度能夠讓客人把客人的需求通通照顧得到讓客戶能放心。會後如果有時間跟各位可以再報告一下如何去砸刀這個所有資訊化第一時間的部分把所有資訊來能夠讓客人能夠放心在這裡今天另外一個重點在這一次我們特別請我們的永續主管永續長我們李天駕 李協理來這邊跟各位來做一個互動就是說我們在這幾年剛剛前的我們成長動能之外怎麼讓客人在未來的操作之間正生能夠立於不敗之地在20世紀快的部分我們是真正的落實下去去處理的去來經營的部分。我們在去年成立了永續發展委員會去年董事會董事會這邊董事會裡面。



內部的設計的那個。員工的領先吧的部分。然後在我們內部辦活動。像這裡左邊。左下方這是一個。又是若是團體。

那個GOOR團體的部分。我們在去年的Family Day的時候。有公司這邊。我們董事長。洪董事長這邊。親自幫個小情心給我們邀請。

我們派車。鄭生花錢。派遊覽車。請這些小朋友帶鄭生來參加。我們的那個鄭生的Family Day。家庭日的部分。

那這裡各位剛剛手上拿到的。我們今天準備的禮品。都是公益團體的禮品。我們現在在挑。我們送給員工的。或是對外送的禮品的話。

我們像不是家福。或者是說。或者是相關的若是團體的部分。那個有認證做團體的部分。我們都會挑這個禮品。來實際來贊助他們的活動。

謝謝。另外像這個部分。我們像每年會有兩次。鄭生自己來主辦的。捐血日的活動。我們總經理。

去年我們都有捐出入管。而且小小的一個故事。當時其實捐血中心很怕。派遊捐血不划算。我們的量不足。當天我們是全旅員工。

去推這個事情的時候。再加在工業區。然後工業區這邊去。網民宣傳。所以當時我們捐血的量。比他要的目標。

還多了40%出來。40%出來。所以像捐血中心。捐血中心是非常樂意的。來配合我們這個活動。一開始他們真的很擔心。

我們員工才200多人。台灣產。怎麼能到他的量。

另外就是在於說。我們怎麼樣永續經營的部分。員工是公司最重要的。一個人力資產的資產。這個部分我們藉由這些。我們去年有拿到的。

勞動力發展署的部分。做一些CDQS系統的認證的部分。我們建立內部的長勢制度。我們持續培育的。永續發展的人才。和管理能力。

智慧生產的部分。我們希望邁進是建構。邁向智慧。智商永續發展的一個。主要企業的目標。

再來公司治理這一塊。跟各位先進來報告的部分。剛剛講的。在網站你們可以連結上去。這裡是我們永續發展委員會的。部分一個設置。

在董事會底下。也有我們三位獨董。以及我們的總經理的董事。來成立永續發展委員會的部分。我們下下執行長的部分。就是我們的在座永續長的部分。

林天堯李玄禮來領導。五個專案小組。來實際真正的。實際來推行我們的ESG的部分。所有的面向的KPI達成。在對外也讓投資人。

在我們ESG的部分的相關的資料。永續專區讓投資人。永遠都看得到。這個部分的話就是另外。在我們的供應商的部分。也開始要求客戶關係。

以及風雪剛剛前面講的。這些相對的空閒管理的部分。我們這叫Risk Management的部分。這塊也是我們在持續進行。在進行。這還沒完成。

會繼續去持續這樣去進行。會持續進行。讓我們所有的投資大眾。以及讓我們經營的經營層。以及我們所有同仁。能夠放心。

在正真正的是要做到。那永續經營這一塊。好。來到今天。我解報最後的部分。

未來的掌握的部分。在我們後續的這個部分。在環境這麼艱困之下。我們還是會持續投資。簡單之下。不管美國總統是誰。

是川普是誰。他這種狀況很難講。但是我們的客人。最大的部分。其實政治局。剛剛有投資界在問說。

美國這次狀況。他們對我們有什麼影響。可以跟各位講。我不能講。我們不敢講沒有影響。但相對你現在看起來。

這影響也沒那麼重。是為什麼。其實我們這個部分。最大的。整個全球的趨勢。還是最重要的一個走向。

所以這個部分。尤其特別我們很大一部分的客戶群。都在歐盟。特別自行車分。都歐洲客戶為主來講。所以這塊的部分。

我們後續在。不管各個廠。都持續做投資。持續投資簡單設備。和開發相關的產品。能符合市場未來一個趨勢。

另外除了這個之外。Artificial Intelligence的部分。自成自衛化的部分。我早早就開始在著墨這一塊。這裡今天跟各位大概。我們分色系統。

今年度也開始導入新的。我們印錢的系統已經導入。我們在產業界來講。是早。我們在各個廠都導入。這個數位置版的部分。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

我們在。我們在。我們在。我們在。我們在。我們在。

